hsa	rno
hsa0000213486	rno0000210854
hsa0000213488	rno0000210855
hsa0000213628	rno0000211968
hsa0000213629	rno0000211968
hsa0000213630	rno0000211969
hsa0000213631	rno0000211970
hsa0000213652	rno0000215963
hsa0000213657	rno0000215966
hsa0000213661	rno0000215968
hsa0000213846	rno0000214690
hsa0000213847	rno0000214693
hsa0000214019	rno0000150759
hsa0000214020	rno0000150761
hsa0000214021	rno0000150763
hsa0000214148	rno0000146972
hsa0000214148	rno0000146971
hsa0000214149	rno0000146972
hsa0000214149	rno0000146971
hsa0000214154	rno0000146973
hsa0000214155	rno0000146973
hsa0000214160	rno0000146976
hsa0000214166	rno0000015045
hsa0000214168	rno0000015046
hsa0000214171	rno0000015048
hsa0000214217	rno0000013529
hsa0000214220	rno0000013532
hsa0000214222	rno0000013533
hsa0000214423	rno0000026309
hsa0000214426	rno0000026311
hsa0000214456	rno0000027408
hsa0000214465	rno0000028180
hsa0000214466	rno0000028181
hsa0000214504	rno0000015399
hsa0000214508	rno0000015404
hsa0000214510	rno0000015405
hsa0000214517	rno0000015410
hsa0000214520	rno0000027336
hsa0000214526	rno0000027341
hsa0000214571	rno0000010108
hsa0000214574	rno0000010110
hsa0000214579	rno0000010113
hsa0000214580	rno0000010114
hsa0000214583	rno0000010117
hsa0000214618	rno0000014507
hsa0000214629	rno0000014516
hsa0000214631	rno0000014296
hsa0000214642	rno0000014300
hsa0000214688	rno0000013371
hsa0000214694	rno0000013375
hsa0000214696	rno0000013376
hsa0000214697	rno0000013376
hsa0000214698	rno0000013376
hsa0000214701	rno0000013377
hsa0000214814	rno0000003667
hsa0000214823	rno0000003683
hsa0000214825	rno0000003685
hsa0000214826	rno0000003686
hsa0000214827	rno0000003687
hsa0000214828	rno0000003688
hsa0000214829	rno0000003689
hsa0000214833	rno0000003693
hsa0000214902	rno0000013038
hsa0000214905	rno0000013039
hsa0000214906	rno0000013040
hsa0000214907	rno0000013041
hsa0000214913	rno0000013044
hsa0000214915	rno0000013046
hsa0000214918	rno0000013049
hsa0000214919	rno0000013050
hsa0000214920	rno0000013051
hsa0000214923	rno0000013054
hsa0000214924	rno0000013055
hsa0000215075	rno0000149370
hsa0000215280	rno0000211767
hsa0000215281	rno0000211768
hsa0000215282	rno0000211769
hsa0000215284	rno0000211770
hsa0000215290	rno0000211773
hsa0000215291	rno0000211774
hsa0000215296	rno0000211776
hsa0000215299	rno0000211777
hsa0000215304	rno0000211779
hsa0000215336	rno0000212492
hsa0000215336	rno0000212491
hsa0000215337	rno0000212492
hsa0000215339	rno0000212494
hsa0000215340	rno0000212495
hsa0000215412	rno0000212111
hsa0000215415	rno0000212113
hsa0000215417	rno0000212115
hsa0000215418	rno0000212116
hsa0000215428	rno0000157533
hsa0000215443	rno0000157544
hsa0000215445	rno0000157545
hsa0000215446	rno0000157546
hsa0000215448	rno0000157547
hsa0000215493	rno0000215262
hsa0000215495	rno0000215263
hsa0000215498	rno0000215264
hsa0000215502	rno0000215266
hsa0000215503	rno0000215267
hsa0000215505	rno0000215269
hsa0000215506	rno0000215270
hsa0000215507	rno0000215271
hsa0000215535	rno0000211189
hsa0000215553	rno0000213342
hsa0000215553	rno0000213343
hsa0000215559	rno0000213344
hsa0000215560	rno0000213344
hsa0000215561	rno0000213345
hsa0000215564	rno0000213346
hsa0000215566	rno0000213348
hsa0000215568	rno0000213350
hsa0000215593	rno0000213137
hsa0000215599	rno0000213141
hsa0000215772	rno0000014487
hsa0000215777	rno0000014489
hsa0000215781	rno0000014491
hsa0000215782	rno0000014492
hsa0000215837	rno0000016455
hsa0000215839	rno0000016456
hsa0000215840	rno0000016458
hsa0000215840	rno0000016457
hsa0000215846	rno0000016462
hsa0000215847	rno0000016462
hsa0000215848	rno0000016464
hsa0000215850	rno0000016465
hsa0000215863	rno0000149276
hsa0000215902	rno0000213890
hsa0000215907	rno0000213894
hsa0000215922	rno0000213905
hsa0000215926	rno0000213907
hsa0000216065	rno0000152628
hsa0000216075	rno0000152636
hsa0000216079	rno0000152639
hsa0000216082	rno0000152642
hsa0000216124	rno0000163090
hsa0000216129	rno0000163094
hsa0000216130	rno0000163096
hsa0000216131	rno0000163096
hsa0000216137	rno0000163101
hsa0000216144	rno0000163107
hsa0000216146	rno0000163109
hsa0000216147	rno0000163110
hsa0000216150	rno0000163113
hsa0000216299	rno0000214604
hsa0000216317	rno0000212775
hsa0000216748	rno0000216187
hsa0000216749	rno0000216187
hsa0000216752	rno0000216188
hsa0000216757	rno0000216194
hsa0000216758	rno0000216195
hsa0000216758	rno0000216194
hsa0000216825	rno0000211037
hsa0000216834	rno0000211043
hsa0000216979	rno0000211321
hsa0000216982	rno0000211323
hsa0000217046	rno0000211630
hsa0000217091	rno0000212943
hsa0000217093	rno0000212944
hsa0000217096	rno0000212945
hsa0000217098	rno0000212946
hsa0000217099	rno0000212947
hsa0000217100	rno0000212948
hsa0000217101	rno0000212949
hsa0000217103	rno0000212951
hsa0000217104	rno0000212952
hsa0000217107	rno0000212954
hsa0000217108	rno0000212954
hsa0000217109	rno0000212955
hsa0000217114	rno0000212958
hsa0000217165	rno0000212349
hsa0000217166	rno0000212351
hsa0000217167	rno0000212353
hsa0000217181	rno0000213130
hsa0000217186	rno0000213133
hsa0000217751	rno0000153225
hsa0000217752	rno0000153226
hsa0000217753	rno0000153227
hsa0000217754	rno0000153228
hsa0000217802	rno0000214297
hsa0000217815	rno0000214300
hsa0000217817	rno0000214302
hsa0000218027	rno0000213054
hsa0000218032	rno0000213057
hsa0000218106	rno0000026910
hsa0000218141	rno0000213825
hsa0000218150	rno0000213830
hsa0000218220	rno0000215178
hsa0000218225	rno0000215179
hsa0000218227	rno0000215180
hsa0000218235	rno0000215184
hsa0000218245	rno0000216143
hsa0000218247	rno0000216145
hsa0000218310	rno0000211061
hsa0000218322	rno0000211064
hsa0000218536	rno0000012096
hsa0000218539	rno0000012097
hsa0000218540	rno0000012098
hsa0000218548	rno0000012104
hsa0000218558	rno0000013783
hsa0000218572	rno0000013788
hsa0000218574	rno0000013789
hsa0000218575	rno0000013789
hsa0000218626	rno0000152750
hsa0000218627	rno0000152751
hsa0000218628	rno0000152752
hsa0000218631	rno0000152754
hsa0000218741	rno0000214728
hsa0000218743	rno0000214730
hsa0000218746	rno0000214733
hsa0000218750	rno0000214737
hsa0000219016	rno0000016573
hsa0000219020	rno0000016578
hsa0000219021	rno0000016579
hsa0000219023	rno0000016580
hsa0000219026	rno0000016583
hsa0000219032	rno0000016590
hsa0000219033	rno0000016592
hsa0000219038	rno0000016598
hsa0000219039	rno0000016599
hsa0000219040	rno0000003771
hsa0000219041	rno0000003772
hsa0000219042	rno0000003773
hsa0000219043	rno0000003774
hsa0000219099	rno0000210259
hsa0000219101	rno0000210260
hsa0000219102	rno0000210261
hsa0000219115	rno0000216340
hsa0000219122	rno0000216345
hsa0000219125	rno0000216346
hsa0000219126	rno0000216346
hsa0000219131	rno0000216348
hsa0000219138	rno0000216351
hsa0000219158	rno0000211942
hsa0000219161	rno0000211943
hsa0000219201	rno0000210735
hsa0000219208	rno0000210743
hsa0000219685	rno0000011184
hsa0000219687	rno0000011184
hsa0000219687	rno0000011185
hsa0000219737	rno0000003760
hsa0000219816	rno0000213219
hsa0000219817	rno0000213219
hsa0000219868	rno0000014361
hsa0000219869	rno0000014362
hsa0000219876	rno0000213614
hsa0000219882	rno0000213618
hsa0000219883	rno0000213618
hsa0000219890	rno0000213625
hsa0000219968	rno0000019860
hsa0000220122	rno0000023438
hsa0000220126	rno0000023442
hsa0000220136	rno0000213001
hsa0000220143	rno0000213007
hsa0000220148	rno0000213011
hsa0000220166	rno0000213973
hsa0000220167	rno0000213974
hsa0000220174	rno0000213979
hsa0000220182	rno0000213983
hsa0000220186	rno0000213988
hsa0000220187	rno0000213989
hsa0000220193	rno0000213997
hsa0000220717	rno0000012724
hsa0000220870	rno0000213950
hsa0000220871	rno0000213950
hsa0000220873	rno0000213951
hsa0000220885	rno0000213957
hsa0000220886	rno0000213957
hsa0000220891	rno0000213960
hsa0000220907	rno0000213970
hsa0000220992	rno0000213449
hsa0000221064	rno0000213024
hsa0000221069	rno0000213026
hsa0000221088	rno0000211559
hsa0000221098	rno0000214582
hsa0000221193	rno0000210679
hsa0000221195	rno0000210681
hsa0000221200	rno0000210685
hsa0000221202	rno0000210687
hsa0000221218	rno0000211438
hsa0000221262	rno0000214854
hsa0000221268	rno0000214856
hsa0000221448	rno0000028456
hsa0000221454	rno0000028459
hsa0000221455	rno0000028459
hsa0000221457	rno0000028461
hsa0000221513	rno0000215570
hsa0000221519	rno0000215575
hsa0000221734	rno0000215656
hsa0000222395	rno0000149584
hsa0000222407	rno0000149597
hsa0000222410	rno0000149599
hsa0000222446	rno0000163858
hsa0000222552	rno0000211420
hsa0000222555	rno0000211421
hsa0000222556	rno0000211422
hsa0000222558	rno0000211423
hsa0000222560	rno0000211425
hsa0000222560	rno0000211424
hsa0000222562	rno0000211426
hsa0000222564	rno0000211428
hsa0000222566	rno0000211429
hsa0000222568	rno0000211431
hsa0000222569	rno0000211432
hsa0000222570	rno0000211432
hsa0000222571	rno0000211433
hsa0000222572	rno0000211434
hsa0000222574	rno0000211435
hsa0000222579	rno0000211317
hsa0000222683	rno0000212598
hsa0000222687	rno0000212601
hsa0000222692	rno0000212602
hsa0000222776	rno0000211823
hsa0000222779	rno0000211826
hsa0000222782	rno0000211828
hsa0000223068	rno0000150497
hsa0000223175	rno0000213074
hsa0000223182	rno0000213078
hsa0000223183	rno0000213078
hsa0000223184	rno0000213079
hsa0000223188	rno0000213081
hsa0000223189	rno0000213082
hsa0000223190	rno0000213083
hsa0000223191	rno0000213084
hsa0000223195	rno0000213088
hsa0000223199	rno0000213092
hsa0000223201	rno0000213093
hsa0000223204	rno0000213096
hsa0000223207	rno0000213097
hsa0000223509	rno0000027171
hsa0000223520	rno0000027178
hsa0000223524	rno0000027182
hsa0000223526	rno0000027184
hsa0000223531	rno0000027189
hsa0000223620	rno0000210724
hsa0000223623	rno0000210725
hsa0000223738	rno0000210530
hsa0000223739	rno0000210531
hsa0000223742	rno0000210534
hsa0000223860	rno0000156142
hsa0000223861	rno0000156142
hsa0000223867	rno0000156144
hsa0000223872	rno0000156145
hsa0000223878	rno0000158550
hsa0000223881	rno0000158552
hsa0000223883	rno0000158554
hsa0000223934	rno0000028020
hsa0000223937	rno0000028023
hsa0000223938	rno0000028024
hsa0000223959	rno0000210982
hsa0000223961	rno0000210983
hsa0000223962	rno0000210984
hsa0000224495	rno0000210498
hsa0000224497	rno0000210499
hsa0000224498	rno0000210499
hsa0000224505	rno0000210501
hsa0000224507	rno0000210502
hsa0000224508	rno0000210502
hsa0000224511	rno0000210503
hsa0000224512	rno0000210504
hsa0000224513	rno0000210505
hsa0000224514	rno0000210506
hsa0000224517	rno0000210507
hsa0000224681	rno0000154526
hsa0000224688	rno0000154531
hsa0000224693	rno0000154535
hsa0000224847	rno0000214429
hsa0000224847	rno0000214428
hsa0000224848	rno0000214429
hsa0000224848	rno0000214428
hsa0000224895	rno0000025636
hsa0000224898	rno0000025637
hsa0000224899	rno0000025638
hsa0000224922	rno0000017208
hsa0000224930	rno0000017216
hsa0000224935	rno0000017219
hsa0000224953	rno0000019620
hsa0000224957	rno0000019624
hsa0000224959	rno0000019626
hsa0000225116	rno0000148072
hsa0000225121	rno0000148075
hsa0000225122	rno0000148076
hsa0000225129	rno0000148079
hsa0000225131	rno0000148080
hsa0000225132	rno0000148081
hsa0000225134	rno0000148083
hsa0000225145	rno0000149045
hsa0000225223	rno0000211563
hsa0000225383	rno0000210231
hsa0000225501	rno0000214838
hsa0000225508	rno0000214844
hsa0000225509	rno0000214845
hsa0000225823	rno0000146285
hsa0000225826	rno0000146286
hsa0000225831	rno0000146287
hsa0000225872	rno0000147210
hsa0000225873	rno0000147212
hsa0000225885	rno0000147215
hsa0000225930	rno0000147272
hsa0000225956	rno0000146575
hsa0000226013	rno0000149371
hsa0000226014	rno0000149372
hsa0000226015	rno0000149372
hsa0000226016	rno0000149372
hsa0000226027	rno0000149375
hsa0000226035	rno0000149524
hsa0000226043	rno0000149528
hsa0000226306	rno0000150279
hsa0000226309	rno0000150280
hsa0000226309	rno0000150281
hsa0000226311	rno0000150282
hsa0000226413	rno0000148560
hsa0000226419	rno0000148561
hsa0000226440	rno0000148043
hsa0000226444	rno0000148044
hsa0000226447	rno0000148045
hsa0000226449	rno0000148046
hsa0000226454	rno0000148050
hsa0000226460	rno0000148055
hsa0000226462	rno0000148058
hsa0000226464	rno0000148061
hsa0000226466	rno0000148063
hsa0000226468	rno0000148065
hsa0000226469	rno0000148069
hsa0000226566	rno0000159009
hsa0000226567	rno0000159010
hsa0000226570	rno0000159013
hsa0000226572	rno0000159015
hsa0000226577	rno0000159018
hsa0000226578	rno0000159019
hsa0000226607	rno0000151592
hsa0000226610	rno0000151593
hsa0000226611	rno0000151593
hsa0000226614	rno0000151598
hsa0000226617	rno0000151599
hsa0000226621	rno0000151601
hsa0000226623	rno0000151601
hsa0000226627	rno0000151603
hsa0000226630	rno0000151605
hsa0000226651	rno0000149760
hsa0000226651	rno0000149761
hsa0000226652	rno0000149763
hsa0000226653	rno0000149764
hsa0000226655	rno0000149766
hsa0000226656	rno0000149767
hsa0000226659	rno0000149769
hsa0000226662	rno0000149774
hsa0000226663	rno0000149775
hsa0000226669	rno0000149779
hsa0000226671	rno0000149782
hsa0000226833	rno0000157426
hsa0000226834	rno0000157426
hsa0000226840	rno0000157432
hsa0000226841	rno0000157433
hsa0000226847	rno0000157440
hsa0000226849	rno0000157442
hsa0000226853	rno0000157447
hsa0000226915	rno0000151942
hsa0000226927	rno0000151955
hsa0000226950	rno0000151428
hsa0000226965	rno0000151440
hsa0000226968	rno0000151443
hsa0000226972	rno0000151445
hsa0000226974	rno0000151447
hsa0000226975	rno0000151447
hsa0000226977	rno0000151449
hsa0000226978	rno0000151450
hsa0000226981	rno0000151452
hsa0000226984	rno0000151455
hsa0000226986	rno0000151457
hsa0000226987	rno0000151458
hsa0000227029	rno0000147926
hsa0000227030	rno0000147927
hsa0000227044	rno0000160569
hsa0000227054	rno0000162612
hsa0000227058	rno0000162613
hsa0000227073	rno0000162622
hsa0000227400	rno0000154838
hsa0000227402	rno0000154839
hsa0000227406	rno0000154842
hsa0000227426	rno0000157491
hsa0000227449	rno0000146915
hsa0000227452	rno0000146916
hsa0000227453	rno0000146917
hsa0000227461	rno0000146925
hsa0000227464	rno0000146928
hsa0000227474	rno0000146936
hsa0000227738	rno0000147199
hsa0000227740	rno0000147200
hsa0000227741	rno0000147201
hsa0000227745	rno0000147204
hsa0000227749	rno0000147208
hsa0000227751	rno0000147288
hsa0000227761	rno0000147294
hsa0000227762	rno0000147295
hsa0000227763	rno0000147296
hsa0000227768	rno0000147299
hsa0000227769	rno0000147299
hsa0000227770	rno0000147300
hsa0000227784	rno0000147456
hsa0000227786	rno0000147457
hsa0000227787	rno0000162671
hsa0000227790	rno0000162672
hsa0000227792	rno0000162673
hsa0000227969	rno0000152230
hsa0000227970	rno0000152231
hsa0000227974	rno0000152232
hsa0000228019	rno0000158425
hsa0000228021	rno0000158427
hsa0000228022	rno0000158428
hsa0000228086	rno0000156339
hsa0000228087	rno0000156339
hsa0000228092	rno0000156341
hsa0000228281	rno0000159032
hsa0000228289	rno0000159038
hsa0000228292	rno0000159041
hsa0000228760	rno0000152113
hsa0000228761	rno0000152114
hsa0000228940	rno0000153925
hsa0000228992	rno0000146838
hsa0000228993	rno0000146840
hsa0000228996	rno0000146843
hsa0000229035	rno0000159313
hsa0000229039	rno0000159361
hsa0000229233	rno0000158852
hsa0000229256	rno0000157406
hsa0000229277	rno0000157423
hsa0000229303	rno0000149334
hsa0000229305	rno0000149335
hsa0000229306	rno0000149335
hsa0000229309	rno0000149336
hsa0000229310	rno0000149336
hsa0000229311	rno0000149336
hsa0000229380	rno0000149631
hsa0000229382	rno0000149634
hsa0000229387	rno0000149640
hsa0000229595	rno0000150386
hsa0000229596	rno0000150388
hsa0000229614	rno0000153443
hsa0000229615	rno0000153444
hsa0000229619	rno0000156214
hsa0000229619	rno0000156215
hsa0000229625	rno0000156216
hsa0000229626	rno0000156216
hsa0000229627	rno0000156217
hsa0000229630	rno0000156218
hsa0000229634	rno0000156220
hsa0000229651	rno0000160017
hsa0000229652	rno0000160018
hsa0000229653	rno0000160019
hsa0000229654	rno0000160020
hsa0000229656	rno0000160022
hsa0000229737	rno0000156181
hsa0000229746	rno0000156189
hsa0000229757	rno0000149040
hsa0000229801	rno0000158774
hsa0000229802	rno0000158775
hsa0000229803	rno0000158776
hsa0000229806	rno0000158778
hsa0000229812	rno0000158780
hsa0000229813	rno0000158782
hsa0000229814	rno0000158782
hsa0000229821	rno0000158644
hsa0000229824	rno0000158646
hsa0000229827	rno0000158896
hsa0000229833	rno0000158899
hsa0000229835	rno0000158900
hsa0000229838	rno0000158903
hsa0000229839	rno0000159047
hsa0000229840	rno0000159048
hsa0000229841	rno0000159048
hsa0000229841	rno0000159049
hsa0000229843	rno0000159050
hsa0000229849	rno0000159054
hsa0000229940	rno0000159332
hsa0000229949	rno0000159336
hsa0000229976	rno0000148236
hsa0000229984	rno0000152942
hsa0000229985	rno0000152944
hsa0000229987	rno0000152945
hsa0000229988	rno0000152946
hsa0000229989	rno0000152946
hsa0000230002	rno0000152954
hsa0000230004	rno0000152956
hsa0000230006	rno0000150173
hsa0000230018	rno0000157940
hsa0000230056	rno0000163614
hsa0000230087	rno0000150207
hsa0000230151	rno0000152006
hsa0000230154	rno0000152007
hsa0000230157	rno0000152009
hsa0000230208	rno0000154435
hsa0000230211	rno0000154437
hsa0000230216	rno0000154441
hsa0000230219	rno0000154444
hsa0000230220	rno0000154444
hsa0000230236	rno0000154452
hsa0000230237	rno0000154453
hsa0000230238	rno0000154454
hsa0000230241	rno0000154456
hsa0000230331	rno0000155265
hsa0000230349	rno0000150215
hsa0000230355	rno0000150218
hsa0000230582	rno0000153049
hsa0000230583	rno0000149229
hsa0000230584	rno0000149229
hsa0000230591	rno0000149231
hsa0000230597	rno0000149236
hsa0000230601	rno0000149239
hsa0000230604	rno0000149240
hsa0000230605	rno0000149240
hsa0000230724	rno0000151227
hsa0000230727	rno0000151229
hsa0000230749	rno0000151499
hsa0000230752	rno0000151500
hsa0000230758	rno0000151504
hsa0000230770	rno0000151511
hsa0000230786	rno0000151885
hsa0000230803	rno0000155638
hsa0000230805	rno0000155640
hsa0000230809	rno0000155643
hsa0000230810	rno0000155643
hsa0000230827	rno0000159078
hsa0000231036	rno0000157371
hsa0000231037	rno0000157372
hsa0000231041	rno0000157374
hsa0000231297	rno0000159397
hsa0000231298	rno0000159397
hsa0000231368	rno0000162558
hsa0000231369	rno0000162559
hsa0000231370	rno0000162560
hsa0000231371	rno0000162561
hsa0000231373	rno0000162563
hsa0000231374	rno0000162564
hsa0000231375	rno0000162565
hsa0000231376	rno0000162566
hsa0000231377	rno0000162567
hsa0000231378	rno0000162568
hsa0000231448	rno0000158440
hsa0000231455	rno0000158448
hsa0000231477	rno0000160012
hsa0000231636	rno0000151002
hsa0000231637	rno0000151002
hsa0000231652	rno0000148449
hsa0000231653	rno0000148451
hsa0000231656	rno0000148451
hsa0000231657	rno0000148451
hsa0000231665	rno0000148453
hsa0000231781	rno0000163719
hsa0000231782	rno0000163720
hsa0000231783	rno0000163721
hsa0000231786	rno0000163723
hsa0000231789	rno0000163725
hsa0000231791	rno0000163726
hsa0000231793	rno0000163727
hsa0000231794	rno0000163728
hsa0000231795	rno0000163729
hsa0000231802	rno0000151239
hsa0000231804	rno0000151241
hsa0000231807	rno0000151244
hsa0000231809	rno0000151246
hsa0000231810	rno0000151247
hsa0000231812	rno0000151249
hsa0000231813	rno0000151250
hsa0000231814	rno0000151250
hsa0000231816	rno0000151251
hsa0000231818	rno0000151253
hsa0000231819	rno0000151254
hsa0000231823	rno0000151258
hsa0000231905	rno0000163054
hsa0000231905	rno0000163055
hsa0000231909	rno0000163057
hsa0000231909	rno0000163058
hsa0000231912	rno0000163060
hsa0000232156	rno0000153878
hsa0000232157	rno0000153879
hsa0000232164	rno0000153886
hsa0000232527	rno0000161670
hsa0000232562	rno0000150857
hsa0000232566	rno0000150861
hsa0000232569	rno0000150864
hsa0000232571	rno0000150866
hsa0000232578	rno0000158652
hsa0000232580	rno0000158654
hsa0000232590	rno0000158666
hsa0000232592	rno0000158668
hsa0000232595	rno0000158671
hsa0000232596	rno0000158673
hsa0000232597	rno0000158675
hsa0000232598	rno0000158676
hsa0000232605	rno0000158683
hsa0000232606	rno0000158684
hsa0000232611	rno0000158689
hsa0000232612	rno0000158690
hsa0000232613	rno0000158691
hsa0000232618	rno0000158696
hsa0000232620	rno0000158698
hsa0000232621	rno0000158699
hsa0000232622	rno0000158700
hsa0000232623	rno0000158701
hsa0000232624	rno0000158702
hsa0000232671	rno0000162230
hsa0000232675	rno0000162235
hsa0000232676	rno0000162236
hsa0000232679	rno0000162238
hsa0000232836	rno0000147045
hsa0000232838	rno0000147046
hsa0000232971	rno0000152911
hsa0000232972	rno0000152911
hsa0000233132	rno0000149067
hsa0000233140	rno0000161143
hsa0000233142	rno0000161145
hsa0000233147	rno0000161148
hsa0000233150	rno0000161151
hsa0000233361	rno0000163460
hsa0000233365	rno0000163464
hsa0000233392	rno0000163313
hsa0000233404	rno0000163318
hsa0000233422	rno0000163322
hsa0000233423	rno0000163323
hsa0000233456	rno0000156273
hsa0000233461	rno0000156275
hsa0000233463	rno0000156277
hsa0000233464	rno0000156277
hsa0000233470	rno0000156283
hsa0000233472	rno0000156285
hsa0000233480	rno0000156290
hsa0000233481	rno0000156290
hsa0000233485	rno0000156292
hsa0000233537	rno0000154115
hsa0000233542	rno0000154121
hsa0000233544	rno0000154122
hsa0000233545	rno0000154122
hsa0000233548	rno0000154126
hsa0000233550	rno0000154128
hsa0000233551	rno0000154130
hsa0000233567	rno0000157708
hsa0000233579	rno0000157713
hsa0000233580	rno0000157713
hsa0000233586	rno0000157714
hsa0000233591	rno0000157716
hsa0000233612	rno0000145827
hsa0000233613	rno0000145829
hsa0000233615	rno0000145830
hsa0000233618	rno0000145831
hsa0000233621	rno0000145832
hsa0000233623	rno0000152367
hsa0000233633	rno0000152375
hsa0000233634	rno0000152376
hsa0000233636	rno0000152378
hsa0000233691	rno0000153311
hsa0000233692	rno0000153311
hsa0000233833	rno0000155982
hsa0000233834	rno0000155983
hsa0000233835	rno0000155983
hsa0000233837	rno0000155984
hsa0000233840	rno0000155985
hsa0000233841	rno0000155986
hsa0000233843	rno0000155987
hsa0000234125	rno0000156693
hsa0000234126	rno0000156694
hsa0000234127	rno0000156694
hsa0000234227	rno0000153144
hsa0000234233	rno0000153149
hsa0000234298	rno0000152005
hsa0000234475	rno0000163562
hsa0000234476	rno0000163563
hsa0000234485	rno0000163568
hsa0000234486	rno0000163569
hsa0000234487	rno0000163570
hsa0000234488	rno0000163571
hsa0000234489	rno0000163572
hsa0000234490	rno0000163573
hsa0000234515	rno0000145649
hsa0000234545	rno0000163017
hsa0000234548	rno0000163018
hsa0000234549	rno0000163021
hsa0000234550	rno0000163022
hsa0000234551	rno0000163023
hsa0000234601	rno0000163456
hsa0000234601	rno0000163455
hsa0000234605	rno0000163457
hsa0000234605	rno0000163456
hsa0000234605	rno0000163455
hsa0000234609	rno0000163459
hsa0000234737	rno0000162246
hsa0000234740	rno0000162248
hsa0000234747	rno0000162252
hsa0000234751	rno0000162256
hsa0000234835	rno0000154858
hsa0000234840	rno0000154863
hsa0000234845	rno0000154867
hsa0000234849	rno0000154870
hsa0000234850	rno0000154871
hsa0000234863	rno0000149340
hsa0000234865	rno0000149341
hsa0000234865	rno0000149342
hsa0000234876	rno0000149346
hsa0000234878	rno0000149347
hsa0000234880	rno0000149348
hsa0000234880	rno0000149349
hsa0000234994	rno0000162136
hsa0000234998	rno0000162137
hsa0000234999	rno0000162137
hsa0000235004	rno0000162139
hsa0000235005	rno0000162140
hsa0000235006	rno0000162141
hsa0000235009	rno0000162144
hsa0000235010	rno0000162145
hsa0000235073	rno0000156307
hsa0000235497	rno0000149123
hsa0000235699	rno0000145919
hsa0000235701	rno0000145921
hsa0000235708	rno0000145925
hsa0000235725	rno0000146088
hsa0000235726	rno0000146089
hsa0000235729	rno0000146090
hsa0000235730	rno0000146090
hsa0000235732	rno0000146094
hsa0000235733	rno0000146095
hsa0000235875	rno0000153393
hsa0000235876	rno0000153394
hsa0000235878	rno0000153395
hsa0000235879	rno0000153396
hsa0000235964	rno0000148207
hsa0000235965	rno0000148208
hsa0000236068	rno0000148458
hsa0000236069	rno0000148459
hsa0000236072	rno0000148461
hsa0000236073	rno0000148462
hsa0000236091	rno0000151073
hsa0000236094	rno0000151078
hsa0000236095	rno0000151079
hsa0000236096	rno0000151080
hsa0000236102	rno0000151086
hsa0000236105	rno0000151089
hsa0000236282	rno0000146121
hsa0000236292	rno0000146128
hsa0000236294	rno0000146130
hsa0000236330	rno0000148592
hsa0000236331	rno0000148593
hsa0000236490	rno0000147642
hsa0000236493	rno0000147643
hsa0000236494	rno0000147643
hsa0000236495	rno0000147643
hsa0000236503	rno0000147645
hsa0000236582	rno0000151983
hsa0000236583	rno0000151984
hsa0000236584	rno0000151985
hsa0000236585	rno0000151986
hsa0000236587	rno0000151988
hsa0000236588	rno0000151989
hsa0000236661	rno0000147436
hsa0000236664	rno0000147439
hsa0000236665	rno0000147440
hsa0000236667	rno0000147442
hsa0000236668	rno0000147443
hsa0000236670	rno0000147445
hsa0000236703	rno0000147649
hsa0000236707	rno0000147651
hsa0000236709	rno0000147652
hsa0000236713	rno0000147655
hsa0000236715	rno0000147657
hsa0000236724	rno0000147664
hsa0000237309	rno0000162754
hsa0000237310	rno0000162754
hsa0000237317	rno0000162757
hsa0000237319	rno0000162757
hsa0000237407	rno0000158174
hsa0000237448	rno0000155759
hsa0000237449	rno0000155759
hsa0000237457	rno0000155763
hsa0000237640	rno0000150129
hsa0000237641	rno0000150129
hsa0000237747	rno0000160748
hsa0000237781	rno0000146823
hsa0000238071	rno0000147725
hsa0000238079	rno0000147734
hsa0000238080	rno0000147734
hsa0000238081	rno0000147734
hsa0000238087	rno0000147735
hsa0000238088	rno0000147736
hsa0000238090	rno0000147739
hsa0000238266	rno0000159971
hsa0000238436	rno0000150786
hsa0000238437	rno0000150787
hsa0000238471	rno0000157202
hsa0000238472	rno0000157204
hsa0000238545	rno0000146604
hsa0000238546	rno0000146605
hsa0000238548	rno0000146607
hsa0000238549	rno0000146610
hsa0000238550	rno0000146610
hsa0000238551	rno0000146611
hsa0000238552	rno0000146612
hsa0000238563	rno0000146621
hsa0000238615	rno0000150479
hsa0000238616	rno0000150480
hsa0000238617	rno0000150480
hsa0000238625	rno0000150488
hsa0000238632	rno0000150493
hsa0000238671	rno0000154578
hsa0000238786	rno0000156042
hsa0000238787	rno0000156043
hsa0000238792	rno0000156046
hsa0000238794	rno0000156047
hsa0000238795	rno0000156048
hsa0000238798	rno0000156051
hsa0000238800	rno0000156053
hsa0000238802	rno0000156054
hsa0000238803	rno0000156054
hsa0000238807	rno0000156055
hsa0000238815	rno0000156057
hsa0000238874	rno0000155788
hsa0000238877	rno0000155789
hsa0000238888	rno0000155792
hsa0000239272	rno0000162882
hsa0000239274	rno0000162883
hsa0000239275	rno0000162883
hsa0000239276	rno0000162883
hsa0000239278	rno0000162885
hsa0000239279	rno0000162886
hsa0000239281	rno0000162889
hsa0000239283	rno0000162892
hsa0000239285	rno0000162894
hsa0000239287	rno0000162904
hsa0000239289	rno0000162905
hsa0000239295	rno0000162911
hsa0000239295	rno0000162910
hsa0000239316	rno0000162998
hsa0000239319	rno0000163000
