	BM663_mouse_1_KPC_HOP_DAC	BM667_mouse_2_KPC_HOP_DAC	BM726_mouse_3_KPC_HOP_DAC	BM730_mouse_4_KPC_HOP_PBS	BM731_mouse_5_KPC_HOP_PBS	BM878_mouse_6_KPC_HOP_PBS	BM1101_mouse_7_allograft_DAC	BM1102_mouse_7_allograft_untreated	BM1103_mouse_8_allograft_DAC	BM1104_mouse_8_allograft_untreated	BM1105_mouse_9_allograft_DAC	BM1106_mouse_9_allograft_untreated	BM1107_mouse_10_allograft_DAC	BM1108_mouse_10_allograft_untreated	BM9818_mouse_11_KPC_cutltured_control	BM9819_mouse_11_KPC_cutltured_DAC_5uM	BM9820_mouse_11_KPC_cutltured_DAC_10uM
Zfp961	7.92762	8.83429	11.1925	4.80023	11.1075	8.57866	14.0342	13.5434	16.2326	14.158	13.1983	17.1468	14.5036	12.9515	4.97919	6.59601	6.785
Cyp4f18	28.5365	25.7881	14.3278	19.9529	11.5348	18.8296	7.43941	8.87136	6.82428	6.33541	11.0815	5.90306	7.61282	7.05748	0.0	0.0211737	0.0337433
Olfr372	0.0498567	0.107087	0.0328891	0.0145494	0.013702	0.115052	0.056872	0.0258304	0.0	0.0720303	0.0723525	0.154214	0.129897	0.131463	0.0	0.0	0.0
Olfr373	0.0	0.0644891	0.0	0.0158962	0.0149644	0.094281	0.0	0.0	0.0271668	0.0525359	0.0	0.056255	0.0	0.0118884	0.0	0.0	0.0222733
Olfr374	0.0	0.0243587	0.0	0.0	0.0254674	0.0	0.0	0.0	0.0460938	0.0222836	0.0	0.0	0.0	0.0403287	0.0	0.0	0.0
Tpm4	494.046	296.049	362.151	520.848	338.301	383.524	436.198	322.309	449.871	339.115	437.947	288.975	408.84	343.457	284.196	387.736	387.33
Rab8a	52.067	53.5063	56.8745	42.8601	49.9842	52.4083	69.339	72.9983	68.8002	69.8079	64.899	74.5316	65.1903	74.4189	74.7052	71.089	70.9443
Hsh2d	1.09757	2.97862	3.23892	0.675418	1.77823	2.41699	4.19017	3.96271	4.04301	3.56409	2.56141	5.47336	2.51165	2.54834	1.70065	1.24495	1.06252
Cib3	0.312234	0.329587	0.235253	0.104207	0.293417	0.0515242	0.207666	0.186265	0.494699	0.130473	0.348688	0.513412	0.234205	0.354751	0.104793	0.0680647	0.0363453
Fam32a	55.9604	45.3749	79.5952	48.0147	68.8809	64.1336	65.4563	57.6033	60.6922	56.3815	56.6941	58.2248	55.2122	56.6763	75.3296	75.7004	76.7459
Ap1m1	32.095	24.4803	40.7297	30.47	28.9842	25.7606	36.3505	41.7128	37.9288	45.4898	37.0461	40.4829	37.1775	44.6441	38.8353	39.7884	40.4302
Klf2	23.7827	14.2388	15.3411	41.6839	9.89082	18.0361	19.1644	18.0422	9.23496	15.0147	19.6054	9.79074	15.8156	13.2899	0.857675	1.4781	1.57012
Eps15l1	23.3344	32.2209	25.7901	17.6297	26.8894	29.3785	28.9237	30.4708	28.9606	31.0777	28.0697	31.5176	29.401	31.348	33.3408	31.8809	33.3361
Calr3	0.868658	2.48726	4.95905	2.53341	3.09598	0.642891	2.72317	4.33059	5.35975	3.73426	1.89315	3.58136	2.71836	2.48113	2.45673	2.76113	2.66154
1700030K09Rik	4.47556	5.07649	5.9621	4.19241	6.09873	5.04621	4.72381	5.96481	6.8878	6.06957	5.06744	6.4227	6.39276	6.09163	7.50911	8.03991	7.72241
Cherp	18.9908	23.591	23.9927	19.2753	20.7276	21.6789	21.3876	24.9538	21.0374	25.2335	24.2305	25.5915	24.713	26.3102	33.1013	38.989	43.8466
Slc35e1	17.0604	17.0698	18.5945	18.3711	14.5659	17.2278	17.4053	15.5514	13.1931	17.0798	19.6313	17.9717	17.8224	20.4497	17.697	18.7982	20.3662
Med26	4.0696	4.92751	5.73865	3.95482	5.14478	5.06142	5.22125	5.70047	4.61564	6.52738	5.33891	6.02279	6.70079	6.48718	7.81364	8.99656	9.68582
9130011J15Rik	43.2115	35.8196	46.2399	38.7045	40.9036	37.1324	39.7499	46.046	43.6439	40.7199	40.5324	45.1318	39.5086	42.2858	24.0075	24.1521	24.6344
Tmem38a	3.36719	3.33567	3.8931	6.56458	3.00059	3.11567	8.8366	11.123	6.07027	12.2298	5.52046	7.37203	14.9175	9.43576	7.30928	5.65963	5.84014
Nwd1	0.0221704	0.0261403	0.0512235	0.0387889	0.0305579	0.0191613	0.0340098	0.0626484	0.0463044	0.0526628	0.0212125	0.0730849	0.0400917	0.035689	0.0241831	0.0214859	0.00911389
Sin3b	85.9952	80.4289	102.55	107.533	83.5665	88.3586	119.444	124.854	115.485	94.7397	126.73	116.163	120.158	101.545	80.5636	88.4425	96.5497
F2rl3	6.00316	2.60424	2.15926	11.0687	2.64397	3.3773	1.20473	0.544422	0.561123	0.82005	1.4593	0.364108	0.752845	1.12941	0.146058	0.101881	0.183993
Large	12.2535	13.5464	14.5912	14.8772	16.4523	9.58412	21.0351	27.065	18.0206	28.5529	19.1437	30.3268	19.2126	26.139	24.9752	20.9992	19.9037
Mir28b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Isx	0.0129486	2.39261	0.39307	0.0	3.22229	0.0	0.52536	0.534258	0.166465	0.272358	0.38602	0.224953	0.174623	0.0559717	0.0102397	0.00999973	0.0106226
Hmgxb4	9.8459	8.1657	10.3532	7.72044	10.8093	9.16599	9.35771	9.44007	10.5158	10.1082	9.53628	10.0605	9.65858	9.83366	12.8322	13.3568	12.7033
Tom1	5.36414	5.10838	4.9732	4.83518	4.59825	4.60656	3.78791	4.36219	3.08304	3.91735	4.25578	3.82162	3.94518	3.61833	7.87183	8.93104	9.108
Hmox1	101.413	37.5992	36.2993	110.151	35.757	59.47	42.7081	54.3313	18.8261	30.1066	43.2551	18.1441	25.73	28.2324	61.3598	75.5815	81.9878
Mcm5	17.9763	11.986	23.3902	19.2436	18.5286	15.4784	19.633	21.7726	20.9571	25.29	23.2123	17.9026	21.04	22.6098	11.8835	27.6266	30.7991
Rasd2	0.262079	0.183277	0.167736	0.213092	0.0875085	0.164782	0.436389	0.981179	0.0861301	1.09004	0.0609463	0.0808607	1.11008	0.547391	0.0125802	0.006145	0.0456555
1700007B14Rik	0.0112064	0.0	0.0147914	0.0	0.0	0.0	0.0	0.0115518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm10649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nr3c2	1.05888	2.33825	2.08271	0.430438	0.95495	1.73196	5.49709	6.03958	6.69097	8.27341	4.4061	7.46176	4.65207	6.47594	5.51074	3.86455	3.15517
Arhgap10	7.7566	7.41734	13.1494	18.4522	8.97426	7.89128	17.6143	20.0747	19.3056	20.0988	17.2013	17.7683	19.6464	20.9496	11.7331	12.4121	12.8008
0610038B21Rik	0.151303	0.0887315	0.2687	0.0394874	0.0727605	0.0562692	0.264107	0.223102	0.162051	0.289535	0.206326	0.289341	0.39039	0.226675	0.61198	0.362524	0.45238
Prmt10	10.1342	8.77187	11.3316	7.87858	9.20213	10.0248	11.6446	12.7297	12.6286	11.1526	11.3318	13.8758	12.3182	12.1336	6.7988	7.69198	7.50481
Tmem184c	21.4121	17.5662	23.4196	18.7811	20.4747	18.1627	20.4692	20.3995	25.878	23.1328	19.6945	22.6699	20.5641	21.1603	32.7622	39.2335	37.5881
1700092C02Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ednra	24.3852	9.88184	5.65461	15.9401	6.33679	13.8304	4.36212	4.7482	5.92932	5.71491	4.65428	2.47199	6.80157	5.40907	0.0143432	0.0140144	0.0148699
Ttc29	0.0	0.00965243	0.0485743	0.0	0.0	0.0	0.0	0.0	0.00907716	0.00877553	0.00883056	0.00937556	0.00952987	0.0	0.0	0.00711491	0.0
Pou4f2	0.00688978	0.0144519	0.0909509	0.0482239	0.0151855	0.0158828	0.0	0.0283623	0.0203655	0.00656279	0.0	0.014019	0.0071307	0.00593175	0.0	0.00533316	0.0113191
Rbmxl1	51.1218	48.5175	59.7622	47.1707	65.0598	55.6089	75.3702	76.5233	86.8643	81.4673	83.0916	84.6322	86.2344	83.2966	50.0505	67.491	69.8675
Slc10a7	10.8568	9.77515	12.503	10.9199	11.155	9.31318	14.8372	13.6369	15.092	13.8157	12.8723	12.8582	13.9573	13.7926	12.0744	10.6003	10.6603
Lsm6	6.0517	4.68805	7.37938	5.68977	5.33595	5.59176	6.79079	6.62418	9.05191	6.97362	6.59963	6.45076	7.04748	6.6985	4.4217	6.25399	6.13063
Zfp827	4.09725	5.54722	5.99172	2.66971	6.54185	4.98972	6.12192	7.40691	5.98533	8.1063	5.63624	7.82941	6.92011	8.33913	19.5277	15.3363	14.9388
1700011L22Rik	0.0261113	0.0549507	0.0688972	0.0	0.0286998	0.0301299	0.0894636	0.0812049	0.0260294	0.0	0.0	0.0	0.0272247	0.0	0.0	0.0401265	0.106803
Mmaa	3.65767	4.08359	3.20967	2.4431	3.77683	3.66167	3.72314	3.9406	4.98496	4.35329	4.09034	4.43456	4.80205	4.4778	4.39631	4.06836	3.95515
Gm4890	0.356503	0.571222	0.806406	0.247845	0.554312	0.362095	0.562863	0.682618	0.469738	0.639902	0.512938	0.557253	0.667786	0.463042	0.765876	1.04506	1.02025
Smad1	23.5353	25.4195	25.4635	31.6574	19.2426	22.38	24.0794	22.3113	21.492	22.6114	23.0937	22.6084	21.2526	22.7108	18.8753	18.4916	18.4448
Otud4	19.4998	27.5304	30.4192	14.1494	41.0861	28.2945	30.0753	25.2601	28.5135	29.8902	34.2324	31.2295	34.3532	34.0168	26.2547	34.831	34.9994
Abce1	53.7487	45.561	58.2047	57.5585	62.7262	49.6741	77.2722	64.6475	85.8813	69.8982	81.1729	74.4665	82.0915	66.538	33.0343	55.6335	57.3799
Anapc10	3.48912	2.3119	3.83463	3.85666	3.75091	3.33018	5.50289	4.94004	6.16538	4.72914	5.61912	6.62116	5.46289	4.64878	2.97164	3.69615	3.61122
Hhip	0.0540293	0.174789	0.133362	0.0465787	0.012952	0.056846	0.411293	0.0892973	0.378552	0.107108	0.112357	0.114335	0.094654	0.0625026	0.0689597	0.0601114	0.065672
Gypa	0.937867	0.0	0.0501827	0.26618	0.293075	0.0146132	0.071399	0.222219	0.0250626	0.0363457	0.231542	0.0258984	0.118315	0.0438192	0.0	0.00978862	0.0
Frem3	0.0	0.00679677	0.0	0.0	0.0	0.0	0.0	0.0	0.00637523	0.0	0.00310294	0.0	0.0	0.0	0.0	0.00502659	0.00266544
Smarca5	9.92218	8.97894	12.0956	9.62965	11.6603	9.31491	14.3141	14.05	14.3275	14.2058	15.384	15.7212	15.5899	13.6713	10.43	13.0279	12.3261
Gab1	8.11028	8.17162	5.3496	16.5972	7.55731	8.44789	5.77446	7.42524	5.76484	6.38863	5.71221	7.32643	6.59897	6.60762	8.55624	7.40837	6.98491
Usp38	11.3734	11.8167	13.7167	10.1015	13.1769	12.7388	11.9034	12.935	12.3137	13.1792	13.6551	15.7638	15.435	15.0202	11.2151	12.1462	12.0879
Inpp4b	2.81452	2.49533	3.9115	2.12073	2.40127	2.99335	6.12981	4.26862	6.50967	5.67107	7.4339	6.60352	6.72509	5.48835	0.523808	1.22204	1.37197
Il15	5.46133	4.50988	3.12996	4.06898	3.62105	3.78599	3.1125	4.8544	6.21544	4.67592	3.41632	8.12428	4.85603	3.70961	4.27161	4.58607	4.47833
Zfp330	20.0986	19.7118	24.4912	22.6195	21.6083	19.8841	25.227	26.6053	31.3635	24.1397	25.3852	29.1163	26.6089	22.9622	19.4304	25.6943	23.9879
Rnf150	5.99116	4.26349	3.38834	6.09013	2.74276	4.36374	2.01315	2.21179	2.04833	1.75665	2.66095	1.43145	2.24468	1.95713	1.23886	0.833923	0.820957
Tbc1d9	11.3957	8.37012	2.56994	9.66845	4.06783	9.38916	5.18575	4.00765	3.77115	3.98783	5.7118	3.89573	4.19252	3.88548	0.406479	0.980165	1.02746
Ucp1	2.30933	0.553974	0.244578	0.116436	0.141244	0.0657515	1.41565	0.367785	0.0	0.0682001	1.65984	0.0145818	0.118363	0.0986794	0.0	0.0	0.0
Elmod2	9.12617	8.07793	8.38182	7.84169	7.55808	7.86086	6.84849	6.39524	8.08574	7.30289	8.07289	8.71787	7.48114	6.99228	7.29414	8.51104	7.04524
4933434I20Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clgn	0.119436	0.0208881	0.0394126	0.11612	0.0219278	0.0229483	0.033551	0.0512745	0.0687738	0.0949841	0.0382286	0.121786	0.0412525	0.0686957	0.00787808	0.0230856	0.0
Scoc	26.5365	16.4379	23.1383	34.2291	24.5817	19.0634	32.2893	30.7561	45.2144	32.4762	41.7993	38.2307	42.5985	34.2053	18.307	26.4765	27.0606
Olfr370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0236975	0.0	0.0	0.0	0.0
Ndufb7	106.76	104.782	115.095	94.9865	82.8297	105.647	133.961	140.033	139.634	140.536	123.666	120.65	127.588	147.652	119.389	134.562	147.147
Tecr	55.8005	66.5713	64.7382	44.3261	63.9681	58.7782	59.7112	68.9486	72.3419	64.8597	56.8098	67.8201	63.2385	68.2038	100.76	86.8753	92.1892
Dnajb1	26.5824	30.0392	38.275	29.2832	29.7015	82.3022	34.8593	33.6664	29.0898	28.8979	36.5621	37.9168	36.1833	38.7986	39.3128	44.6748	46.4388
Gipc1	46.3879	50.3477	60.5501	38.5277	48.369	58.7202	50.9853	56.2923	43.4147	56.3128	51.0651	52.5606	52.7216	55.9064	52.1263	50.5998	56.9363
Ptger1	13.8718	13.5647	11.6811	12.6449	10.9638	13.1079	7.57197	11.2926	7.48006	10.4938	8.64062	10.8677	9.73673	11.3593	17.6424	12.9571	13.5144
Pkn1	28.815	28.7496	29.2021	28.3588	25.4652	26.2983	19.4731	24.9685	16.9409	24.1422	22.2114	23.2058	20.3078	24.8482	27.4059	21.6447	22.9681
Ddx39	36.6193	38.6839	63.3074	33.738	49.0652	49.7288	65.1945	65.6178	58.3746	62.7051	68.5262	62.1582	66.6742	67.1192	33.28	54.9724	65.2923
Cd97	71.1173	69.3634	80.9217	51.359	54.8507	61.7423	67.1186	60.8934	63.5602	76.8173	71.1428	63.7113	68.4643	68.0206	38.9853	35.6185	35.7301
Lphn1	8.92389	5.81556	4.12141	8.85705	4.05236	6.74336	5.52307	4.60919	3.57318	5.00904	5.5511	3.69804	5.12868	4.21235	7.0258	7.0875	7.92305
Asf1b	10.3385	5.68356	13.1204	12.8017	8.629	8.05534	15.2421	14.3144	12.0547	14.1601	17.6939	13.7241	14.9762	16.3189	8.91511	20.327	23.095
Prkaca	30.1348	27.297	33.9616	31.9701	31.7734	30.6769	35.6611	37.371	33.1304	41.0517	38.3453	36.2748	40.1295	44.828	62.3249	60.1463	64.0001
Samd1	15.0819	17.0225	20.8249	15.9691	21.0012	19.3101	22.8273	22.522	17.155	23.7971	22.1663	21.7795	26.5185	26.415	35.9963	33.676	34.7261
1700067K01Rik	0.299766	0.218257	0.243395	0.134574	0.304265	0.292634	0.105015	0.119382	0.0688313	0.177471	0.200591	0.189934	0.384222	0.260962	0.163601	0.301556	0.264261
Mir1199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.5755	0.0	0.0	0.0	97.4836	58.1701	0.0	0.0	0.0	0.0
Palm3	0.745508	1.62965	1.00836	0.118114	1.07481	1.30613	2.57727	3.15694	2.41559	3.53948	2.75784	3.21724	3.21437	3.56233	2.74711	4.3847	6.27198
Il27ra	4.07934	4.2728	1.12369	3.51028	2.88807	4.59453	0.639301	1.40601	1.38814	1.70237	1.26023	1.02157	1.63094	1.38125	0.200234	0.208649	0.166107
Rln3	0.350956	0.0744257	0.0924792	0.246208	0.0767028	0.0812085	0.0838912	0.518117	0.14382	0.208639	0.0694965	0.224699	0.0744596	0.18948	0.0	0.0	0.0
Rfx1	6.66296	8.08366	7.2207	4.75006	6.6406	8.02307	4.37269	4.82339	3.99793	4.99555	5.12438	4.80266	4.56912	5.19436	9.10839	8.46498	9.19982
Mir709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dcaf15	10.1275	12.9975	13.5748	10.9128	10.4227	10.6402	12.4013	13.7338	10.8855	12.9975	12.3226	12.2162	12.4417	10.8827	13.5677	17.4055	19.7851
Podnl1	1.50545	0.703555	0.957274	2.25647	0.62936	1.07686	0.432608	0.577648	0.781487	0.608621	0.781264	0.403684	0.69484	0.464874	0.0956458	0.152866	0.243502
Cc2d1a	10.6826	12.1176	14.2233	9.47965	10.6173	12.8889	14.379	15.5815	12.3169	15.5852	14.8399	16.6286	15.2128	16.4481	24.8011	25.5122	26.8269
4930432K21Rik	0.451441	0.495864	0.787654	0.976752	0.923546	0.261664	1.22341	1.19451	1.41765	1.38394	0.965957	1.10898	1.12621	1.16285	4.06782	4.06971	4.32266
Nanos3	0.340439	0.957177	0.748293	0.1767	0.456607	0.436773	0.830693	0.945308	0.607671	0.514164	0.221012	0.590688	0.277329	0.399226	0.0296843	0.0289351	0.154333
Mir181d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir181c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir23a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir27a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir24-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	571.716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir3074-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zswim4	11.6446	14.9063	14.8336	13.4246	9.9065	16.5667	12.9541	13.0558	10.2675	12.7878	12.0625	11.8487	12.3674	13.8233	20.4577	21.7093	23.1911
D8Ertd738e	140.853	130.225	142.138	159.534	120.313	126.654	148.846	150.223	177.43	149.476	155.651	154.739	164.944	153.47	163.097	155.217	173.325
Mri1	8.35607	12.7905	15.3544	6.21073	12.5095	10.4975	14.7727	21.1685	13.9065	18.2736	14.423	17.7162	15.8814	18.9525	7.86591	7.51356	7.73759
Ccdc130	4.84162	6.01764	5.06936	4.77294	4.55377	5.25577	6.14894	5.57336	6.95264	6.15723	5.48043	6.32797	6.81175	5.99257	6.54601	7.25974	7.52321
Cacna1a	1.2782	2.26319	1.62345	1.93797	1.8584	0.840056	4.34973	4.52451	4.64584	4.79353	3.68534	4.51641	4.07052	3.59043	1.06576	1.01636	0.977995
Ier2	44.0797	52.4066	46.8875	38.6822	46.3803	61.3761	49.7733	57.2643	32.9412	48.1371	51.0842	53.7138	50.6003	53.3385	30.1491	35.8305	42.1204
Nacc1	28.8393	32.5054	40.3534	32.4959	34.0406	37.6523	37.2015	37.9567	28.8362	39.9982	36.6666	35.4289	37.488	44.3135	48.029	48.5837	53.7933
Trmt1	19.2776	28.7289	38.3718	25.7505	28.4647	32.1805	44.4281	55.5875	44.3499	52.4968	44.8212	54.5744	51.5674	57.0651	29.1822	29.2959	30.237
Lyl1	11.8553	8.38171	3.71636	8.43887	4.42385	10.2447	2.49596	3.54631	2.30477	3.06539	4.02442	2.11852	3.95388	3.19482	0.16293	0.0298337	0.0845112
Nfix	21.3755	13.2415	20.8328	23.2398	18.4112	16.2171	21.8562	28.7478	26.7127	33.9844	22.0137	31.841	28.8532	33.1142	15.9215	12.9666	13.4155
Dand5	3.13319	3.79681	4.0554	2.79488	3.00766	3.42998	3.44289	3.96279	3.17111	4.06239	3.50506	3.73102	3.81948	4.21259	3.43287	3.08939	3.22028
Gadd45gip1	15.4816	17.37	22.1146	16.3695	18.9723	20.6407	26.9616	33.3657	27.638	34.0142	28.0291	34.1185	31.3203	35.9193	31.0854	30.9364	31.9099
Rad23a	21.5662	20.2419	26.6671	18.2478	23.4456	22.4976	22.9068	27.0206	21.1938	27.9798	26.0897	24.4384	26.9086	30.658	29.1722	33.978	38.0728
Calr	567.646	529.371	448.901	583.179	462.009	538.455	504.649	452.144	484.629	481.771	515.059	441.076	531.516	573.299	572.746	576.005	562.564
Farsa	25.5829	26.2506	33.0443	29.2296	29.3603	30.1104	27.7354	30.4201	26.2899	28.2101	32.0842	30.6262	33.6198	31.7301	32.8267	38.5826	41.5326
Syce2	10.2517	7.17212	15.9861	15.2444	17.2409	9.41395	13.2489	10.2563	14.1932	9.97809	11.6161	11.0529	9.76559	8.47211	35.7402	40.0018	39.2981
Gcdh	13.1923	14.3435	15.905	9.13705	13.6879	11.7834	18.2987	20.9132	21.1609	20.428	18.2671	20.9123	21.0351	21.3465	16.2429	15.1294	14.3518
Klf1	0.246574	0.275167	0.264398	0.0359661	0.254452	0.248805	0.295993	0.318222	0.137365	0.103295	0.326446	0.299773	0.368045	0.186838	0.511457	0.749071	0.694976
Dnase2a	28.9862	20.4673	15.0675	21.5276	12.1866	16.8329	12.0735	12.5722	8.68256	9.44993	13.8644	6.78522	10.3244	8.27009	7.75787	5.43562	6.50473
Mast1	0.876936	1.04869	0.442144	0.431779	0.612108	1.22395	0.310233	0.326226	0.225443	0.352061	0.561228	0.335635	0.419196	0.280278	0.758209	0.635073	0.670029
Rtbdn	0.0362422	0.0253628	0.0956701	0.0281909	0.0665194	0.0975016	0.0680171	0.0622859	0.0835837	0.11544	0.162577	0.0740266	0.125281	0.114816	0.0	0.0653285	0.0495625
Rnaseh2a	7.87403	9.53783	14.1037	5.80225	9.60985	9.43107	14.6679	17.4919	16.5418	17.4935	15.7482	16.4842	15.3387	17.0446	10.3717	13.1826	14.2508
Prdx2	191.848	186.652	210.774	154.533	207.105	182.067	229.915	259.512	266.324	234.102	254.964	242.601	266.527	264.795	282.502	296.476	294.304
Junb	107.879	124.922	117.141	85.832	116.163	152.426	122.967	109.277	61.2677	91.7829	119.769	106.515	117.516	115.357	387.131	479.786	519.719
Hook2	13.1172	33.0173	26.5199	6.76703	27.7366	29.3205	22.4635	25.0176	16.7008	22.3698	19.2235	29.0857	19.8048	22.8242	42.078	35.222	36.1905
Best2	0.0116624	0.0122414	0.125715	0.0	0.0513769	0.0537859	0.0131269	0.0	0.0	0.0111414	0.0112082	0.0535826	0.0120923	0.0	0.0576661	0.198699	0.249233
Asna1	70.2107	64.5333	76.4984	81.4116	63.6705	66.0019	93.6987	88.7788	88.6557	81.9978	97.687	85.3679	93.6744	82.0045	78.8085	91.3632	103.212
2310036O22Rik	78.0082	83.9598	103.909	68.259	77.1769	89.6755	89.4659	100.243	88.5674	97.3437	91.415	90.4032	99.603	102.256	125.295	127.533	131.694
Tnpo2	26.3901	34.125	38.8034	24.5934	37.5727	41.0168	38.7013	40.1193	34.0429	42.2479	44.8692	45.2062	45.4138	48.1632	42.6613	46.0562	49.7008
Fbxw9	18.9986	15.5718	26.3683	8.48495	14.107	17.1749	13.3005	18.7436	13.9035	16.4351	12.2812	17.8271	14.3559	15.3167	27.6279	22.1212	22.0893
Gm5741	0.136949	0.883509	0.180309	0.0	0.745205	1.11713	0.0	0.0	0.0	0.283229	0.140666	0.308487	0.149618	0.258979	0.419378	0.304743	0.220033
Dhps	14.4239	13.9874	23.334	16.0242	17.4803	16.2075	17.8775	19.8691	16.9866	18.8873	19.3701	19.7794	19.68	21.1586	18.5691	19.0864	21.2189
Wdr83	12.8003	12.5867	17.8665	8.66507	12.4025	12.7534	12.6847	15.531	15.0967	15.2609	12.4986	14.5585	15.5332	15.6952	14.8045	14.6716	14.4909
BC056474	14.1862	12.8073	16.6819	11.1392	14.9033	13.3282	17.0382	23.346	21.6366	18.7021	18.1668	21.5634	19.5762	20.5451	9.49075	7.00364	10.2304
Man2b1	73.7085	61.4854	44.8896	64.1355	35.5335	60.1053	36.0455	45.0334	34.8907	41.213	47.3514	36.9228	38.2971	39.0602	28.4847	27.9152	29.0252
Zfp791	1.30028	1.66983	1.85722	0.464155	1.85999	1.45426	4.45839	3.49894	4.73112	3.62025	3.53095	4.056	3.56907	3.6411	2.36583	2.26593	2.26236
Gm6531	0.00941941	0.0	0.0497338	0.0659355	0.0415076	0.0325761	0.0	0.0291096	0.0464756	0.0359451	0.126593	0.0480048	0.0780659	0.0568656	0.0521988	0.0728417	0.0695993
Olfr371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0264783	0.0	0.0	0.0286334	0.0	0.0	0.0	0.0
Vps35	98.8892	79.3879	118.637	106.109	106.359	83.8317	172.686	157.524	183.894	157.215	175.87	205.408	171.279	138.709	100.938	115.021	107.104
Orc6	16.4057	16.0923	28.0511	24.5622	22.3977	16.7887	39.8856	38.7115	49.5885	40.2793	45.9538	51.9755	46.0604	38.8109	20.4744	38.0994	38.7506
Mylk3	0.354171	0.204689	0.171746	0.0758875	0.167267	0.216616	0.356386	0.513332	0.334789	0.358091	0.339623	0.544302	0.344158	0.38591	0.452354	0.341248	0.433395
4921524J17Rik	11.7513	8.54035	10.1635	9.33117	10.7612	9.69025	15.3225	13.3499	19.7387	14.3597	16.6908	17.3351	17.9401	14.0991	11.0042	12.7435	12.6114
Gpt2	5.66945	9.56248	16.6278	22.7443	9.82562	5.69567	8.14663	14.724	15.0158	19.3553	9.99375	23.8983	13.316	16.881	26.8361	22.2918	23.3874
Dnaja2	62.2006	59.6815	75.6613	66.6339	70.5172	68.6531	92.2885	87.9208	88.5947	91.7316	90.4346	92.7945	86.0303	85.1615	62.7418	81.5945	81.5592
Neto2	2.07988	2.44073	4.20969	7.89355	2.73145	3.15478	9.00956	8.49318	9.58588	10.332	9.58567	9.53955	6.96012	6.92438	1.49176	3.20895	3.41821
Itfg1	40.9588	29.0668	43.0762	36.1876	36.6558	34.4107	41.2783	41.4097	46.724	44.2858	40.2456	52.9594	40.0245	39.4565	32.932	32.9279	31.4133
Phkb	8.88358	7.14441	10.9507	6.22953	10.5862	7.82568	9.97742	11.763	12.7577	13.1487	9.03043	13.0003	11.2222	12.0674	13.4925	12.1203	11.0163
Abcc12	0.0192985	0.0101165	0.0254773	0.0056278	0.0212737	0.0222415	0.0431486	0.024807	0.0332345	0.0275392	0.0184837	0.0245052	0.024947	0.0456271	0.0382492	0.0897018	0.150666
Lonp2	27.7519	24.8582	30.4397	16.4815	27.5748	20.2616	31.9904	32.6093	36.3717	33.8532	28.5365	35.2636	32.9237	29.7017	36.9084	34.0992	34.3045
Siah1a	13.136	12.1578	15.1476	15.587	14.298	14.5121	16.437	17.4993	14.606	14.541	13.0248	16.0832	12.9954	12.1374	7.63917	8.70354	9.00484
Gm10638	0.388869	0.464533	0.467232	0.515604	0.291463	0.448591	0.439861	0.365196	0.367727	0.389477	0.391527	0.217439	0.293495	0.39812	0.196398	0.384637	0.390638
N4bp1	16.7501	16.3863	13.2792	12.3613	15.1375	16.9054	16.7623	16.5878	14.8184	17.4407	17.1132	18.513	17.0442	18.9945	23.1953	21.0342	20.3418
Gm10637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
