hsa	rno	isohsa	isorno	exoniden
ENSG00000162931	ENSRNOG00000022983	ENST00000366697	ENSRNOT00000003885	hsa0000007352-rno0000153673|0.82;hsa0000007354-rno0000153674|0.76;hsa0000007356-rno0000153675|0.74;hsa0000007357-rno0000153676|0.74;hsa0000007358-rno0000153677|0.71;hsa0000007360-rno0000153678|0.81
ENSG00000162931	ENSRNOG00000022983	ENST00000295033	ENSRNOT00000003885	hsa0000007352-rno0000153673|0.82;hsa0000007354-rno0000153674|0.76;hsa0000007356-rno0000153675|0.74;hsa0000007357-rno0000153676|0.74;hsa0000007358-rno0000153677|0.71;hsa0000007360-rno0000153678|0.81
ENSG00000162949	ENSRNOG00000032375	ENST00000295055	ENSRNOT00000047853	hsa0000027882-rno0000099383|0.75;hsa0000027883-rno0000099384|0.78;hsa0000027884-rno0000099385|0.84;hsa0000027886-rno0000099386|0.8;hsa0000027887-rno0000099387|0.78;hsa0000027888-rno0000099388|0.79;hsa0000027889-rno0000099389|0.8;hsa0000027890-rno0000099390|0.76;hsa0000027891-rno0000099391|0.73;hsa0000027892-rno0000099392|0.65;hsa0000027893-rno0000099394|0.69;hsa0000027895-rno0000099395|0.7;hsa0000027897-rno0000099396|0.65;hsa0000027898-rno0000099397|0.74;hsa0000027899-rno0000099398|0.86;hsa0000027900-rno0000099399|0.76;hsa0000027902-rno0000099400|0.78;hsa0000027903-rno0000099401|0.8;hsa0000027904-rno0000099402|0.78;hsa0000027905-rno0000099404|0.88;hsa0000027906-rno0000099405|0.85
ENSG00000162951	ENSRNOG00000006093	ENST00000417012	ENSRNOT00000007993	hsa0000035025-rno0000047649|0.92
ENSG00000162951	ENSRNOG00000006093	ENST00000433224	ENSRNOT00000007993	hsa0000035025-rno0000047649|0.92
ENSG00000162951	ENSRNOG00000006093	ENST00000295057	ENSRNOT00000007993	hsa0000035025-rno0000047649|0.92
ENSG00000162951	ENSRNOG00000006093	ENST00000409148	ENSRNOT00000007993	hsa0000035025-rno0000047649|0.92
ENSG00000162972	ENSRNOG00000015983	ENST00000295079	ENSRNOT00000021533	hsa0000040297-rno0000138105|0.74;hsa0000040299-rno0000138106|0.96;hsa0000040300-rno0000138107|0.85;hsa0000040301-rno0000138108|0.87;hsa0000040302-rno0000138110|0.91
ENSG00000162972	ENSRNOG00000015983	ENST00000392290	ENSRNOT00000021533	hsa0000040297-rno0000138105|0.74;hsa0000040299-rno0000138106|0.96;hsa0000040300-rno0000138107|0.85;hsa0000040301-rno0000138108|0.87;hsa0000040302-rno0000138110|0.91
ENSG00000162975	ENSRNOG00000024310	ENST00000295082	ENSRNOT00000033327	hsa0000031038-rno0000098791|0.87
ENSG00000162980	ENSRNOG00000006839	ENST00000295087	ENSRNOT00000009181	hsa0000034455-rno0000067324|0.91;hsa0000034456-rno0000067325|0.9;hsa0000034457-rno0000067326|0.95;hsa0000034459-rno0000067327|0.89;hsa0000034461-rno0000067328|0.94;hsa0000034462-rno0000067329|0.9
ENSG00000162989	ENSRNOG00000005369	ENST00000295101	ENSRNOT00000116585	hsa0000029404-rno0000069101|0.93;hsa0000029406-rno0000069102|0.95;hsa0000029408-rno0000069104|0.93
ENSG00000162989	ENSRNOG00000005369	ENST00000544049	ENSRNOT00000007335	hsa0000029404-rno0000069101|0.93;hsa0000029407-rno0000069103|1.0
ENSG00000162992	ENSRNOG00000005609	ENST00000295108	ENSRNOT00000007662	hsa0000037183-rno0000073885|0.9
ENSG00000162992	ENSRNOG00000005609	ENST00000684079	ENSRNOT00000007662	hsa0000037183-rno0000073885|0.9
ENSG00000162992	ENSRNOG00000005609	ENST00000683430	ENSRNOT00000007662	hsa0000037183-rno0000073885|0.9
ENSG00000162994	ENSRNOG00000004456	ENST00000401408	ENSRNOT00000006085	hsa0000032713-rno0000178013|0.84;hsa0000032715-rno0000178014|0.89;hsa0000032716-rno0000178015|0.72;hsa0000032718-rno0000178016|0.77;hsa0000032720-rno0000178017|0.73;hsa0000032721-rno0000178018|0.77;hsa0000032723-rno0000178019|0.89;hsa0000032725-rno0000178020|0.79;hsa0000032726-rno0000178021|0.8;hsa0000032727-rno0000178022|0.8;hsa0000032728-rno0000178023|0.81
ENSG00000162994	ENSRNOG00000004456	ENST00000407122	ENSRNOT00000006085	hsa0000032713-rno0000178013|0.84;hsa0000032715-rno0000178014|0.89;hsa0000032716-rno0000178015|0.72;hsa0000032718-rno0000178016|0.77;hsa0000032720-rno0000178017|0.73;hsa0000032721-rno0000178018|0.77;hsa0000032723-rno0000178019|0.89;hsa0000032725-rno0000178020|0.79;hsa0000032726-rno0000178021|0.8;hsa0000032727-rno0000178022|0.8;hsa0000032728-rno0000178023|0.81
ENSG00000163001	ENSRNOG00000003901	ENST00000349456	ENSRNOT00000005306	hsa0000033310-rno0000178323|0.87;hsa0000033312-rno0000178325|0.89;hsa0000033313-rno0000178326|0.93;hsa0000033314-rno0000178327|0.95;hsa0000033315-rno0000178328|0.84;hsa0000033316-rno0000178329|0.87;hsa0000033318-rno0000178330|0.75;hsa0000033320-rno0000178331|0.84;hsa0000033322-rno0000178332|0.85;hsa0000033323-rno0000178333|0.96
ENSG00000163017	ENSRNOG00000029401	ENST00000345517	ENSRNOT00000042699	hsa0000035919-rno0000051722|0.9;hsa0000035921-rno0000051723|0.94;hsa0000035924-rno0000051724|0.92;hsa0000035926-rno0000051725|0.92;hsa0000035927-rno0000051726|0.92;hsa0000035928-rno0000051727|0.93;hsa0000035929-rno0000051728|0.95;hsa0000035930-rno0000051729|0.91
ENSG00000163017	ENSRNOG00000029401	ENST00000409624	ENSRNOT00000042699	hsa0000035919-rno0000051722|0.9;hsa0000035921-rno0000051723|0.94;hsa0000035924-rno0000051724|0.92;hsa0000035926-rno0000051725|0.92;hsa0000035927-rno0000051726|0.92;hsa0000035928-rno0000051727|0.93;hsa0000035929-rno0000051728|0.95;hsa0000035930-rno0000051729|0.91
ENSG00000163032	ENSRNOG00000005345	ENST00000404666	ENSRNOT00000007609	hsa0000027781-rno0000103755|0.91;hsa0000027784-rno0000103756|0.91;hsa0000027785-rno0000103757|0.95
ENSG00000163032	ENSRNOG00000005345	ENST00000295156	ENSRNOT00000007609	hsa0000027781-rno0000103755|0.91;hsa0000027784-rno0000103756|0.91;hsa0000027785-rno0000103757|0.95
ENSG00000163032	ENSRNOG00000005345	ENST00000406397	ENSRNOT00000007609	hsa0000027781-rno0000103755|0.91;hsa0000027784-rno0000103756|0.91;hsa0000027785-rno0000103757|0.95
ENSG00000163050	ENSRNOG00000043201	ENST00000366777	ENSRNOT00000030135	hsa0000007707-rno0000166271|0.86;hsa0000007709-rno0000166272|0.78;hsa0000007710-rno0000166273|0.84;hsa0000007711-rno0000166274|0.8;hsa0000007712-rno0000166275|0.85;hsa0000007713-rno0000166276|0.91;hsa0000007714-rno0000166277|0.87;hsa0000007715-rno0000166278|0.93;hsa0000007716-rno0000166279|0.87;hsa0000007717-rno0000166280|0.89;hsa0000007718-rno0000166281|0.9;hsa0000007719-rno0000166282|0.88;hsa0000007720-rno0000166283|0.84;hsa0000007721-rno0000166284|0.85
ENSG00000163060	ENSRNOG00000018792	ENST00000295201	ENSRNOT00000025434	hsa0000043206-rno0000154065|0.73;hsa0000043207-rno0000154066|0.77;hsa0000043208-rno0000154067|0.77;hsa0000043209-rno0000154068|0.75;hsa0000043210-rno0000154069|0.78;hsa0000043211-rno0000154070|0.82
ENSG00000163071	ENSRNOG00000002120	ENST00000505320	ENSRNOT00000099027	hsa0000072477-rno0000172585|0.68;hsa0000072478-rno0000172587|0.85;hsa0000072479-rno0000172589|0.7;hsa0000072480-rno0000172591|0.6;hsa0000072482-rno0000172592|0.84;hsa0000072483-rno0000172593|0.68;hsa0000072484-rno0000172594|0.65;hsa0000072485-rno0000172595|0.81;hsa0000072486-rno0000172596|0.85;hsa0000072488-rno0000172598|0.93;hsa0000072489-rno0000172599|0.68
ENSG00000163072	ENSRNOG00000006611	ENST00000317647	ENSRNOT00000067161	hsa0000033069-rno0000068747|0.93;hsa0000033070-rno0000068749|0.91;hsa0000033073-rno0000068750|0.85;hsa0000033074-rno0000068751|0.83;hsa0000033076-rno0000068752|0.84;hsa0000033077-rno0000068753|0.87;hsa0000033078-rno0000068754|0.87;hsa0000033079-rno0000068755|0.85;hsa0000033081-rno0000068756|0.95;hsa0000033082-rno0000068757|0.83;hsa0000033083-rno0000068758|0.84;hsa0000033086-rno0000068759|0.76;hsa0000033087-rno0000068760|0.79;hsa0000033088-rno0000068761|0.77;hsa0000033089-rno0000068762|0.76;hsa0000033090-rno0000068763|0.77
ENSG00000163083	ENSRNOG00000060237	ENST00000295228	ENSRNOT00000086350	hsa0000029755-rno0000165151|0.9;hsa0000029756-rno0000165152|0.9
ENSG00000163106	ENSRNOG00000006583	ENST00000295256	ENSRNOT00000008826	hsa0000071890-rno0000047029|0.91;hsa0000071891-rno0000047030|0.9;hsa0000071892-rno0000047031|0.8;hsa0000071893-rno0000047032|0.77;hsa0000071894-rno0000047033|0.8
ENSG00000163154	ENSRNOG00000021100	ENST00000368910	ENSRNOT00000028642	hsa0000002323-rno0000033285|0.87
ENSG00000163154	ENSRNOG00000021100	ENST00000368910	ENSRNOT00000116833	hsa0000002323-rno0000033285|0.87
ENSG00000163161	ENSRNOG00000013180	ENST00000285398	ENSRNOT00000018422	hsa0000043960-rno0000206913|0.89;hsa0000043962-rno0000206914|0.84;hsa0000043964-rno0000206915|0.9;hsa0000043970-rno0000206916|0.92;hsa0000043972-rno0000206917|0.82;hsa0000043974-rno0000206918|0.83;hsa0000043976-rno0000206919|0.87;hsa0000043977-rno0000206920|0.9;hsa0000043981-rno0000206921|0.9;hsa0000043983-rno0000206922|0.92;hsa0000043984-rno0000206923|0.87;hsa0000043986-rno0000206924|0.86;hsa0000043987-rno0000206925|0.9;hsa0000043988-rno0000206926|0.83;hsa0000043989-rno0000206927|0.83
ENSG00000163217	ENSRNOG00000009316	ENST00000295379	ENSRNOT00000012365	hsa0000034975-rno0000051228|0.81;hsa0000034976-rno0000051229|0.83
ENSG00000163273	ENSRNOG00000018854	ENST00000409852	ENSRNOT00000025582	hsa0000031768-rno0000141552|0.89;hsa0000031769-rno0000141553|0.9
ENSG00000163273	ENSRNOG00000018854	ENST00000295440	ENSRNOT00000025582	hsa0000031768-rno0000141552|0.89;hsa0000031769-rno0000141553|0.9
ENSG00000163285	ENSRNOG00000002360	ENST00000295452	ENSRNOT00000003240	hsa0000066524-rno0000174169|0.83;hsa0000066525-rno0000174170|0.89;hsa0000066526-rno0000174172|0.93;hsa0000066527-rno0000174173|0.86;hsa0000066528-rno0000174174|0.93;hsa0000066529-rno0000174175|0.9;hsa0000066530-rno0000174176|0.89;hsa0000066531-rno0000174177|0.85;hsa0000066532-rno0000174178|0.84
ENSG00000163288	ENSRNOG00000002327	ENST00000295454	ENSRNOT00000003170	hsa0000065565-rno0000175013|0.94;hsa0000065566-rno0000175014|0.95;hsa0000065568-rno0000175015|0.94;hsa0000065571-rno0000175016|0.91;hsa0000065572-rno0000175017|0.88;hsa0000065573-rno0000175018|0.91;hsa0000065574-rno0000175019|0.94;hsa0000065575-rno0000175020|0.91;hsa0000065576-rno0000175021|0.89
ENSG00000163347	ENSRNOG00000001926	ENST00000295522	ENSRNOT00000002640	hsa0000052375-rno0000196962|0.89;hsa0000052376-rno0000196963|0.82;hsa0000052377-rno0000196964|0.91;hsa0000052378-rno0000196965|0.9
ENSG00000163352	ENSRNOG00000049513	ENST00000368427	ENSRNOT00000074920	hsa0000015491-rno0000042814|0.84
ENSG00000163352	ENSRNOG00000049513	ENST00000392487	ENSRNOT00000074920	hsa0000015491-rno0000042814|0.84
ENSG00000163382	ENSRNOG00000019201	ENST00000681734	ENSRNOT00000025986	hsa0000008984-rno0000030279|0.72;hsa0000008985-rno0000030280|0.91;hsa0000008986-rno0000030281|0.88;hsa0000008987-rno0000030282|0.89;hsa0000008988-rno0000030283|0.89;hsa0000008993-rno0000030284|0.62
ENSG00000163382	ENSRNOG00000019201	ENST00000680269	ENSRNOT00000025986	hsa0000008984-rno0000030279|0.72;hsa0000008985-rno0000030280|0.91;hsa0000008986-rno0000030281|0.88;hsa0000008987-rno0000030282|0.89;hsa0000008988-rno0000030283|0.89;hsa0000008992-rno0000030284|0.84
ENSG00000163382	ENSRNOG00000019201	ENST00000681054	ENSRNOT00000025986	hsa0000008984-rno0000030279|0.72;hsa0000008985-rno0000030280|0.91;hsa0000008986-rno0000030281|0.88;hsa0000008987-rno0000030282|0.89;hsa0000008988-rno0000030283|0.89;hsa0000008992-rno0000030284|0.84
ENSG00000163382	ENSRNOG00000019201	ENST00000681523	ENSRNOT00000025986	hsa0000008984-rno0000030279|0.72;hsa0000008985-rno0000030280|0.91;hsa0000008986-rno0000030281|0.88;hsa0000008987-rno0000030282|0.89;hsa0000008988-rno0000030283|0.89;hsa0000008992-rno0000030284|0.84
ENSG00000163382	ENSRNOG00000019201	ENST00000680004	ENSRNOT00000025986	hsa0000008984-rno0000030279|0.72;hsa0000008985-rno0000030280|0.91;hsa0000008986-rno0000030281|0.88;hsa0000008987-rno0000030282|0.89;hsa0000008988-rno0000030283|0.89;hsa0000008992-rno0000030284|0.84
ENSG00000163382	ENSRNOG00000019201	ENST00000679702	ENSRNOT00000025986	hsa0000008984-rno0000030279|0.72;hsa0000008985-rno0000030280|0.91;hsa0000008986-rno0000030281|0.88;hsa0000008987-rno0000030282|0.89;hsa0000008988-rno0000030283|0.89;hsa0000008992-rno0000030284|0.84
ENSG00000163382	ENSRNOG00000019201	ENST00000368235	ENSRNOT00000025986	hsa0000008984-rno0000030279|0.72;hsa0000008985-rno0000030280|0.91;hsa0000008986-rno0000030281|0.88;hsa0000008987-rno0000030282|0.89;hsa0000008988-rno0000030283|0.89;hsa0000008992-rno0000030284|0.84
ENSG00000163399	ENSRNOG00000030019	ENST00000295598	ENSRNOT00000040430	hsa0000004307-rno0000038939|1.0;hsa0000004309-rno0000038941|0.83;hsa0000004311-rno0000038943|0.87;hsa0000004312-rno0000038944|0.85;hsa0000004314-rno0000038945|0.87;hsa0000004316-rno0000038946|0.88;hsa0000004317-rno0000038947|0.92;hsa0000004318-rno0000038948|0.9;hsa0000004319-rno0000038949|0.91;hsa0000004320-rno0000038950|0.9;hsa0000004321-rno0000038951|0.84;hsa0000004322-rno0000038952|0.87;hsa0000004323-rno0000038953|0.84;hsa0000004324-rno0000038954|0.92;hsa0000004325-rno0000038955|0.87;hsa0000004326-rno0000038956|0.91;hsa0000004327-rno0000038957|0.92;hsa0000004328-rno0000038958|0.91;hsa0000004330-rno0000038959|0.91;hsa0000004331-rno0000038960|0.92;hsa0000004332-rno0000038961|0.92;hsa0000004333-rno0000038962|0.91;hsa0000004334-rno0000038963|0.97
ENSG00000163421	ENSRNOG00000010898	ENST00000353065	ENSRNOT00000015075	hsa0000049945-rno0000054388|0.78;hsa0000049946-rno0000054389|0.9;hsa0000049948-rno0000054392|0.85
ENSG00000163421	ENSRNOG00000010898	ENST00000295619	ENSRNOT00000015058	hsa0000049945-rno0000054388|0.78;hsa0000049946-rno0000054389|0.9;hsa0000049947-rno0000054391|0.83;hsa0000049948-rno0000054392|0.85
ENSG00000163430	ENSRNOG00000002746	ENST00000469005	ENSRNOT00000103472	hsa0000063243-rno0000194890|0.79;hsa0000063244-rno0000194892|0.87;hsa0000063245-rno0000194893|0.94;hsa0000063246-rno0000194894|0.82;hsa0000063247-rno0000194895|0.92;hsa0000063248-rno0000194896|0.82;hsa0000063249-rno0000194898|0.92;hsa0000063251-rno0000194899|0.9;hsa0000063252-rno0000194900|0.91;hsa0000063254-rno0000194903|0.89
ENSG00000163430	ENSRNOG00000002746	ENST00000295633	ENSRNOT00000103472	hsa0000063243-rno0000194890|0.79;hsa0000063244-rno0000194892|0.87;hsa0000063245-rno0000194893|0.94;hsa0000063246-rno0000194894|0.82;hsa0000063247-rno0000194895|0.92;hsa0000063248-rno0000194896|0.82;hsa0000063249-rno0000194898|0.92;hsa0000063251-rno0000194899|0.9;hsa0000063252-rno0000194900|0.91;hsa0000063254-rno0000194903|0.89
ENSG00000163430	ENSRNOG00000002746	ENST00000710954	ENSRNOT00000103472	hsa0000063243-rno0000194890|0.79;hsa0000063244-rno0000194892|0.87;hsa0000063245-rno0000194893|0.94;hsa0000063246-rno0000194894|0.82;hsa0000063247-rno0000194895|0.92;hsa0000063248-rno0000194896|0.82;hsa0000063249-rno0000194898|0.92;hsa0000063251-rno0000194899|0.9;hsa0000063252-rno0000194900|0.91;hsa0000063254-rno0000194903|0.89
ENSG00000163431	ENSRNOG00000051548	ENST00000367288	ENSRNOT00000084766	hsa0000023120-rno0000164148|0.86;hsa0000023121-rno0000164149|0.84;hsa0000023122-rno0000164150|0.74
ENSG00000163444	ENSRNOG00000003594	ENST00000367242	ENSRNOT00000100649	hsa0000015117-rno0000169382|0.9;hsa0000015118-rno0000169383|0.93;hsa0000015119-rno0000169384|0.89;hsa0000015120-rno0000169385|0.96;hsa0000015121-rno0000169386|0.94;hsa0000015122-rno0000169387|0.98;hsa0000015123-rno0000169388|0.88;hsa0000015124-rno0000169390|0.92
ENSG00000163462	ENSRNOG00000055433	ENST00000334634	ENSRNOT00000077074	hsa0000013918-rno0000030974|0.95;hsa0000013920-rno0000030976|0.92;hsa0000013922-rno0000030977|0.89;hsa0000013924-rno0000030978|0.91;hsa0000013925-rno0000030979|0.88;hsa0000013926-rno0000030980|0.88;hsa0000013927-rno0000030981|0.93;hsa0000013930-rno0000030984|0.9;hsa0000013932-rno0000030985|0.93;hsa0000013934-rno0000030986|0.9
ENSG00000163462	ENSRNOG00000055433	ENST00000543729	ENSRNOT00000089781	hsa0000013918-rno0000030974|0.95;hsa0000013920-rno0000030976|0.92;hsa0000013922-rno0000030977|0.89;hsa0000013924-rno0000030978|0.91;hsa0000013925-rno0000030979|0.88;hsa0000013926-rno0000030980|0.88;hsa0000013927-rno0000030981|0.93;hsa0000013928-rno0000030982|1.0;hsa0000013929-rno0000030983|0.89
ENSG00000163466	ENSRNOG00000014289	ENST00000315717	ENSRNOT00000019265	hsa0000039698-rno0000144855|1.0;hsa0000039699-rno0000144857|0.94;hsa0000039701-rno0000144859|0.96;hsa0000039702-rno0000144860|0.87;hsa0000039705-rno0000144861|0.94;hsa0000039706-rno0000144863|0.96;hsa0000039707-rno0000144864|0.93;hsa0000039709-rno0000144865|0.96;hsa0000039710-rno0000144867|0.91;hsa0000039712-rno0000144869|0.96
ENSG00000163466	ENSRNOG00000014289	ENST00000315717	ENSRNOT00000084682	hsa0000039698-rno0000144855|1.0;hsa0000039699-rno0000144857|0.94;hsa0000039701-rno0000144859|0.96;hsa0000039702-rno0000144860|0.87;hsa0000039705-rno0000144861|0.94;hsa0000039706-rno0000144863|0.96;hsa0000039707-rno0000144864|0.93;hsa0000039709-rno0000144866|0.9;hsa0000039710-rno0000144867|0.91;hsa0000039712-rno0000144869|0.96
ENSG00000163466	ENSRNOG00000014289	ENST00000295685	ENSRNOT00000019265	hsa0000039698-rno0000144855|1.0;hsa0000039699-rno0000144857|0.94;hsa0000039701-rno0000144859|0.96;hsa0000039702-rno0000144860|0.87;hsa0000039705-rno0000144861|0.94;hsa0000039706-rno0000144863|0.96;hsa0000039707-rno0000144864|0.93;hsa0000039709-rno0000144865|0.96;hsa0000039710-rno0000144867|0.91;hsa0000039712-rno0000144869|0.96
ENSG00000163466	ENSRNOG00000014289	ENST00000295685	ENSRNOT00000084682	hsa0000039698-rno0000144855|1.0;hsa0000039699-rno0000144857|0.94;hsa0000039701-rno0000144859|0.96;hsa0000039702-rno0000144860|0.87;hsa0000039705-rno0000144861|0.94;hsa0000039706-rno0000144863|0.96;hsa0000039707-rno0000144864|0.93;hsa0000039709-rno0000144866|0.9;hsa0000039710-rno0000144867|0.91;hsa0000039712-rno0000144869|0.96
ENSG00000163468	ENSRNOG00000019090	ENST00000295688	ENSRNOT00000025824	hsa0000004807-rno0000035108|0.97;hsa0000004809-rno0000035109|0.9;hsa0000004810-rno0000035110|0.86;hsa0000004813-rno0000035111|0.95;hsa0000004814-rno0000035112|0.94;hsa0000004818-rno0000035113|0.92;hsa0000004822-rno0000035114|0.85;hsa0000004826-rno0000035115|0.9;hsa0000004827-rno0000035116|0.88;hsa0000004828-rno0000035117|0.94;hsa0000004829-rno0000035118|0.9;hsa0000004830-rno0000035119|0.93;hsa0000004831-rno0000035120|0.89;hsa0000004832-rno0000035122|0.87
ENSG00000163468	ENSRNOG00000019090	ENST00000368259	ENSRNOT00000092396	hsa0000004807-rno0000035108|0.97;hsa0000004809-rno0000035109|0.9;hsa0000004814-rno0000035112|0.94;hsa0000004818-rno0000035113|0.92;hsa0000004822-rno0000035114|0.85;hsa0000004826-rno0000035115|0.9;hsa0000004827-rno0000035116|0.88;hsa0000004828-rno0000035117|0.94;hsa0000004829-rno0000035118|0.9;hsa0000004830-rno0000035119|0.93;hsa0000004831-rno0000035120|0.89;hsa0000004832-rno0000035122|0.87
ENSG00000163472	ENSRNOG00000019414	ENST00000295694	ENSRNOT00000092349	hsa0000004801-rno0000035643|0.79;hsa0000004802-rno0000035644|0.86;hsa0000004804-rno0000035645|0.88
ENSG00000163472	ENSRNOG00000019414	ENST00000405535	ENSRNOT00000092349	hsa0000004801-rno0000035643|0.79;hsa0000004802-rno0000035644|0.86;hsa0000004804-rno0000035645|0.88
ENSG00000163492	ENSRNOG00000012580	ENST00000443758	ENSRNOT00000037015	hsa0000038859-rno0000058254|0.75;hsa0000038860-rno0000058255|0.87;hsa0000038861-rno0000058256|0.83;hsa0000038862-rno0000058257|0.84;hsa0000038863-rno0000058258|0.86;hsa0000038864-rno0000058259|0.82;hsa0000038865-rno0000058260|0.8;hsa0000038866-rno0000058261|0.88;hsa0000038867-rno0000058262|0.78;hsa0000038868-rno0000058263|0.82;hsa0000038869-rno0000058264|0.77;hsa0000038871-rno0000058265|0.73;hsa0000038873-rno0000058266|0.78;hsa0000038874-rno0000058267|0.77;hsa0000038875-rno0000058268|0.79;hsa0000038876-rno0000058269|0.73;hsa0000038877-rno0000058270|0.77;hsa0000038878-rno0000058271|0.85;hsa0000038879-rno0000058272|0.85;hsa0000038880-rno0000058273|0.81;hsa0000038881-rno0000058274|0.81;hsa0000038882-rno0000058275|0.79;hsa0000038883-rno0000058276|0.77;hsa0000038885-rno0000058277|0.83
ENSG00000163497	ENSRNOG00000017856	ENST00000295727	ENSRNOT00000024190	hsa0000032196-rno0000139550|0.96;hsa0000032197-rno0000139551|0.91;hsa0000032198-rno0000139552|0.88
ENSG00000163513	ENSRNOG00000013265	ENST00000295754	ENSRNOT00000116107	hsa0000063659-rno0000131731|0.95;hsa0000063662-rno0000131733|0.83;hsa0000063664-rno0000131734|0.8;hsa0000063666-rno0000131735|0.87;hsa0000063667-rno0000131736|0.9;hsa0000063668-rno0000131737|0.91;hsa0000063669-rno0000131738|0.91
ENSG00000163513	ENSRNOG00000013265	ENST00000359013	ENSRNOT00000037883	hsa0000063659-rno0000131731|0.95;hsa0000063660-rno0000131732|0.79;hsa0000063662-rno0000131733|0.83;hsa0000063664-rno0000131734|0.8;hsa0000063666-rno0000131735|0.87;hsa0000063667-rno0000131736|0.9;hsa0000063668-rno0000131737|0.91;hsa0000063669-rno0000131738|0.91
ENSG00000163528	ENSRNOG00000022466	ENST00000396914	ENSRNOT00000038096	hsa0000064840-rno0000055856|0.95;hsa0000064842-rno0000055858|0.88;hsa0000064843-rno0000055859|0.83
ENSG00000163536	ENSRNOG00000010248	ENST00000446050	ENSRNOT00000013904	hsa0000052972-rno0000043664|0.82;hsa0000052973-rno0000043665|0.88;hsa0000052974-rno0000043666|0.87;hsa0000052976-rno0000043667|0.86;hsa0000052978-rno0000043668|0.86;hsa0000052979-rno0000043669|0.82;hsa0000052980-rno0000043670|0.9;hsa0000052981-rno0000043671|0.91
ENSG00000163536	ENSRNOG00000010248	ENST00000295777	ENSRNOT00000013904	hsa0000052972-rno0000043664|0.82;hsa0000052973-rno0000043665|0.88;hsa0000052974-rno0000043666|0.87;hsa0000052976-rno0000043667|0.86;hsa0000052978-rno0000043668|0.86;hsa0000052979-rno0000043669|0.82;hsa0000052980-rno0000043670|0.9;hsa0000052981-rno0000043671|0.91
ENSG00000163545	ENSRNOG00000000034	ENST00000367157	ENSRNOT00000000039	hsa0000019467-rno0000166788|0.84;hsa0000019468-rno0000166789|0.93;hsa0000019469-rno0000166791|0.85;hsa0000019470-rno0000166792|0.82;hsa0000019471-rno0000166793|0.85;hsa0000019472-rno0000166794|0.85;hsa0000019473-rno0000166795|0.82
ENSG00000163558	ENSRNOG00000009652	ENST00000295797	ENSRNOT00000012924	hsa0000062214-rno0000033427|0.96;hsa0000062215-rno0000033428|0.9;hsa0000062216-rno0000033429|0.84;hsa0000062217-rno0000033430|0.88;hsa0000062218-rno0000033431|0.85;hsa0000062219-rno0000033432|0.91;hsa0000062220-rno0000033433|0.84;hsa0000062221-rno0000033434|0.97;hsa0000062222-rno0000033435|0.88;hsa0000062223-rno0000033436|0.94;hsa0000062224-rno0000033437|0.89;hsa0000062225-rno0000033438|0.93;hsa0000062226-rno0000033439|0.92;hsa0000062227-rno0000033440|0.92;hsa0000062228-rno0000033441|0.84;hsa0000062229-rno0000033442|0.89;hsa0000062230-rno0000033443|0.88;hsa0000062231-rno0000033444|0.94
ENSG00000163586	ENSRNOG00000006675	ENST00000393750	ENSRNOT00000008840	hsa0000028549-rno0000044060|0.87;hsa0000028550-rno0000044061|0.83;hsa0000028552-rno0000044062|0.71
ENSG00000163607	ENSRNOG00000002044	ENST00000383678	ENSRNOT00000002797	hsa0000059948-rno0000193561|0.7;hsa0000059951-rno0000193562|0.85;hsa0000059952-rno0000193563|0.92;hsa0000059955-rno0000193564|0.91;hsa0000059956-rno0000193565|0.86;hsa0000059957-rno0000193566|0.8
ENSG00000163611	ENSRNOG00000039024	ENST00000295872	ENSRNOT00000064385	hsa0000064887-rno0000194092|0.83;hsa0000064888-rno0000194093|0.9;hsa0000064889-rno0000194095|0.88;hsa0000064890-rno0000194096|0.77;hsa0000064892-rno0000194097|0.79;hsa0000064894-rno0000194098|0.72;hsa0000064896-rno0000194099|0.78;hsa0000064897-rno0000194100|0.8;hsa0000064898-rno0000194101|0.86;hsa0000064899-rno0000194102|0.83;hsa0000064900-rno0000194103|0.83;hsa0000064901-rno0000194104|0.8;hsa0000064902-rno0000194105|0.76;hsa0000064903-rno0000194106|0.83;hsa0000064904-rno0000194107|0.73;hsa0000064905-rno0000194108|0.82;hsa0000064906-rno0000194111|0.77
ENSG00000163623	ENSRNOG00000002149	ENST00000295886	ENSRNOT00000002928	hsa0000073456-rno0000177442|0.9;hsa0000073457-rno0000177443|0.91;hsa0000073459-rno0000177444|0.86
ENSG00000163624	ENSRNOG00000002142	ENST00000295887	ENSRNOT00000002918	hsa0000073460-rno0000175762|0.91;hsa0000073461-rno0000175763|0.83;hsa0000073462-rno0000175764|0.86;hsa0000073464-rno0000175765|0.82;hsa0000073465-rno0000175766|0.81;hsa0000073466-rno0000175767|0.86;hsa0000073467-rno0000175768|0.96;hsa0000073468-rno0000175769|0.9;hsa0000073469-rno0000175770|0.9;hsa0000073470-rno0000175771|0.86;hsa0000073471-rno0000175772|0.87;hsa0000073472-rno0000175773|0.85;hsa0000073473-rno0000175774|0.82
ENSG00000163630	ENSRNOG00000008203	ENST00000478300	ENSRNOT00000100360	hsa0000050109-rno0000181056|0.94;hsa0000050110-rno0000181057|0.91;hsa0000050115-rno0000181060|0.94;hsa0000050117-rno0000181061|0.88;hsa0000050119-rno0000181062|0.87;hsa0000050121-rno0000181063|0.9
