hsa	bta
hsa0000266013	bta0000080326
hsa0000266014	bta0000080327
hsa0000266061	bta0000167227
hsa0000266063	bta0000167227
hsa0000266064	bta0000167228
hsa0000266076	bta0000167595
hsa0000266079	bta0000167596
hsa0000266082	bta0000167597
hsa0000266083	bta0000167598
hsa0000266085	bta0000167599
hsa0000266086	bta0000167600
hsa0000266087	bta0000167601
hsa0000266088	bta0000167602
hsa0000266247	bta0000082537
hsa0000266261	bta0000082550
hsa0000266262	bta0000082551
hsa0000266294	bta0000164895
hsa0000266299	bta0000164900
hsa0000266307	bta0000164906
hsa0000266312	bta0000164933
hsa0000266315	bta0000164936
hsa0000266320	bta0000164940
hsa0000266321	bta0000164941
hsa0000266322	bta0000164942
hsa0000266332	bta0000164969
hsa0000266334	bta0000164970
hsa0000266335	bta0000164971
hsa0000266336	bta0000164971
hsa0000266343	bta0000164987
hsa0000266344	bta0000164988
hsa0000266347	bta0000164990
hsa0000266348	bta0000164990
hsa0000266373	bta0000079411
hsa0000266375	bta0000079413
hsa0000266379	bta0000079416
hsa0000266380	bta0000079417
hsa0000266381	bta0000079418
hsa0000266384	bta0000079419
hsa0000266386	bta0000079420
hsa0000266400	bta0000079273
hsa0000266401	bta0000079275
hsa0000266401	bta0000079274
hsa0000266419	bta0000170761
hsa0000266425	bta0000168458
hsa0000266467	bta0000078290
hsa0000266468	bta0000078291
hsa0000266471	bta0000078294
hsa0000266472	bta0000078295
hsa0000266473	bta0000078296
hsa0000266476	bta0000078299
hsa0000266478	bta0000078301
hsa0000266479	bta0000078302
hsa0000266504	bta0000078943
hsa0000266505	bta0000078943
hsa0000266513	bta0000078948
hsa0000266514	bta0000078949
hsa0000266522	bta0000078955
hsa0000266527	bta0000078959
hsa0000266530	bta0000078962
hsa0000266535	bta0000078761
hsa0000266536	bta0000078762
hsa0000266538	bta0000078763
hsa0000266543	bta0000078768
hsa0000266544	bta0000078769
hsa0000266545	bta0000078770
hsa0000266547	bta0000078772
hsa0000266549	bta0000078774
hsa0000266552	bta0000078777
hsa0000266555	bta0000078780
hsa0000266556	bta0000078781
hsa0000266557	bta0000078782
hsa0000266559	bta0000078784
hsa0000266577	bta0000078969
hsa0000266579	bta0000166119
hsa0000266587	bta0000166124
hsa0000266589	bta0000166126
hsa0000266592	bta0000166128
hsa0000266598	bta0000166214
hsa0000266623	bta0000079407
hsa0000266628	bta0000079290
hsa0000266633	bta0000079295
hsa0000266641	bta0000079301
hsa0000266646	bta0000079306
hsa0000266648	bta0000079308
hsa0000266649	bta0000079309
hsa0000266650	bta0000079310
hsa0000266663	bta0000078889
hsa0000266665	bta0000078699
hsa0000266670	bta0000078704
hsa0000266671	bta0000078705
hsa0000266676	bta0000078710
hsa0000266754	bta0000165250
hsa0000266755	bta0000165251
hsa0000266758	bta0000165252
hsa0000266762	bta0000165254
hsa0000266763	bta0000165255
hsa0000266766	bta0000165256
hsa0000266767	bta0000165257
hsa0000266768	bta0000165258
hsa0000266771	bta0000165261
hsa0000266773	bta0000165263
hsa0000266779	bta0000165285
hsa0000266781	bta0000165286
hsa0000266782	bta0000165287
hsa0000266783	bta0000165288
hsa0000266784	bta0000165289
hsa0000266786	bta0000165291
hsa0000266789	bta0000165294
hsa0000266826	bta0000084470
hsa0000266827	bta0000084471
hsa0000266827	bta0000084470
hsa0000266832	bta0000084477
hsa0000266837	bta0000084481
hsa0000266838	bta0000084482
hsa0000266839	bta0000084483
hsa0000266842	bta0000084486
hsa0000266861	bta0000167026
hsa0000266862	bta0000167027
hsa0000266864	bta0000167029
hsa0000266872	bta0000167788
hsa0000266874	bta0000167789
hsa0000266890	bta0000164868
hsa0000266894	bta0000078376
hsa0000266919	bta0000082626
hsa0000266928	bta0000082632
hsa0000266949	bta0000082644
hsa0000266952	bta0000165593
hsa0000266953	bta0000165593
hsa0000266969	bta0000165600
hsa0000266970	bta0000165600
hsa0000266971	bta0000165601
hsa0000266980	bta0000165608
hsa0000266986	bta0000166394
hsa0000266987	bta0000166394
hsa0000266991	bta0000166396
hsa0000266993	bta0000166398
hsa0000266996	bta0000166399
hsa0000266997	bta0000166399
hsa0000267005	bta0000166403
hsa0000267007	bta0000166404
hsa0000267011	bta0000166405
hsa0000267017	bta0000167050
hsa0000267018	bta0000167050
hsa0000267022	bta0000167051
hsa0000267024	bta0000167053
hsa0000267035	bta0000166364
hsa0000267036	bta0000166364
hsa0000267039	bta0000166365
hsa0000267040	bta0000166366
hsa0000267046	bta0000166371
hsa0000267047	bta0000166371
hsa0000267049	bta0000166373
hsa0000267120	bta0000169554
hsa0000267123	bta0000169556
hsa0000267124	bta0000167545
hsa0000267125	bta0000167545
hsa0000267126	bta0000167546
hsa0000267127	bta0000167546
hsa0000267132	bta0000167547
hsa0000267143	bta0000169291
hsa0000267150	bta0000169294
hsa0000267178	bta0000169265
hsa0000267181	bta0000169268
hsa0000267183	bta0000169270
hsa0000267186	bta0000169272
hsa0000267187	bta0000169273
hsa0000267189	bta0000169275
hsa0000267190	bta0000169276
hsa0000267191	bta0000169277
hsa0000267192	bta0000169278
hsa0000267195	bta0000169281
hsa0000267196	bta0000169282
hsa0000267197	bta0000169283
hsa0000267198	bta0000169284
hsa0000267200	bta0000169286
hsa0000267201	bta0000169287
hsa0000267207	bta0000169489
hsa0000267210	bta0000169492
hsa0000267211	bta0000167277
hsa0000267212	bta0000167278
hsa0000267213	bta0000167279
hsa0000267214	bta0000167279
hsa0000267215	bta0000167281
hsa0000267232	bta0000084704
hsa0000267233	bta0000084705
hsa0000267254	bta0000079376
hsa0000267255	bta0000079376
hsa0000267256	bta0000079377
hsa0000267265	bta0000079379
hsa0000267287	bta0000079394
hsa0000267288	bta0000079395
hsa0000267289	bta0000079396
hsa0000267297	bta0000084590
hsa0000267300	bta0000084594
hsa0000267301	bta0000084594
hsa0000267301	bta0000084595
hsa0000267302	bta0000084596
hsa0000267307	bta0000084598
hsa0000267314	bta0000084602
hsa0000267315	bta0000084603
hsa0000267349	bta0000168473
hsa0000267355	bta0000168498
hsa0000267358	bta0000168499
hsa0000267361	bta0000168500
hsa0000267364	bta0000168502
hsa0000267365	bta0000168502
hsa0000267376	bta0000168451
hsa0000267377	bta0000168452
hsa0000267378	bta0000168453
hsa0000267381	bta0000168454
hsa0000267384	bta0000168456
hsa0000267385	bta0000168457
hsa0000267400	bta0000083846
hsa0000267402	bta0000083848
hsa0000267404	bta0000083850
hsa0000267405	bta0000083851
hsa0000267409	bta0000083853
hsa0000267416	bta0000083858
hsa0000267418	bta0000083862
hsa0000267419	bta0000083863
hsa0000267420	bta0000083864
hsa0000267422	bta0000083866
hsa0000267423	bta0000083867
hsa0000267424	bta0000083868
hsa0000267425	bta0000083869
hsa0000267427	bta0000083871
hsa0000267428	bta0000083872
hsa0000267430	bta0000083874
hsa0000267431	bta0000083875
hsa0000267466	bta0000168847
hsa0000267467	bta0000168848
hsa0000267515	bta0000168805
hsa0000267519	bta0000168807
hsa0000267521	bta0000168809
hsa0000267525	bta0000168811
hsa0000267527	bta0000168813
hsa0000267530	bta0000168816
hsa0000267531	bta0000168817
hsa0000267543	bta0000077797
hsa0000267556	bta0000081160
hsa0000267557	bta0000081161
hsa0000267559	bta0000081163
hsa0000267563	bta0000081166
hsa0000267576	bta0000081579
hsa0000267596	bta0000081590
hsa0000267632	bta0000166483
hsa0000267634	bta0000166485
hsa0000267635	bta0000166486
hsa0000267639	bta0000167174
hsa0000267641	bta0000167176
hsa0000267642	bta0000167177
hsa0000267643	bta0000167177
hsa0000267645	bta0000167179
hsa0000267646	bta0000167179
hsa0000267647	bta0000167180
hsa0000267649	bta0000167181
hsa0000267655	bta0000167185
hsa0000267660	bta0000168481
hsa0000267666	bta0000168486
hsa0000267667	bta0000168487
hsa0000267668	bta0000168488
hsa0000267669	bta0000168489
hsa0000267670	bta0000168490
hsa0000267671	bta0000168491
hsa0000267675	bta0000168513
hsa0000267677	bta0000168514
hsa0000267682	bta0000168515
hsa0000267683	bta0000168515
hsa0000267693	bta0000168519
hsa0000267696	bta0000168522
hsa0000267705	bta0000164680
hsa0000267710	bta0000164682
hsa0000267712	bta0000164684
hsa0000267713	bta0000164685
hsa0000267720	bta0000164692
hsa0000267722	bta0000083249
hsa0000267722	bta0000083250
hsa0000267727	bta0000083255
hsa0000267728	bta0000083255
hsa0000267733	bta0000169713
hsa0000267735	bta0000169714
hsa0000267738	bta0000169716
hsa0000267739	bta0000169717
hsa0000267740	bta0000169717
hsa0000267744	bta0000169721
hsa0000267788	bta0000082740
hsa0000267791	bta0000082742
hsa0000267792	bta0000082743
hsa0000267793	bta0000082744
hsa0000267798	bta0000166702
hsa0000267799	bta0000166702
hsa0000267800	bta0000166703
hsa0000267802	bta0000166704
hsa0000267809	bta0000166710
hsa0000267841	bta0000166809
hsa0000267842	bta0000166810
hsa0000267843	bta0000166796
hsa0000267843	bta0000166797
hsa0000267850	bta0000167644
hsa0000267852	bta0000167646
hsa0000267855	bta0000167648
hsa0000267856	bta0000167649
hsa0000267861	bta0000167653
hsa0000267862	bta0000167654
hsa0000267864	bta0000167655
hsa0000267872	bta0000167684
hsa0000267887	bta0000166722
hsa0000267888	bta0000166722
hsa0000267891	bta0000166724
hsa0000267892	bta0000166725
hsa0000267893	bta0000166726
hsa0000267896	bta0000166728
hsa0000267897	bta0000166729
hsa0000267898	bta0000166730
hsa0000267899	bta0000166731
hsa0000267900	bta0000166731
hsa0000267901	bta0000166732
hsa0000267902	bta0000166733
hsa0000267903	bta0000168123
hsa0000267904	bta0000168124
hsa0000267905	bta0000168124
hsa0000267910	bta0000168126
hsa0000267911	bta0000168127
hsa0000267912	bta0000168128
hsa0000267913	bta0000168128
hsa0000267915	bta0000168130
hsa0000267917	bta0000168132
hsa0000267918	bta0000168137
hsa0000267919	bta0000168138
hsa0000267930	bta0000170973
hsa0000267931	bta0000170975
hsa0000267932	bta0000170975
hsa0000267936	bta0000170976
hsa0000267937	bta0000170976
hsa0000267938	bta0000170976
hsa0000267951	bta0000170977
hsa0000267954	bta0000170978
hsa0000267955	bta0000170978
hsa0000267961	bta0000170981
hsa0000267964	bta0000170983
hsa0000267965	bta0000170983
hsa0000267969	bta0000170984
hsa0000267981	bta0000168163
hsa0000267988	bta0000168166
hsa0000267995	bta0000168170
hsa0000268008	bta0000160031
hsa0000268009	bta0000160032
hsa0000268010	bta0000160033
hsa0000268015	bta0000160036
hsa0000268017	bta0000160036
hsa0000268019	bta0000160037
hsa0000268028	bta0000160044
hsa0000268032	bta0000160045
hsa0000268033	bta0000160045
hsa0000268036	bta0000160046
hsa0000268045	bta0000082767
hsa0000268074	bta0000082788
hsa0000268077	bta0000082791
hsa0000268078	bta0000082792
hsa0000268079	bta0000082793
hsa0000268081	bta0000082795
hsa0000268087	bta0000082799
hsa0000268090	bta0000082800
hsa0000268092	bta0000082802
hsa0000268093	bta0000082803
hsa0000268094	bta0000082803
hsa0000268095	bta0000082804
hsa0000268102	bta0000083519
hsa0000268103	bta0000083520
hsa0000268110	bta0000083527
hsa0000268112	bta0000083529
hsa0000268116	bta0000083533
hsa0000268117	bta0000083533
hsa0000268118	bta0000083534
hsa0000268119	bta0000083535
hsa0000268122	bta0000083539
hsa0000268125	bta0000083541
hsa0000268129	bta0000083544
hsa0000268137	bta0000083552
hsa0000268138	bta0000083553
hsa0000268139	bta0000083554
hsa0000268141	bta0000083556
hsa0000268143	bta0000083558
hsa0000268144	bta0000083559
hsa0000268146	bta0000083560
hsa0000268147	bta0000083561
hsa0000268157	bta0000083570
hsa0000268161	bta0000080403
hsa0000268366	bta0000159888
hsa0000268411	bta0000159924
hsa0000268414	bta0000159927
hsa0000268422	bta0000159935
hsa0000268426	bta0000083804
hsa0000268428	bta0000083805
hsa0000268429	bta0000083806
hsa0000268430	bta0000083807
hsa0000268434	bta0000083810
hsa0000268436	bta0000083812
hsa0000268439	bta0000083814
hsa0000268443	bta0000083818
hsa0000268444	bta0000083819
hsa0000268445	bta0000083820
hsa0000268446	bta0000083821
hsa0000268479	bta0000081323
hsa0000268481	bta0000081325
hsa0000268489	bta0000081334
hsa0000268495	bta0000081340
hsa0000268497	bta0000081342
hsa0000268503	bta0000081347
hsa0000268506	bta0000081349
hsa0000268510	bta0000081352
hsa0000268511	bta0000081353
hsa0000268512	bta0000168560
hsa0000268512	bta0000168561
hsa0000268513	bta0000168563
hsa0000268513	bta0000168562
hsa0000268514	bta0000168564
hsa0000268519	bta0000168569
hsa0000268524	bta0000168573
hsa0000268525	bta0000168574
hsa0000268526	bta0000168575
hsa0000268527	bta0000168576
hsa0000268528	bta0000168577
hsa0000268529	bta0000168579
hsa0000268530	bta0000168580
hsa0000268532	bta0000168582
hsa0000268533	bta0000168583
hsa0000268535	bta0000168585
hsa0000268537	bta0000168586
hsa0000268540	bta0000168589
hsa0000268548	bta0000168597
hsa0000268550	bta0000168599
hsa0000268552	bta0000168601
hsa0000268553	bta0000168602
hsa0000268559	bta0000081084
hsa0000268564	bta0000081089
hsa0000268566	bta0000081091
hsa0000268567	bta0000081092
hsa0000268570	bta0000081095
hsa0000268572	bta0000081097
hsa0000268573	bta0000081098
hsa0000268574	bta0000081099
hsa0000268575	bta0000081100
hsa0000268577	bta0000080887
hsa0000268580	bta0000080891
hsa0000268581	bta0000080892
hsa0000268583	bta0000080893
hsa0000268584	bta0000080893
hsa0000268585	bta0000080894
hsa0000268586	bta0000080895
hsa0000268587	bta0000080896
hsa0000268590	bta0000080898
hsa0000268593	bta0000080900
hsa0000268595	bta0000080902
hsa0000268596	bta0000080903
hsa0000268597	bta0000080904
hsa0000268598	bta0000080905
hsa0000268601	bta0000080908
hsa0000268603	bta0000080910
hsa0000268606	bta0000085584
hsa0000268607	bta0000085585
hsa0000268608	bta0000085586
hsa0000268609	bta0000085586
hsa0000268611	bta0000085587
hsa0000268614	bta0000085589
hsa0000268680	bta0000081189
hsa0000268695	bta0000081204
hsa0000268696	bta0000081205
hsa0000268712	bta0000081209
hsa0000268713	bta0000081210
hsa0000268714	bta0000081211
hsa0000268715	bta0000081211
hsa0000268716	bta0000081212
hsa0000268743	bta0000167461
hsa0000268744	bta0000167461
hsa0000268745	bta0000167462
hsa0000268747	bta0000167463
hsa0000268748	bta0000167464
hsa0000268749	bta0000167465
hsa0000268750	bta0000167466
hsa0000268752	bta0000167467
hsa0000268753	bta0000167468
hsa0000268754	bta0000167469
hsa0000268755	bta0000167470
hsa0000268756	bta0000167471
hsa0000268757	bta0000167472
hsa0000268758	bta0000167473
hsa0000268761	bta0000167478
hsa0000268764	bta0000167481
hsa0000268764	bta0000167482
hsa0000268766	bta0000167487
hsa0000268767	bta0000167488
hsa0000268768	bta0000167489
hsa0000268769	bta0000167490
hsa0000268770	bta0000082016
hsa0000268771	bta0000082017
hsa0000268772	bta0000082018
hsa0000268773	bta0000082019
hsa0000268774	bta0000082020
hsa0000268778	bta0000082024
hsa0000268794	bta0000166168
hsa0000268804	bta0000166173
hsa0000268805	bta0000166173
hsa0000268806	bta0000166175
hsa0000268806	bta0000166174
hsa0000268809	bta0000166177
hsa0000268812	bta0000166179
hsa0000268812	bta0000166180
hsa0000268816	bta0000078839
hsa0000268820	bta0000078840
hsa0000268822	bta0000078841
hsa0000268849	bta0000160960
hsa0000268856	bta0000160965
hsa0000268960	bta0000164642
hsa0000268963	bta0000164644
hsa0000268966	bta0000164647
hsa0000268968	bta0000164649
hsa0000268969	bta0000164650
hsa0000268970	bta0000164651
hsa0000268973	bta0000164654
hsa0000268974	bta0000164655
hsa0000268974	bta0000164656
hsa0000268975	bta0000164657
hsa0000268979	bta0000164660
hsa0000268981	bta0000164662
hsa0000268983	bta0000164663
hsa0000268985	bta0000164665
hsa0000268986	bta0000164665
hsa0000268988	bta0000164667
hsa0000268990	bta0000164669
hsa0000268991	bta0000164670
hsa0000269004	bta0000170641
hsa0000269007	bta0000170643
hsa0000269010	bta0000170644
hsa0000269017	bta0000170651
hsa0000269021	bta0000170655
hsa0000269022	bta0000170656
hsa0000269062	bta0000166664
hsa0000269064	bta0000166666
hsa0000269066	bta0000166668
hsa0000269067	bta0000166669
hsa0000269068	bta0000166670
hsa0000269071	bta0000166673
hsa0000269075	bta0000166675
hsa0000269076	bta0000166676
hsa0000269079	bta0000166679
hsa0000269081	bta0000166681
hsa0000269082	bta0000166682
hsa0000269084	bta0000166684
hsa0000269087	bta0000085471
hsa0000269090	bta0000085474
hsa0000269187	bta0000170673
hsa0000269190	bta0000170676
hsa0000269192	bta0000170865
hsa0000269198	bta0000170870
hsa0000269201	bta0000170872
hsa0000269203	bta0000170873
hsa0000269208	bta0000170877
hsa0000269212	bta0000170880
hsa0000269218	bta0000165578
hsa0000269240	bta0000168177
hsa0000269245	bta0000168178
hsa0000269246	bta0000168178
hsa0000269252	bta0000168180
hsa0000269253	bta0000168180
hsa0000269254	bta0000168180
hsa0000269272	bta0000083480
hsa0000269273	bta0000083481
hsa0000269274	bta0000083481
hsa0000269275	bta0000083482
hsa0000269280	bta0000083490
hsa0000269281	bta0000083491
hsa0000269282	bta0000083492
hsa0000269314	bta0000079733
hsa0000269315	bta0000079733
hsa0000269316	bta0000079734
hsa0000269319	bta0000079736
hsa0000269346	bta0000170838
hsa0000269349	bta0000170840
hsa0000269360	bta0000170849
hsa0000269363	bta0000170852
hsa0000269406	bta0000168672
hsa0000269408	bta0000168673
hsa0000269412	bta0000168676
hsa0000269439	bta0000170533
hsa0000269445	bta0000170541
hsa0000269446	bta0000170542
hsa0000269463	bta0000170717
hsa0000269473	bta0000170730
hsa0000269481	bta0000170734
hsa0000269485	bta0000170736
hsa0000269495	bta0000170744
hsa0000269580	bta0000170679
hsa0000269583	bta0000170681
hsa0000269584	bta0000170681
hsa0000269589	bta0000170685
hsa0000269593	bta0000170687
hsa0000269594	bta0000170688
hsa0000269595	bta0000170689
hsa0000269597	bta0000170691
hsa0000269598	bta0000170692
hsa0000269601	bta0000084220
hsa0000269602	bta0000084220
hsa0000269607	bta0000084221
hsa0000269611	bta0000084222
hsa0000269613	bta0000084223
hsa0000269620	bta0000084226
hsa0000269622	bta0000084227
hsa0000269623	bta0000084228
hsa0000269624	bta0000084229
hsa0000269634	bta0000084235
hsa0000269637	bta0000084236
hsa0000269638	bta0000084237
hsa0000269639	bta0000084238
hsa0000269644	bta0000169334
hsa0000269653	bta0000169340
hsa0000269661	bta0000169346
hsa0000269663	bta0000169347
hsa0000269664	bta0000169348
hsa0000269665	bta0000169348
hsa0000269667	bta0000169350
hsa0000269673	bta0000169354
hsa0000269674	bta0000169355
hsa0000269675	bta0000169356
hsa0000269693	bta0000168033
hsa0000269695	bta0000168035
hsa0000269696	bta0000168037
hsa0000269696	bta0000168036
hsa0000269697	bta0000168037
hsa0000269698	bta0000168040
hsa0000269699	bta0000168040
hsa0000269700	bta0000168041
hsa0000269701	bta0000168042
hsa0000269702	bta0000168043
hsa0000269703	bta0000168044
hsa0000269704	bta0000168045
hsa0000269705	bta0000168046
hsa0000269706	bta0000168047
hsa0000269707	bta0000168049
hsa0000269717	bta0000164839
hsa0000269718	bta0000164839
hsa0000269719	bta0000164840
hsa0000269723	bta0000164842
hsa0000269728	bta0000164843
hsa0000269736	bta0000164847
hsa0000269737	bta0000164847
hsa0000269739	bta0000164848
hsa0000269740	bta0000164848
hsa0000269743	bta0000164851
hsa0000269745	bta0000164852
hsa0000269759	bta0000164857
hsa0000269760	bta0000164857
hsa0000269761	bta0000164857
hsa0000269782	bta0000168315
hsa0000269785	bta0000168317
hsa0000269787	bta0000168319
hsa0000269795	bta0000168323
hsa0000269798	bta0000168324
hsa0000269835	bta0000078166
hsa0000269839	bta0000078168
hsa0000269854	bta0000078180
hsa0000269855	bta0000078181
hsa0000269857	bta0000078183
hsa0000269894	bta0000170497
hsa0000269896	bta0000170499
hsa0000269898	bta0000170500
hsa0000269900	bta0000170502
hsa0000269901	bta0000170502
hsa0000269961	bta0000169148
hsa0000270021	bta0000167858
hsa0000270023	bta0000167860
hsa0000270050	bta0000078471
hsa0000270059	bta0000078476
hsa0000270060	bta0000078477
hsa0000270060	bta0000078476
hsa0000270068	bta0000078483
hsa0000270071	bta0000078485
hsa0000270072	bta0000078486
hsa0000270073	bta0000078487
hsa0000270074	bta0000078487
hsa0000270075	bta0000078489
hsa0000270076	bta0000078490
hsa0000270083	bta0000077873
hsa0000270084	bta0000077873
hsa0000270086	bta0000077874
hsa0000270112	bta0000083775
hsa0000270121	bta0000083783
hsa0000270131	bta0000085180
hsa0000270132	bta0000085181
hsa0000270137	bta0000085183
hsa0000270138	bta0000085184
hsa0000270139	bta0000085185
hsa0000270140	bta0000085186
hsa0000270141	bta0000085187
hsa0000270142	bta0000085187
hsa0000270145	bta0000085189
hsa0000270148	bta0000085190
hsa0000270149	bta0000085191
hsa0000270150	bta0000085192
hsa0000270151	bta0000085193
hsa0000270155	bta0000085194
hsa0000270161	bta0000085196
hsa0000270178	bta0000079850
hsa0000270187	bta0000079820
hsa0000270188	bta0000079821
hsa0000270189	bta0000079822
hsa0000270190	bta0000079823
hsa0000270198	bta0000079686
hsa0000270201	bta0000079689
hsa0000270202	bta0000079666
hsa0000270204	bta0000079668
hsa0000270205	bta0000079669
hsa0000270206	bta0000079670
hsa0000270208	bta0000079672
hsa0000270209	bta0000079673
hsa0000270210	bta0000079674
hsa0000270215	bta0000079678
hsa0000270216	bta0000079679
hsa0000270218	bta0000079681
hsa0000270219	bta0000079683
hsa0000270219	bta0000079682
hsa0000270220	bta0000079684
hsa0000270226	bta0000079611
hsa0000270236	bta0000079616
hsa0000270240	bta0000079284
hsa0000270271	bta0000079774
hsa0000270279	bta0000079779
hsa0000270280	bta0000079780
hsa0000270283	bta0000079783
hsa0000270284	bta0000079784
hsa0000270285	bta0000079786
hsa0000270375	bta0000166951
hsa0000270375	bta0000166950
hsa0000270381	bta0000169882
hsa0000270386	bta0000169886
hsa0000270388	bta0000169888
hsa0000270389	bta0000169889
hsa0000270392	bta0000169892
hsa0000270393	bta0000169893
hsa0000270648	bta0000164859
hsa0000270648	bta0000164860
hsa0000270656	bta0000164865
hsa0000270794	bta0000084790
hsa0000270795	bta0000084791
hsa0000270799	bta0000084798
hsa0000270801	bta0000084800
hsa0000270870	bta0000083072
hsa0000270873	bta0000083076
hsa0000270877	bta0000083079
hsa0000270881	bta0000083083
hsa0000270884	bta0000167865
hsa0000270886	bta0000079022
hsa0000270901	bta0000078568
hsa0000270904	bta0000078570
hsa0000270905	bta0000078571
hsa0000270906	bta0000078572
hsa0000270908	bta0000078574
hsa0000270909	bta0000078575
hsa0000270915	bta0000078578
hsa0000270919	bta0000078582
hsa0000270921	bta0000078583
hsa0000270925	bta0000078587
hsa0000270925	bta0000078586
hsa0000270926	bta0000078587
hsa0000270927	bta0000078590
hsa0000270949	bta0000078438
hsa0000270956	bta0000078416
hsa0000270958	bta0000078418
hsa0000270960	bta0000078419
hsa0000270963	bta0000078422
hsa0000270964	bta0000078423
hsa0000270966	bta0000078425
hsa0000270967	bta0000078426
hsa0000270969	bta0000078428
hsa0000270971	bta0000078430
hsa0000270987	bta0000079244
hsa0000270988	bta0000079245
hsa0000270989	bta0000079246
hsa0000270993	bta0000079249
hsa0000270995	bta0000079251
hsa0000270997	bta0000166419
hsa0000271001	bta0000166422
hsa0000271004	bta0000166423
hsa0000271005	bta0000166424
hsa0000271009	bta0000166428
hsa0000271010	bta0000166429
hsa0000271011	bta0000166430
hsa0000271013	bta0000166431
hsa0000271014	bta0000166432
hsa0000271016	bta0000166433
hsa0000271017	bta0000166434
hsa0000271020	bta0000166438
hsa0000271024	bta0000166441
hsa0000271026	bta0000166442
hsa0000271028	bta0000166443
hsa0000271029	bta0000166444
hsa0000271058	bta0000169109
hsa0000271060	bta0000169110
hsa0000271064	bta0000169111
hsa0000271097	bta0000079126
hsa0000271126	bta0000079065
hsa0000271127	bta0000079065
hsa0000271128	bta0000079066
hsa0000271132	bta0000079070
hsa0000271134	bta0000078982
hsa0000271136	bta0000078983
hsa0000271158	bta0000165278
hsa0000271160	bta0000083017
hsa0000271162	bta0000083018
hsa0000271167	bta0000083020
hsa0000271170	bta0000083021
hsa0000271172	bta0000083023
hsa0000271173	bta0000080288
hsa0000271177	bta0000080290
hsa0000271308	bta0000164249
hsa0000271310	bta0000164251
hsa0000271330	bta0000160355
hsa0000271333	bta0000167497
hsa0000271373	bta0000159669
hsa0000271391	bta0000084075
hsa0000271393	bta0000084077
hsa0000271394	bta0000084078
hsa0000271395	bta0000084077
hsa0000271396	bta0000084079
hsa0000271423	bta0000083168
hsa0000271469	bta0000081954
hsa0000271490	bta0000164878
hsa0000271494	bta0000164881
hsa0000271495	bta0000164882
hsa0000271496	bta0000164883
hsa0000271497	bta0000164884
hsa0000271502	bta0000164885
hsa0000271505	bta0000164887
hsa0000271508	bta0000165182
hsa0000271511	bta0000165183
hsa0000271512	bta0000165183
hsa0000271513	bta0000165184
hsa0000271514	bta0000165185
hsa0000271517	bta0000165188
hsa0000271518	bta0000165189
hsa0000271519	bta0000165190
hsa0000271536	bta0000165410
hsa0000271538	bta0000165413
hsa0000271541	bta0000165414
hsa0000271546	bta0000165417
hsa0000271549	bta0000165419
hsa0000271555	bta0000164703
hsa0000271557	bta0000164708
hsa0000271558	bta0000164709
hsa0000271559	bta0000164710
hsa0000271560	bta0000164711
hsa0000271561	bta0000164712
hsa0000271570	bta0000164719
hsa0000271572	bta0000164721
hsa0000271581	bta0000159974
hsa0000271583	bta0000085218
hsa0000271587	bta0000085219
hsa0000271590	bta0000085221
hsa0000271592	bta0000085223
hsa0000271595	bta0000085227
hsa0000271599	bta0000085230
hsa0000271600	bta0000085231
hsa0000271605	bta0000085235
hsa0000271606	bta0000085236
hsa0000271608	bta0000085238
hsa0000271616	bta0000085246
hsa0000271617	bta0000085247
hsa0000271618	bta0000085248
hsa0000271619	bta0000085249
hsa0000271621	bta0000085250
hsa0000271623	bta0000085252
hsa0000271626	bta0000085255
hsa0000271627	bta0000085256
hsa0000271633	bta0000085260
hsa0000271634	bta0000085260
hsa0000271637	bta0000085263
hsa0000271638	bta0000085264
hsa0000271641	bta0000085267
hsa0000271643	bta0000085269
hsa0000271653	bta0000168934
hsa0000271654	bta0000168934
hsa0000271656	bta0000168935
hsa0000271659	bta0000168936
hsa0000271660	bta0000168937
hsa0000271661	bta0000168938
hsa0000271662	bta0000168939
hsa0000271731	bta0000081977
hsa0000271735	bta0000081962
hsa0000271737	bta0000081963
hsa0000271738	bta0000081963
hsa0000271743	bta0000082328
hsa0000271743	bta0000082329
hsa0000271744	bta0000082329
hsa0000271745	bta0000082331
hsa0000271750	bta0000082333
hsa0000271751	bta0000082333
hsa0000271758	bta0000082337
hsa0000271760	bta0000082338
hsa0000271761	bta0000082339
hsa0000271774	bta0000084398
hsa0000271784	bta0000084404
hsa0000271785	bta0000084405
hsa0000271787	bta0000084406
hsa0000271788	bta0000084407
hsa0000271793	bta0000084411
hsa0000271801	bta0000084413
hsa0000271808	bta0000077853
hsa0000271814	bta0000077855
hsa0000271827	bta0000167127
hsa0000271903	bta0000170332
hsa0000271907	bta0000077805
hsa0000271909	bta0000077807
hsa0000271910	bta0000077808
hsa0000271911	bta0000077809
hsa0000271912	bta0000077810
hsa0000271913	bta0000077811
hsa0000271914	bta0000077812
hsa0000271915	bta0000077813
hsa0000271916	bta0000077814
hsa0000271953	bta0000082164
hsa0000271955	bta0000082166
hsa0000271961	bta0000082170
hsa0000271963	bta0000084448
hsa0000271966	bta0000084450
hsa0000271967	bta0000084451
hsa0000271971	bta0000084454
hsa0000271975	bta0000084456
hsa0000271979	bta0000084460
hsa0000271985	bta0000084465
hsa0000271986	bta0000084466
hsa0000272012	bta0000165730
hsa0000272015	bta0000165731
