mouse_exon1	mouse_exon2	human_exon1	human_exon2	human_coord1	human_coord2	identity1	identity2	avg_identity
chr2:179679176:179679295:-1	chr11:30798047:30798199:1	ENSE00003568399	ENSE00003511455	chr20:62138171:62138290:-1	chr2:53892808:53892960:-1	0.87	0.92	0.895
chr2:179679176:179679295:-1	chr11:30811348:30811476:1	ENSE00003568399	ENSE00003692816	chr20:62138171:62138290:-1	chr2:53875627:53875755:-1	0.87	0.89	0.88
chr2:179679176:179679295:-1	chr11:30797398:30797523:1	ENSE00003568399	ENSE00003678819	chr20:62138171:62138290:-1	chr2:53893674:53893799:-1	0.87	0.91	0.89
chr16:16836150:16836339:1	chr11:100784717:100784811:-1	ENSE00000879358	ENSE00003463278	chr22:21805850:21806039:-1	chr17:42323260:42323354:-1	0.93	0.95	0.94
chr1:172027975:172028146:-1	chr16:16844222:16844353:1	ENSE00003662425	ENSE00000651102	chr1:160211543:160211716:1	chr22:21788257:21788388:-1	0.92	0.95	0.935
chr1:172027975:172028146:-1	chr16:16841316:16841432:1	ENSE00003662425	ENSE00000879357	chr1:160211543:160211716:1	chr22:21799012:21799128:-1	0.92	0.94	0.9299999999999999
chr1:172027975:172028146:-1	chr16:16843890:16844004:1	ENSE00003662425	ENSE00001650159	chr1:160211543:160211716:1	chr22:21788694:21788808:-1	0.92	0.88	0.9
chr1:172027975:172028146:-1	chr16:16833762:16833944:1	ENSE00003662425	ENSE00000879359	chr1:160211543:160211716:1	chr22:21807664:21807846:-1	0.92	0.93	0.925
chr1:172027975:172028146:-1	chr16:16836150:16836339:1	ENSE00003662425	ENSE00000879358	chr1:160211543:160211716:1	chr22:21805850:21806039:-1	0.92	0.93	0.925
chr1:172026678:172026833:-1	chr16:16844222:16844353:1	ENSE00003599401	ENSE00000651102	chr1:160213110:160213265:1	chr22:21788257:21788388:-1	0.97	0.95	0.96
chr1:172026678:172026833:-1	chr16:16841316:16841432:1	ENSE00003599401	ENSE00000879357	chr1:160213110:160213265:1	chr22:21799012:21799128:-1	0.97	0.94	0.955
chr1:172026678:172026833:-1	chr16:16843890:16844004:1	ENSE00003599401	ENSE00001650159	chr1:160213110:160213265:1	chr22:21788694:21788808:-1	0.97	0.88	0.925
chr1:172026678:172026833:-1	chr16:16833762:16833944:1	ENSE00003599401	ENSE00000879359	chr1:160213110:160213265:1	chr22:21807664:21807846:-1	0.97	0.93	0.95
chr1:172026678:172026833:-1	chr16:16836150:16836339:1	ENSE00003599401	ENSE00000879358	chr1:160213110:160213265:1	chr22:21805850:21806039:-1	0.97	0.93	0.95
chr15:51831747:51831918:-1	chrX:41315666:41315739:1	ENSE00001087191	ENSE00001764010	chr8:116852549:116852708:-1	chrX:124049005:124049078:1	0.84	0.97	0.905
chr15:51831747:51831918:-1	chrX:41322748:41322855:1	ENSE00001087191	ENSE00003465771	chr8:116852549:116852708:-1	chrX:124056128:124056235:1	0.84	0.98	0.9099999999999999
chr15:51831747:51831918:-1	chrX:41309855:41309931:1	ENSE00001087191	ENSE00003789993	chr8:116852549:116852708:-1	chrX:124042569:124042645:1	0.84	0.92	0.88
chr15:51831747:51831918:-1	chrX:41318001:41318099:1	ENSE00001087191	ENSE00001760712	chr8:116852549:116852708:-1	chrX:124051121:124051219:1	0.84	0.94	0.8899999999999999
chr15:51831747:51831918:-1	chrX:41317088:41317211:1	ENSE00001087191	ENSE00001746768	chr8:116852549:116852708:-1	chrX:124050186:124050309:1	0.84	0.94	0.8899999999999999
chr15:51831747:51831918:-1	chrX:41325828:41325931:1	ENSE00001087191	ENSE00003475419	chr8:116852549:116852708:-1	chrX:124061771:124061874:1	0.84	0.94	0.8899999999999999
chr15:51831747:51831918:-1	chrX:41312123:41312327:1	ENSE00001087191	ENSE00002187452	chr8:116852549:116852708:-1	chrX:124045164:124045368:1	0.84	0.94	0.8899999999999999
chr15:51831747:51831918:-1	chrX:41318196:41318275:1	ENSE00001087191	ENSE00001594163	chr8:116852549:116852708:-1	chrX:124051315:124051394:1	0.84	0.99	0.915
chr15:51831747:51831918:-1	chrX:41325166:41325283:1	ENSE00001087191	ENSE00003573696	chr8:116852549:116852708:-1	chrX:124061224:124061341:1	0.84	0.93	0.885
chr15:51833317:51833540:-1	chrX:41315666:41315739:1	ENSE00001087190	ENSE00001764010	chr8:116854245:116854468:-1	chrX:124049005:124049078:1	0.88	0.97	0.925
chr15:51833317:51833540:-1	chrX:41322748:41322855:1	ENSE00001087190	ENSE00003465771	chr8:116854245:116854468:-1	chrX:124056128:124056235:1	0.88	0.98	0.9299999999999999
chr15:51833317:51833540:-1	chrX:41309855:41309931:1	ENSE00001087190	ENSE00003789993	chr8:116854245:116854468:-1	chrX:124042569:124042645:1	0.88	0.92	0.9
chr15:51833317:51833540:-1	chrX:41318001:41318099:1	ENSE00001087190	ENSE00001760712	chr8:116854245:116854468:-1	chrX:124051121:124051219:1	0.88	0.94	0.9099999999999999
chr15:51833317:51833540:-1	chrX:41317088:41317211:1	ENSE00001087190	ENSE00001746768	chr8:116854245:116854468:-1	chrX:124050186:124050309:1	0.88	0.94	0.9099999999999999
chr15:51833317:51833540:-1	chrX:41325828:41325931:1	ENSE00001087190	ENSE00003475419	chr8:116854245:116854468:-1	chrX:124061771:124061874:1	0.88	0.94	0.9099999999999999
chr15:51833317:51833540:-1	chrX:41312123:41312327:1	ENSE00001087190	ENSE00002187452	chr8:116854245:116854468:-1	chrX:124045164:124045368:1	0.88	0.94	0.9099999999999999
chr15:51833317:51833540:-1	chrX:41318196:41318275:1	ENSE00001087190	ENSE00001594163	chr8:116854245:116854468:-1	chrX:124051315:124051394:1	0.88	0.99	0.935
chr15:51833317:51833540:-1	chrX:41325166:41325283:1	ENSE00001087190	ENSE00003573696	chr8:116854245:116854468:-1	chrX:124061224:124061341:1	0.88	0.93	0.905
chr15:101618188:101618313:-1	chr11:100094934:100095154:-1	ENSE00003590565	ENSE00003673283	chr12:52517107:52517232:-1	chr17:41583235:41583455:-1	0.91	0.94	0.925
chr15:101618188:101618313:-1	chr11:100095250:100095375:-1	ENSE00003590565	ENSE00003623532	chr12:52517107:52517232:-1	chr17:41583551:41583676:-1	0.91	0.97	0.94
chr1:71645862:71646026:-1	chr5:121302558:121302750:-1	ENSE00001146062	ENSE00001128803	chr2:215384020:215384184:-1	chr12:112453195:112453387:1	0.86	0.83	0.845
chr1:71645862:71646026:-1	chr5:121301201:121301317:-1	ENSE00001146062	ENSE00001128794	chr2:215384020:215384184:-1	chr12:112454564:112454680:1	0.86	0.84	0.85
chr5:124714861:124714977:-1	chr12:85271329:85271395:1	ENSE00000757306	ENSE00003608647	chr12:123630169:123630285:-1	chr14:75007722:75007788:1	0.84	0.91	0.875
chr5:124714861:124714977:-1	chr12:85270155:85270292:1	ENSE00000757306	ENSE00003607351	chr12:123630169:123630285:-1	chr14:75006577:75006714:1	0.84	0.84	0.84
	chr12:87402300:87402448:-1	ENSE00000900661	ENSE00000659358	chr9:92049960:92050067:-1	chr14:77576767:77576915:-1	0.0	0.89	0.445
	chr12:87397035:87397159:-1	ENSE00000900661	ENSE00000659356	chr9:92049960:92050067:-1	chr14:77570384:77570508:-1	0.0	0.93	0.465
	chr12:87389418:87389523:-1	ENSE00000900661	ENSE00000659352	chr9:92049960:92050067:-1	chr14:77557041:77557146:-1	0.0	0.92	0.46
	chr12:87382806:87382932:-1	ENSE00000900661	ENSE00000659348	chr9:92049960:92050067:-1	chr14:77552096:77552222:-1	0.0	0.91	0.455
	chr12:87393482:87393575:-1	ENSE00000900661	ENSE00001793911	chr9:92049960:92050067:-1	chr14:77562396:77562489:-1	0.0	0.95	0.475
	chr12:87388311:87388530:-1	ENSE00000900661	ENSE00003623203	chr9:92049960:92050067:-1	chr14:77555300:77555519:-1	0.0	0.9	0.45
	chr12:87415705:87415899:-1	ENSE00000900661	ENSE00000659362	chr9:92049960:92050067:-1	chr14:77597186:77597380:-1	0.0	0.95	0.475
	chr12:87403322:87403476:-1	ENSE00000900661	ENSE00000659360	chr9:92049960:92050067:-1	chr14:77578955:77579109:-1	0.0	0.9	0.45
	chr12:87359472:87359601:-1	ENSE00000900661	ENSE00003566531	chr9:92049960:92050067:-1	chr14:77518038:77518167:-1	0.0	0.92	0.46
	chr12:87402300:87402448:-1	ENSE00003619775	ENSE00000659358	chr9:92067966:92068098:-1	chr14:77576767:77576915:-1	0.0	0.89	0.445
	chr12:87397035:87397159:-1	ENSE00003619775	ENSE00000659356	chr9:92067966:92068098:-1	chr14:77570384:77570508:-1	0.0	0.93	0.465
	chr12:87389418:87389523:-1	ENSE00003619775	ENSE00000659352	chr9:92067966:92068098:-1	chr14:77557041:77557146:-1	0.0	0.92	0.46
	chr12:87382806:87382932:-1	ENSE00003619775	ENSE00000659348	chr9:92067966:92068098:-1	chr14:77552096:77552222:-1	0.0	0.91	0.455
	chr12:87393482:87393575:-1	ENSE00003619775	ENSE00001793911	chr9:92067966:92068098:-1	chr14:77562396:77562489:-1	0.0	0.95	0.475
	chr12:87388311:87388530:-1	ENSE00003619775	ENSE00003623203	chr9:92067966:92068098:-1	chr14:77555300:77555519:-1	0.0	0.9	0.45
	chr12:87415705:87415899:-1	ENSE00003619775	ENSE00000659362	chr9:92067966:92068098:-1	chr14:77597186:77597380:-1	0.0	0.95	0.475
	chr12:87403322:87403476:-1	ENSE00003619775	ENSE00000659360	chr9:92067966:92068098:-1	chr14:77578955:77579109:-1	0.0	0.9	0.45
	chr12:87359472:87359601:-1	ENSE00003619775	ENSE00003566531	chr9:92067966:92068098:-1	chr14:77518038:77518167:-1	0.0	0.92	0.46
chr8:111569320:111569646:-1	chr2:127066501:127066650:1	ENSE00001318529	ENSE00000963286	chr16:70528873:70529199:1	chr2:96291751:96291900:-1	0.91	0.85	0.88
chr8:111569320:111569646:-1	chr15:81754533:81754699:-1	ENSE00001318529	ENSE00003625309	chr16:70528873:70529199:1	chr22:41467448:41467614:-1	0.91	0.89	0.9
chr12:31379109:31379268:1	chr2:179823143:179823291:-1	ENSE00003574922	ENSE00001771710	chr7:107924230:107924389:-1	chr20:62314799:62314947:-1	0.87	0.84	0.855
chr12:31379109:31379268:1		ENSE00003574922	ENSE00001633945	chr7:107924230:107924389:-1	chr20:62315028:62315207:-1	0.87	0.0	0.435
chr12:31379109:31379268:1	chr2:179822886:179823062:-1	ENSE00003574922	ENSE00001753363	chr7:107924230:107924389:-1	chr20:62314555:62314725:-1	0.87	0.81	0.8400000000000001
chr12:31379109:31379268:1	chr2:179821045:179821321:-1	ENSE00003574922	ENSE00003658406	chr7:107924230:107924389:-1	chr20:62312400:62312532:-1	0.87	0.44	0.655
chr9:115958884:115959074:-1	chr1:186361080:186361233:-1	ENSE00001629075	ENSE00003688775	chr3:30650270:30650460:1	chr1:218437343:218437496:1	0.82	0.9	0.86
	chr12:87402300:87402448:-1	ENSE00000711172	ENSE00000659358	chr9:92055405:92055494:-1	chr14:77576767:77576915:-1	0.0	0.89	0.445
	chr12:87397035:87397159:-1	ENSE00000711172	ENSE00000659356	chr9:92055405:92055494:-1	chr14:77570384:77570508:-1	0.0	0.93	0.465
	chr12:87389418:87389523:-1	ENSE00000711172	ENSE00000659352	chr9:92055405:92055494:-1	chr14:77557041:77557146:-1	0.0	0.92	0.46
	chr12:87382806:87382932:-1	ENSE00000711172	ENSE00000659348	chr9:92055405:92055494:-1	chr14:77552096:77552222:-1	0.0	0.91	0.455
	chr12:87393482:87393575:-1	ENSE00000711172	ENSE00001793911	chr9:92055405:92055494:-1	chr14:77562396:77562489:-1	0.0	0.95	0.475
	chr12:87388311:87388530:-1	ENSE00000711172	ENSE00003623203	chr9:92055405:92055494:-1	chr14:77555300:77555519:-1	0.0	0.9	0.45
	chr12:87415705:87415899:-1	ENSE00000711172	ENSE00000659362	chr9:92055405:92055494:-1	chr14:77597186:77597380:-1	0.0	0.95	0.475
	chr12:87403322:87403476:-1	ENSE00000711172	ENSE00000659360	chr9:92055405:92055494:-1	chr14:77578955:77579109:-1	0.0	0.9	0.45
	chr12:87359472:87359601:-1	ENSE00000711172	ENSE00003566531	chr9:92055405:92055494:-1	chr14:77518038:77518167:-1	0.0	0.92	0.46
chr9:54864095:54864218:1	chr11:30791991:30792120:1	ENSE00003785334	ENSE00003630714	chr15:78546575:78546698:1	chr2:53897870:53897999:-1	0.88	0.92	0.9
chr9:54864095:54864218:1	chr11:30787282:30787491:1	ENSE00003785334	ENSE00003607832	chr15:78546575:78546698:1	chr2:53901350:53901559:-1	0.88	0.91	0.895
chr9:54864095:54864218:1	chr11:30797398:30797523:1	ENSE00003785334	ENSE00003678819	chr15:78546575:78546698:1	chr2:53893674:53893799:-1	0.88	0.91	0.895
chr9:54864095:54864218:1	chr11:30791569:30791622:1	ENSE00003785334	ENSE00003552144	chr15:78546575:78546698:1	chr2:53898301:53898354:-1	0.88	0.87	0.875
chr9:54859963:54860125:1	chr11:30791991:30792120:1	ENSE00003526690	ENSE00003630714	chr15:78542483:78542645:1	chr2:53897870:53897999:-1	0.93	0.92	0.925
chr9:54859963:54860125:1	chr11:30787282:30787491:1	ENSE00003526690	ENSE00003607832	chr15:78542483:78542645:1	chr2:53901350:53901559:-1	0.93	0.91	0.92
chr9:54859963:54860125:1	chr11:30797398:30797523:1	ENSE00003526690	ENSE00003678819	chr15:78542483:78542645:1	chr2:53893674:53893799:-1	0.93	0.91	0.92
chr9:54859963:54860125:1	chr11:30791569:30791622:1	ENSE00003526690	ENSE00003552144	chr15:78542483:78542645:1	chr2:53898301:53898354:-1	0.93	0.87	0.9
chr9:54863541:54863671:1	chr11:30791991:30792120:1	ENSE00003486880	ENSE00003630714	chr15:78545634:78545764:1	chr2:53897870:53897999:-1	0.92	0.92	0.92
chr9:54863541:54863671:1	chr11:30787282:30787491:1	ENSE00003486880	ENSE00003607832	chr15:78545634:78545764:1	chr2:53901350:53901559:-1	0.92	0.91	0.915
chr9:54863541:54863671:1	chr11:30797398:30797523:1	ENSE00003486880	ENSE00003678819	chr15:78545634:78545764:1	chr2:53893674:53893799:-1	0.92	0.91	0.915
chr9:54863541:54863671:1	chr11:30791569:30791622:1	ENSE00003486880	ENSE00003552144	chr15:78545634:78545764:1	chr2:53898301:53898354:-1	0.92	0.87	0.895
chr18:60702429:60702593:1	chr17:29471224:29471292:-1	ENSE00000767641	ENSE00003619214	chr5:150694076:150694240:-1	chr6:36856586:36856654:-1	0.87	0.91	0.89
chr18:60698690:60698790:1	chr17:45730527:45730745:-1	ENSE00003791266	ENSE00000850341	chr5:150696791:150696891:-1	chr6:44403809:44404027:1	0.87	0.9	0.885
chr18:60697435:60697567:1	chr10:40725741:40725837:-1	ENSE00003628320	ENSE00003892647	chr5:150698499:150698631:-1	chr6:110210707:110210803:1	0.95	0.97	0.96
chr18:60697435:60697567:1	chr10:40726926:40727065:-1	ENSE00003628320	ENSE00003698331	chr5:150698499:150698631:-1	chr6:110209084:110209223:1	0.95	0.96	0.955
chr18:60697435:60697567:1	chr10:40728493:40728576:-1	ENSE00003628320	ENSE00003699466	chr5:150698499:150698631:-1	chr6:110207506:110207589:1	0.95	0.86	0.905
chr18:60697435:60697567:1	chr10:40733543:40733672:-1	ENSE00003628320	ENSE00003686082	chr5:150698499:150698631:-1	chr6:110201558:110201687:1	0.95	0.88	0.915
chr18:60697435:60697567:1	chr5:145081709:145081831:1	ENSE00003628320	ENSE00003533032	chr5:150698499:150698631:-1	chr7:99416138:99416260:1	0.95	0.95	0.95
chr18:60697435:60697567:1	chr5:145083253:145083419:1	ENSE00003628320	ENSE00000708086	chr5:150698499:150698631:-1	chr7:99417429:99417595:1	0.95	0.9	0.925
chr18:60700443:60700643:1	chr10:40725741:40725837:-1	ENSE00000841232	ENSE00003892647	chr5:150695506:150695706:-1	chr6:110210707:110210803:1	0.83	0.97	0.8999999999999999
chr18:60700443:60700643:1	chr10:40726926:40727065:-1	ENSE00000841232	ENSE00003698331	chr5:150695506:150695706:-1	chr6:110209084:110209223:1	0.83	0.96	0.895
chr18:60700443:60700643:1	chr10:40728493:40728576:-1	ENSE00000841232	ENSE00003699466	chr5:150695506:150695706:-1	chr6:110207506:110207589:1	0.83	0.86	0.845
chr18:60700443:60700643:1	chr10:40733543:40733672:-1	ENSE00000841232	ENSE00003686082	chr5:150695506:150695706:-1	chr6:110201558:110201687:1	0.83	0.88	0.855
chr18:60700443:60700643:1	chr17:29471224:29471292:-1	ENSE00000841232	ENSE00003619214	chr5:150695506:150695706:-1	chr6:36856586:36856654:-1	0.83	0.91	0.87
chr18:60699425:60699597:1	chr10:40725741:40725837:-1	ENSE00003544344	ENSE00003892647	chr5:150696533:150696705:-1	chr6:110210707:110210803:1	0.92	0.97	0.9450000000000001
chr18:60699425:60699597:1	chr10:40726926:40727065:-1	ENSE00003544344	ENSE00003698331	chr5:150696533:150696705:-1	chr6:110209084:110209223:1	0.92	0.96	0.94
chr18:60699425:60699597:1	chr10:40728493:40728576:-1	ENSE00003544344	ENSE00003699466	chr5:150696533:150696705:-1	chr6:110207506:110207589:1	0.92	0.86	0.89
chr18:60699425:60699597:1	chr10:40733543:40733672:-1	ENSE00003544344	ENSE00003686082	chr5:150696533:150696705:-1	chr6:110201558:110201687:1	0.92	0.88	0.9
chr10:61270697:61270882:-1	chr3:138259343:138259482:1	ENSE00001027213	ENSE00003660412	chr10:70419914:70420099:1	chr4:98884922:98885061:-1	0.91	0.94	0.925
chr10:61270697:61270882:-1	chr3:138256024:138256087:1	ENSE00001027213	ENSE00003666453	chr10:70419914:70420099:1	chr4:98887889:98887952:-1	0.91	0.98	0.9450000000000001
chr10:61270697:61270882:-1	chr3:138252082:138252188:1	ENSE00001027213	ENSE00003506126	chr10:70419914:70420099:1	chr4:98901876:98901982:-1	0.91	0.9	0.905
chr10:61270697:61270882:-1	chr3:138256654:138256767:1	ENSE00001027213	ENSE00003664428	chr10:70419914:70420099:1	chr4:98887079:98887192:-1	0.91	0.91	0.91
chr10:61270697:61270882:-1	chr3:138253420:138253515:1	ENSE00001027213	ENSE00003605710	chr10:70419914:70420099:1	chr4:98891237:98891332:-1	0.91	0.95	0.9299999999999999
chr1:71647063:71647179:-1	chr5:121302558:121302750:-1	ENSE00001342398	ENSE00001128803	chr2:215384860:215384976:-1	chr12:112453195:112453387:1	0.81	0.83	0.8200000000000001
chr1:71647063:71647179:-1	chr5:121301201:121301317:-1	ENSE00001342398	ENSE00001128794	chr2:215384860:215384976:-1	chr12:112454564:112454680:1	0.81	0.84	0.825
chrX:104918166:104921179:-1	chr17:32443058:32443196:-1	ENSE00003519307	ENSE00003548258	chrX:77681520:77684593:-1	chr19:15267416:15267551:-1	0.79	0.92	0.855
chrX:104918166:104921179:-1	chr17:32444550:32444687:-1	ENSE00003519307	ENSE00003494168	chrX:77681520:77684593:-1	chr19:15268905:15269042:-1	0.79	0.97	0.88
chr19:10510184:10510287:1	chr8:94758930:94759130:-1	ENSE00003508130	ENSE00003474828	chr11:61420470:61420573:-1	chr16:56447789:56447989:-1	0.97	0.92	0.9450000000000001
chr19:10510184:10510287:1	chr8:94749297:94749517:-1	ENSE00003508130	ENSE00001108677	chr11:61420470:61420573:-1	chr16:56434331:56434445:-1	0.97	0.5	0.735
chr15:81755367:81755390:-1	chr8:111568403:111568575:-1	ENSE00003625067	ENSE00001328025	chr22:41468124:41468147:-1	chr16:70530745:70530917:1	0.96	0.9	0.9299999999999999
chr19:5695353:5695433:1	chr17:32443058:32443196:-1	ENSE00003552257	ENSE00003548258	chr11:65655855:65655935:-1	chr19:15267416:15267551:-1	0.89	0.92	0.905
chr19:5695353:5695433:1	chr17:32444550:32444687:-1	ENSE00003552257	ENSE00003494168	chr11:65655855:65655935:-1	chr19:15268905:15269042:-1	0.89	0.97	0.9299999999999999
chr13:97322076:97322177:-1	chr9:59465317:59465418:1	ENSE00003682143	ENSE00003508810	chr5:74705219:74705320:1	chr15:72351133:72351234:-1	0.93	0.89	0.91
chr13:97322076:97322177:-1	chr9:59470150:59470333:1	ENSE00003682143	ENSE00003584439	chr5:74705219:74705320:1	chr15:72346527:72346710:-1	0.93	0.8	0.865
chr13:97322076:97322177:-1	chr9:59464571:59464681:1	ENSE00003682143	ENSE00003483570	chr5:74705219:74705320:1	chr15:72353068:72353178:-1	0.93	0.87	0.9
chr17:45737446:45737607:-1	chr16:16912747:16912907:-1	ENSE00001140084	ENSE00003530147	chr6:44392667:44392828:1	chr22:21684753:21684913:1	0.9	0.83	0.865
chr15:101617311:101617531:-1	chr11:100094934:100095154:-1	ENSE00003615991	ENSE00003673283	chr12:52516637:52516857:-1	chr17:41583235:41583455:-1	0.91	0.94	0.925
chr15:101617311:101617531:-1	chr11:100095250:100095375:-1	ENSE00003615991	ENSE00003623532	chr12:52516637:52516857:-1	chr17:41583551:41583676:-1	0.91	0.97	0.94
chr11:52008814:52008987:1	chr12:110510509:110510619:1	ENSE00000763318	ENSE00003610252	chr5:134201848:134202021:-1	chr14:101882161:101882271:1	0.91	0.91	0.91
chr11:52003947:52004156:1	chr12:110510509:110510619:1	ENSE00003511084	ENSE00003610252	chr5:134205922:134206131:-1	chr14:101882161:101882271:1	0.95	0.91	0.9299999999999999
chr11:52011760:52011878:1	chr12:110510509:110510619:1	ENSE00001661991	ENSE00003610252	chr5:134199086:134199228:-1	chr14:101882161:101882271:1	0.78	0.91	0.845
chr10:39697102:39701254:1	chr4:148227443:148227514:1	ENSE00003667198	ENSE00003511603	chr6:111372596:111376757:-1	chr1:11677543:11677614:-1	0.85	0.9	0.875
chr10:39697102:39701254:1	chr4:148229561:148229653:1	ENSE00003667198	ENSE00003889074	chr6:111372596:111376757:-1	chr1:11675082:11675174:-1	0.85	0.91	0.88
chr11:17144669:17144853:1	chr14:20581012:20581136:-1	ENSE00003707678	ENSE00002493589	chr2:68186468:68186652:-1	chr10:73478499:73478623:-1	0.96	0.99	0.975
chr11:17144669:17144853:1	chr3:136574363:136574487:1	ENSE00003707678	ENSE00003577022	chr2:68186468:68186652:-1	chr4:101108954:101109078:-1	0.96	0.96	0.96
chr11:17144669:17144853:1	chr3:136583391:136583536:1	ENSE00003707678	ENSE00003637761	chr2:68186468:68186652:-1	chr4:101098367:101098512:-1	0.96	0.93	0.9450000000000001
chr11:17144669:17144853:1	chr14:20565591:20565668:-1	ENSE00003707678	ENSE00003525698	chr2:68186468:68186652:-1	chr10:73454412:73454489:-1	0.96	0.97	0.965
chr11:17144669:17144853:1	chr14:20574425:20574570:-1	ENSE00003707678	ENSE00002471389	chr2:68186468:68186652:-1	chr10:73471468:73471613:-1	0.96	0.95	0.955
chr11:17144669:17144853:1	chr14:20570622:20570747:-1	ENSE00003707678	ENSE00002484334	chr2:68186468:68186652:-1	chr10:73467553:73467678:-1	0.96	0.93	0.9450000000000001
chr11:17144669:17144853:1	chr3:136608864:136608989:1	ENSE00003707678	ENSE00001781830	chr2:68186468:68186652:-1	chr4:101063232:101063357:-1	0.96	0.88	0.9199999999999999
chr11:17144669:17144853:1	chr14:20581728:20581928:-1	ENSE00003707678	ENSE00003517541	chr2:68186468:68186652:-1	chr10:73479317:73479517:-1	0.96	0.92	0.94
chr11:17144669:17144853:1	chr3:136503487:136503687:1	ENSE00003707678	ENSE00003530483	chr2:68186468:68186652:-1	chr4:101195916:101196116:-1	0.96	0.91	0.935
chr11:17142957:17143133:1	chr3:136583391:136583536:1	ENSE00003710215	ENSE00003637761	chr2:68188514:68188690:-1	chr4:101098367:101098512:-1	0.94	0.93	0.935
chr11:17142957:17143133:1	chr14:20565591:20565668:-1	ENSE00003710215	ENSE00003525698	chr2:68188514:68188690:-1	chr10:73454412:73454489:-1	0.94	0.97	0.955
chr11:17142957:17143133:1	chr14:20574425:20574570:-1	ENSE00003710215	ENSE00002471389	chr2:68188514:68188690:-1	chr10:73471468:73471613:-1	0.94	0.95	0.945
chr11:17142957:17143133:1	chr14:20570622:20570747:-1	ENSE00003710215	ENSE00002484334	chr2:68188514:68188690:-1	chr10:73467553:73467678:-1	0.94	0.93	0.935
chr11:17142957:17143133:1	chr3:136608864:136608989:1	ENSE00003710215	ENSE00001781830	chr2:68188514:68188690:-1	chr4:101063232:101063357:-1	0.94	0.88	0.9099999999999999
chr11:17142957:17143133:1	chr14:20581728:20581928:-1	ENSE00003710215	ENSE00003517541	chr2:68188514:68188690:-1	chr10:73479317:73479517:-1	0.94	0.92	0.9299999999999999
chr11:17142957:17143133:1	chr3:136503487:136503687:1	ENSE00003710215	ENSE00003530483	chr2:68188514:68188690:-1	chr4:101195916:101196116:-1	0.94	0.91	0.925
chr9:115960613:115960781:-1	chr1:186361080:186361233:-1	ENSE00001716006	ENSE00003688775	chr3:30644747:30644915:1	chr1:218437343:218437496:1	0.82	0.9	0.86
chr4:47383749:47383994:1	chr9:115958884:115959074:-1	ENSE00003459200	ENSE00001629075	chr9:99128855:99129100:1	chr3:30650270:30650460:1	0.91	0.82	0.865
chr4:47383749:47383994:1	chr9:115960613:115960781:-1	ENSE00003459200	ENSE00001716006	chr9:99128855:99129100:1	chr3:30644747:30644915:1	0.91	0.82	0.865
chr7:113873047:113873150:-1	chr11:30824118:30824280:1	ENSE00003565942	ENSE00003466396	chr11:14517642:14517745:-1	chr2:53869376:53869538:-1	0.91	0.95	0.9299999999999999
chr7:113873047:113873150:-1	chr11:30826746:30826879:1	ENSE00003565942	ENSE00003642056	chr11:14517642:14517745:-1	chr2:53866747:53866880:-1	0.91	0.93	0.92
chr7:113873047:113873150:-1	chr11:30761978:30762164:1	ENSE00003565942	ENSE00000752844	chr11:14517642:14517745:-1	chr2:53928117:53928303:-1	0.91	0.93	0.92
chr7:113873261:113873362:-1	chr11:30824118:30824280:1	ENSE00003552734	ENSE00003466396	chr11:14517880:14517981:-1	chr2:53869376:53869538:-1	0.91	0.95	0.9299999999999999
chr7:113873261:113873362:-1	chr11:30826746:30826879:1	ENSE00003552734	ENSE00003642056	chr11:14517880:14517981:-1	chr2:53866747:53866880:-1	0.91	0.93	0.92
chr7:113873261:113873362:-1	chr11:30761978:30762164:1	ENSE00003552734	ENSE00000752844	chr11:14517880:14517981:-1	chr2:53928117:53928303:-1	0.91	0.93	0.92
chr7:113866356:113866435:-1	chr11:30824118:30824280:1	ENSE00003469521	ENSE00003466396	chr11:14510872:14510951:-1	chr2:53869376:53869538:-1	0.89	0.95	0.9199999999999999
chr7:113866356:113866435:-1	chr11:30826746:30826879:1	ENSE00003469521	ENSE00003642056	chr11:14510872:14510951:-1	chr2:53866747:53866880:-1	0.89	0.93	0.91
chr7:113866356:113866435:-1	chr11:30761978:30762164:1	ENSE00003469521	ENSE00000752844	chr11:14510872:14510951:-1	chr2:53928117:53928303:-1	0.89	0.93	0.91
chr8:26050736:26050859:1	chr3:37450334:37450437:1	ENSE00003683948	ENSE00000970285	chr8:38426122:38426245:-1	chr4:122876321:122876424:1	0.92	0.9	0.91
chr9:20834062:20834213:-1	chr11:29496703:29496788:-1	ENSE00003601320	ENSE00003602280	chr19:10154905:10155056:-1	chr2:55234119:55234204:1	0.83	0.94	0.885
chr9:20834062:20834213:-1	chr11:29496291:29496422:-1	ENSE00003601320	ENSE00001035837	chr19:10154905:10155056:-1	chr2:55234831:55234962:1	0.83	0.92	0.875
chr9:20834998:20835090:-1	chr11:29496703:29496788:-1	ENSE00003538226	ENSE00003602280	chr19:10155853:10155945:-1	chr2:55234119:55234204:1	0.78	0.94	0.86
chr9:20834998:20835090:-1	chr11:29497206:29497260:-1	ENSE00003538226	ENSE00003499268	chr19:10155853:10155945:-1	chr2:55233363:55233417:1	0.78	0.96	0.87
chr9:20834998:20835090:-1	chr11:29496291:29496422:-1	ENSE00003538226	ENSE00001035837	chr19:10155853:10155945:-1	chr2:55234831:55234962:1	0.78	0.92	0.8500000000000001
