human_uniprot	cattle_uniprot
Q6ZRY4	F1N2U8
Q96Q77	E1B8J5
P53672	P26444
Q9BXT2	E1BLK4
Q96IU4	A7YY28
P01111	A5D7R9
Q5VTD9	F1MWJ8
Q9HBH1	F1N5S7
Q08116	F1MUR0
Q96H35	Q3ZCC5
Q9HC57	A0A3Q1LSE2
Q9BYG7	Q58DE2
Q92567	A0A3Q1NLF7
Q7Z7C7	E1BAX3
Q96EH8	F1MDR8
P09211	P28801
Q96MN5	A5PKE4
P01116	E1BMX0
Q969M7	Q1RMW1
P49703	Q0VC18
Q96HZ4	A0A3Q1LSS2
P21964	A7MBI7
Q9Y3B1	Q58DB0
P20160	G3N2H4
Q6PK04	Q17QR4
Q9Y2Q3	F1MRG0
P06340	F1MHT7
A0A1W2PRG0	E1BJX2
A0A1W2PR19	E1BJX2
A6NGH7	Q2T9U9
Q9H3R2	E1BAQ3
Q9BY50	Q2KI36
P46527	A6QLS3
Q8TAX9	F1MCQ4
Q9BSJ6	A0A3S5ZPI2
Q5SZB4	E1B7S2
Q8N720	A0A3Q1MBL2
Q96MC5	A0A3Q1LHK9
Q96IZ2	G3X7F6
Q3SXP7	A0A3Q1NKS5
P15018	Q27956
P61647	F1MKT0
Q9NP08	E1BG70
Q15390	A0A3Q1MGC6
Q8TBF4	Q56JZ7
P61758	G5E5K1
O14493	Q6BBL6
Q9BT25	A0A3Q1MNB2
Q05195	A0A3Q1LUI0
Q9BZD6	E1BIA2
A6NCS6	E1B7W2
B3SHH9	E1B9W1
Q567V2	A5D787
P23946	E1B8U1
Q15669	F1N7X6
O00264	G5E5M5
O43247	Q32LI7
P32969	Q3SYR7
Q9H3Z4	Q29455
Q8IXP5	F1MF41
Q86W54	E1BFN4
O15520	A0A3Q1NAV6
Q6P6B7	G5E660
Q92882	Q8MJ50
Q13571	Q2KJA5
Q9Y584	Q5BIN4
O00399	Q148G7
P08263	O18879
Q00059	E1BA21
P0DJR0	A0A452DKN0
P62256	Q32LN1
Q8N8N0	A0A3Q1MJF4
O43583	Q2HJ47
Q13886	E1B7V1
Q9H2F9	E1BJG8
P18621	Q3T025
Q96AH0	A5D7P8
O95639	O19137
P62081	A6H769
Q9NVJ2	Q2KI07
Q86VX2	Q3MHX1
Q96CJ1	A0A3Q1MUD9
Q969J3	Q08DP2
Q6UWN0	Q32LD3
Q7Z4J2	F1N109
Q86YS6	A0A3Q1M591
Q08623	Q2KJ86
O95755	E1BJ06
O60635	Q3T0S3
Q9ULC4	Q2KIE4
Q9BQE9	Q3T0A6
Q14656	Q0VCM2
Q1ZYL8	F1MYA6
Q15544	Q3ZBP7
O75629	F1MX50
Q86XR7	Q2LGB7
Q96EK6	Q08DV2
Q6BDI9	F1MSH7
Q9NWU5	Q3SZX5
O14613	Q08DN6
Q96A28	E1BNF9
Q8N4E7	F1MMZ2
O75251	P42026
Q8N2A8	E1BE10
Q9BUN5	F6PT99
Q8NC06	Q2KHT9
Q13243	A6H7B7
Q9NYS0	A0A3Q1LZM4
Q2KHN1	Q2TBT8
A6NC51	A7MBB3
P51572	Q5E9F1
Q9BVM2	Q24K21
Q9BY32	Q2KIC5
Q06432	Q08DE1
Q7Z7N9	E1BCF4
Q7RTU7	E1B9U0
Q9H9H4	A0A3Q1NLW9
H3BNL1	Q2NKS5
Q96PP4	Q3T028
Q9Y5Z4	E1BFP1
P30086	P13696
P84098	Q3T0W9
Q9NYW0	Q2ABC0
O95473	F1N0T8
Q96E40	A0A3Q1MYU9
Q5T0L3	Q2YDE2
Q13185	A6H7C4
O75838	A0A3Q1MPI3
P15692	P15691
Q8N2F6	E1B717
Q99618	Q3T0V6
A6NH11	G3MZU1
P08294	F6R4N7
P19429	P08057
Q9NPI5	Q3ZBX2
Q9BZX4	Q3T064
Q9BZX4	F1N058
A6XGL0	A0A3Q1LJZ5
P32119	Q9BGI3
Q86X83	A7YWP6
P49795	Q08DC7
P49788	Q0P5D6
Q5JPI9	A0A3Q1MY73
Q86X19	A4FUY9
Q8N6N2	A5PJR0
P00568	P00570
Q6P9B6	F1MTK2
Q9Y2B0	Q1LZ72
Q9UHQ4	Q32KL9
Q9UHD4	Q3T191
Q96EU6	A6QNR1
Q9NX57	A0A3Q1LLL8
Q5VZ72	A6QL94
P43487	Q3T0M7
Q8NHG8	A5PKM1
O15145	Q3T035
Q15528	Q5E9K2
Q13951	E1B9S8
Q9UBK7	A0A3Q1LHL3
Q9BQJ4	Q1JPA3
P56750	E1BMV0
Q9GZP1	A7E2Z0
Q07020	Q5E973
Q5GJ75	A0A3Q1LVF0
Q02543	Q3T003
O60232	A0A3Q1MUH5
Q8IUN9	E1BJL5
Q96S19	Q32KX8
P34130	G3MYR8
Q8N4C9	A6H7F9
Q969K7	Q3ZCD2
Q01113	F1MTF9
Q9NYP9	A5D7N9
Q96GC5	Q2YDI5
O75683	Q0VCY3
O15347	Q32L31
O15347	A0A452DI18
O15335	F1MYE4
Q53R12	F1MZM1
Q9UBQ0	Q3T0M0
Q9UKL6	P02720
Q8IZ57	Q0VD08
P48230	Q3ZBI0
Q9BSY9	F1MNH5
Q6UWN5	A6QP04
Q16611	Q05KI7
A6NCF6	Q0II42
A5D8V6	E1BC70
Q8N0V3	E1BEK1
P62834	P62833
P01583	P08831
Q92915	A0A3Q1LLX7
Q8WW59	A0A3Q1LQN6
P62380	Q32LB1
Q96KN9	E1BF19
O14653	A0A3Q1NDZ1
Q96A05	Q32LB7
Q9H6F5	Q2TBX7
P01375	Q06599
P01375	A0A452DJ61
Q5J8M3	Q3T0K8
Q86SM5	F1MG33
Q5TFG8	Q32KN7
Q7Z4H3	Q0P565
Q9H6X4	Q05B54
O43447	Q0P5D0
Q9NX00	Q24JY6
Q8N488	A0A3Q1LF83
O75596	Q28008
Q9NSY2	A1A4M6
O95229	F1N7G9
Q9BXN2	Q49BZ4
P36980	A0A3Q1LSC6
P15509	A0A3Q1MB14
P42857	Q08DZ1
Q6P4H8	A0A3Q1MQ31
Q96DR4	G3MZV6
Q8TD46	A5D7V5
Q9Y3Q3	A0A3Q1LXI8
O00161	Q2T9M8
Q96CA5	E1BB31
P25067	F1MJR6
Q8N511	F1MFH0
Q16082	F1MBR1
Q9H2R5	E1BH96
P13805	Q8MKH6
P18405	A5PJS2
P84077	P84080
P11487	E1BGY3
P08246	G3MWP1
Q8IYP2	Q32LI2
Q9NZC2	A0A3Q1NAW3
P26583	P40673
Q9Y6I8	A0A3Q1M1S5
Q14442	F1MGP1
P25445	P51867
P25445	A5D7R0
Q9BUL9	E1BK83
Q96AQ2	Q2HJ59
P61224	P61223
Q86UA6	Q2TBS0
P61204	Q5E9I6
Q9Y221	E1BC14
P79522	Q3MHG5
Q9H8W3	Q3ZCI6
Q9HAJ7	F1MFL5
Q9Y6M9	Q02369
P36404	Q2TA37
Q86Y78	G3N0Q5
Q8IW50	A0A3Q1ML48
Q9NR28	Q2NL36
Q96LB1	F1N4T7
Q96F15	F1MIA3
O75715	A0A3Q1M7E3
Q6NVH7	F1MER6
Q9H009	Q5E9A1
Q9Y448	E1BJ69
P50539	Q0VCQ3
Q9UJW9	F6QYF1
Q8NGZ3	F1N1W8
Q9GZY8	Q3ZCD8
P50402	Q3SX08
P20827	Q3ZC64
Q96KP6	G3N2J6
A0A7P0TBJ1	G5E5H5
P08174	A0A3Q1LQX2
A6NCQ9	G3N0Y2
O75414	F1MCI2
Q96D03	A2VDT9
Q32NC0	Q05B49
Q32NC0	F1N7F7
Q7RTY5	F1MTU4
P61009	Q3SZU5
A6NLU5	G3MYW6
Q0VD86	F1MZ16
P24158	G3MXK8
P35243	P21457
P14678	Q58DW4
A5LHX3	A0A3Q1LKX5
Q8IW40	A0A3Q1M4P2
P61599	E1B843
Q9BU02	Q8MKF1
P84085	A4IFP7
P59095	E1BJG1
P48307	Q7YRQ8
Q9H081	Q5EA49
Q9NW81	A6QNS9
Q8TAC2	F1ME39
Q6UXN8	E1BKB0
Q9BVV7	Q3SZV6
Q7Z5H5	F1MRF1
Q86UF4	A0A3Q1LWJ5
Q86UF4	Q1RMX6
P54845	F1N4J1
O15173	F6QJJ8
P57052	F1N209
Q9BTP7	Q2KHY5
Q8N5M9	Q2NKY9
Q9BXJ4	A7MB82
Q9Y6G5	A4FUB5
O60487	Q5EAB0
Q5TA50	Q0VCQ0
A6NI79	A6QNP9
Q6ZSA7	E1BH53
Q9NWW6	A0A3Q1M5Y0
P48047	P13621
P78424	F1MII3
P10144	F1MTF4
A8MXK1	F1MCX3
A8MU46	E1BPV6
Q9P2F9	G3N1Z7
Q9Y3Y2	Q3SYW9
Q9Y689	Q2KJ96
P61225	A4IFU2
Q96AH8	Q08DE8
Q9Y3L5	Q08DI5
Q9BZM1	A5D7L0
O75937	E1BCE0
P05452	A0A452DIU4
P05452	Q2KIS7
A0A024RBG1	A2VDV0
Q9BPU9	Q56JY9
Q96NL8	E1BC52
Q8IUR0	F1MSD6
P07203	P00435
Q96LC9	Q05KI3
O15498	Q3T000
P50553	E1B7V5
H3BQB6	E1BMK8
Q86XA0	F1MQ97
Q9Y5S9	Q3ZCE8
P62913	Q3T087
Q96NC0	Q0P584
Q53H80	A8YXY8
H3BPM6	E1BIW6
Q06643	E1BK50
Q99933	Q148J7
Q99748	E1BKU1
P22914	P06504
Q9Y248	E1BC42
P55040	A0A3Q1N448
Q14714	E1BKV5
Q8TBB0	A0A3Q1MND1
O15492	O46471
P43366	G5E5F7
Q8N4L4	F1MZR7
Q9H169	A0A3Q1MX15
Q5TZF3	A0A3Q1NH70
Q9BZE7	F1N6I1
O00762	Q32PA5
Q9NYP8	E1BNI7
Q9BQI9	F1MMT7
Q9H213	Q1LZE4
Q93015	F1MSW8
Q9BUR5	Q148H0
Q9NSA1	E1BDA6
P67812	P67810
Q969G5	A4FV37
Q03135	P79132
Q9NV31	Q3T0M3
Q00765	Q29RM3
Q8ND94	Q3SWY4
P57771	E1B7H3
P62330	G3N3N1
P51965	A0A3Q1MAR8
Q1W6H9	A0A3Q1M6I9
Q0VG99	E1BLW0
Q8WUA8	A7E318
Q7Z444	E1BEP6
Q6UW49	A0A452DI77
Q6UW49	Q32KL7
Q9P000	F1MIC5
Q15126	Q2KIU2
P36405	Q2TBW6
P19237	G3MYN5
P34810	Q2KIW2
Q9BRG1	Q5E9A6
Q8WUY1	A6H707
Q96PS1	Q32KZ5
Q9HD15	Q2HJF6
P0C7X2	F1MHA2
Q8NCA9	A5PJI8
P61968	Q3SWZ8
Q96SL4	A6QLY2
Q15038	Q3T0K9
O95169	Q02372
Q8TC84	Q6B858
A6NCJ1	F1MZJ1
O00142	G3N1H3
P54107	E1BC47
A8MTB9	F1MU33
O60760	F1MGZ9
Q9BTL4	Q3T0B5
P04792	Q3T149
P43308	Q5E9E4
O43617	A0A3Q1MRB3
Q8NEV9	A0A3Q1LK84
Q9BVC5	A2VDP0
Q9NYW2	A0A3Q1LZA1
P40616	Q2YDM1
Q5MJ68	F1N4N3
Q9UBI1	F1MUK6
Q8TBF2	A0A140T841
Q9H0F7	Q0IIM2
Q9Y3E1	E1BHR3
E7ERA6	G3MWZ4
P56179	F1MUL4
Q8NAU1	A0A3Q1MMB3
P78560	A0A3Q1MBQ2
Q8N7C0	E1BBW3
Q16890	A0A3Q1LYV4
P34741	Q58DD4
Q15382	F2Z4I1
Q8WV15	F1N4G6
O43822	Q17QN7
Q9HBM1	Q3ZBK3
Q96EY4	Q3T071
Q96EY4	A0A3Q1N043
O75360	A0A140T870
Q12983	Q32KN2
Q04760	A4FUZ1
Q7Z6V5	Q5E9J7
Q9BXG8	Q32L17
O75915	Q5E9M1
O76036	Q863H2
Q96CT7	Q2TBV6
Q96A84	A0A3Q1M425
O76071	Q32PJ6
O15524	F1MSN0
Q8N5W9	F1MEL7
Q9H9L7	A7MB53
Q8WUZ0	A0A3Q1M5J7
P22794	Q3ZBJ7
Q5SWH9	A0A3Q1MAV2
P0DSN6	Q2ABB3
P0DSN6	F1MP17
P59537	Q2ABB3
P59537	F1MP17
Q9H2K0	Q32KZ1
Q9NVS2	F1MJC2
Q93096	G5E526
Q9BXJ2	E1B766
Q9NYL4	Q2YDL5
Q8WWZ3	E1BPZ2
Q9UNL2	Q3SZ87
Q2WGJ8	F1N6X3
Q96DZ7	F1MMR7
Q8IY42	F1MD47
Q99828	Q17QE5
Q7L2Z9	Q08DW5
P60880	Q17QQ3
Q5T2D2	F1MNL2
Q8IZJ6	Q2KIR8
Q9UM00	Q3T0N3
O75884	A0A3Q1MLM8
Q9UQ13	A6QLV3
Q9UMW8	A0A3Q1NIT7
P45379	G3N264
A8MTI9	F1ME93
P82914	P82913
Q9BUN1	F1MF73
P02511	P02510
Q6ZS82	Q8MJG0
Q96JA4	F1MLS4
Q969Q5	E1B771
Q8N1Q8	E1BAC0
A6NN92	A0A3Q1MKQ5
Q8WWF3	Q3T034
Q8TC44	A5PKH9
P82664	P82670
P09429	P10103
A8MYA2	A0A3Q1MF29
Q8NEJ0	Q5BIP9
Q9NX70	A1A4Q8
Q9NX70	A0A452DIY5
Q9UI14	Q1RMH4
Q9UI14	A0A452DIV4
Q9NX04	A7MB79
Q9BZW8	A0A3Q1LFU5
Q8NBD8	Q5EA70
P39210	Q2KIN6
Q9GZZ7	G3MZM3
Q9NPA3	Q08E46
Q9HAF1	Q58CU0
O43680	Q5E9S3
B2RPK0	E1BMK2
Q9H0A8	Q5E9V6
Q99497	Q5E946
Q9BXU3	G3N0X9
Q96K58	Q2TA17
P00846	P00847
Q12974	A6QL75
Q7Z7K6	G3N1U1
Q5T230	F1MEP4
O95997	A0A452DIH5
Q8N128	A6QLZ5
P45378	A0A452DJI6
Q8TAI7	F1MFE7
P62487	Q5E9B8
O43633	Q3T0U5
P51452	Q2T9T7
Q86WR6	Q32KP7
Q14978	A0A3S5ZPM7
Q7Z6M3	E1BBK2
P24844	Q1LZF9
Q96IS3	Q7YRX0
A0PJX2	Q0IID2
Q969J5	F1MGI7
Q9BXJ5	A0A3Q1LUL9
Q8N4Z0	F1MX39
Q16774	P46195
P0CB47	F1MP59
Q96CE8	Q3T110
Q9BYE0	E1BJY1
Q8NI32	A0A3Q1LZ37
O14683	Q0VCQ8
P51124	E1BP32
Q86Z23	F1MFA0
Q9UKJ5	Q08DD3
Q9BUB7	A6H773
Q9BUB7	A0A452DJC9
Q8TAP8	A0A452DIB0
Q6GPH4	Q58DH1
P13693	Q5E984
P13693	A0A452DID1
Q96FZ7	Q148L0
P00403	P68530
Q6ZV65	A0A3Q1M8H1
Q9H7X7	Q5E9J4
P55145	P80513
Q9Y3C6	Q5E992
Q8NBT2	Q24JY3
P10747	Q28071
P10636	P29172
Q96E66	Q5EAD8
P18085	Q3SZF2
Q6PF04	A4IFL9
Q8N0U8	G3MZM8
A0A1B0GW35	G3N050
Q9H628	A6QP66
Q3ZCW2	A0A3Q1MR14
Q14582	A0A3Q1LUB4
B7ZBB8	A0A3Q1LJ45
Q9Y3C0	Q05B58
Q6ZMJ4	A6QL48
Q9Y2D1	E1BLQ3
Q9BYD1	Q3SYS1
Q8WW14	A6QPC0
P32321	A6QQC3
Q8IZS6	F1MTN5
Q9Y4Z2	F1MGY3
Q8WTV1	Q0P5B4
Q9UKY7	E1BEM3
Q8TAP9	Q0P5G2
Q14213	A6QPV0
Q9BQE4	Q2KI76
H3BS89	A0A3Q1MS77
Q9GZZ1	Q0IIJ0
Q96F25	A0A3Q1MW72
Q9UF47	Q2KIJ8
P41236	F1MTZ0
Q8TDQ0	Q1RMK5
Q96AB3	Q32KX0
O60830	F1MS17
P21673	Q3T0Q0
P0DJH9	G3N146
Q8WVL7	Q5EA33
P61081	A3KN22
A6NMX2	F1N030
Q9Y328	Q0VCZ0
Q9NZ72	A4IFK9
Q9UDW3	Q2TA39
Q6UWH6	Q58DA4
O75144	E1BCU8
Q9BXJ0	A5PJL8
P62324	P53348
P31994	F1MHH9
Q8WWP7	E1B822
Q96FF7	A0A3Q1LNW2
Q5H913	E1BP73
Q15185	Q3ZBF7
Q8N699	F1MGM5
Q8IYS5	E1B8Y2
Q5T215	E1BAY8
P31268	E1B8D8
Q6NW29	A0A3Q1MQ19
O43665	Q2KHW7
Q9BW83	Q0VCN3
Q9NP64	Q3T0H4
P0C7W6	Q2YDH9
O14836	F1MU29
Q6PI98	A7YWI5
Q7Z6A9	F1MFY2
Q9UKB3	Q9N287
Q9NSI5	E1BPQ9
P46783	Q3T0F4
Q9H305	Q58D45
Q9H902	A0A3Q1M3M9
O75935	Q0P5A1
Q9P0T7	A8E4N6
Q8NGN1	A0A3Q1MUN9
Q6UW68	Q32L10
Q9Y3C1	Q5E996
O43521	A0A3Q1NJ55
Q8NHV5	F1MKQ7
Q9Y2T7	A0A3Q1LU70
Q5VT99	F1MWX1
Q9BTT0	Q0VCH0
Q5VYY1	A0A3S5ZPI3
Q15527	A0A3Q1LUR1
P78317	F6RV66
O75365	A2VDT1
Q147U7	G3X730
Q14943	G3X797
Q14943	A0A3Q1MQ30
P43629	G3X797
P43629	A0A3Q1MQ30
Q9NRV9	Q148C9
Q99706	Q8SPQ5
P02794	O46414
O60636	A0A3Q1MJJ9
Q01449	F1N2V9
P15514	F1MEV4
P60604	Q17QG5
P61923	P35604
Q14D33	A0A3S5ZPU3
Q96AG4	Q5E9X4
P62937	P62935
A6NMN3	G3MZZ7
P48788	F6QIC1
Q14197	Q3T116
P26842	F1N4E2
Q9NVQ4	Q0IIF6
Q9BW11	E1BBZ1
P02743	Q3T004
Q5CZA5	F1N0P1
A8MYB1	F1MWR4
Q9NR77	A0A452DI69
Q9NR77	Q2KIY1
O95881	Q5E936
Q96IL0	Q148E1
P63098	P63099
P21246	P21782
P01236	P01239
Q9Y343	Q17QS1
Q99595	G3N1S8
Q9BTX3	Q3SZZ5
Q9Y3B7	Q2YDI0
Q9BW30	Q3ZCC8
Q9H9S0	Q4JM65
P00374	P00376
Q96FX8	E1B6Y8
Q9H204	F1MNZ6
Q7Z4L9	E1BN26
Q8N4P3	F1MR07
P56880	G3MYT0
P55344	P20274
Q6P4F2	Q05B51
P60827	E1BF11
P49914	Q1RMT3
Q9Y693	Q0P5D5
A4FU49	F1MWB6
P25791	Q1LZ94
Q8IVU9	A0A3Q1MTY4
Q16626	Q29407
Q9NUV9	A0A3Q1MAF9
Q6NTE8	Q3ZBG8
Q6NTE8	F1MIA0
Q8N9Z9	F1MRA0
P02489	P02470
P06734	E1BIQ4
P01210	P01211
O95994	F1N3J3
A6NJV1	Q3SZR5
Q96CM4	E1BP18
Q8IWP9	F1MJ64
Q9UFW8	G3MZ52
O15318	E1BNG5
Q9BT43	Q1RMR0
P51970	P42029
Q86XK3	G3MWJ1
Q5JR98	F1MM02
O43324	Q3SZ15
Q7Z5A4	E1BI52
O43557	F1N0K4
Q9NTU7	A0A3Q1M0U1
Q8N0Y2	A7Z091
P33316	A0A3Q1MT44
Q8IXL7	E1BMD3
Q8IXH6	E1B8N8
Q9UD71	P07516
Q9NP55	Q8SPU5
Q14696	Q3T0U1
Q9H469	A0A452DI01
Q9H469	E1BNS0
Q7Z2W9	F1MSV8
Q9BW66	A6H7E2
Q49AH0	F1N4N8
Q9BQA9	Q3SZM3
O43399	A0A3Q1MQD7
Q9UHF5	A0A3Q1MCU5
Q8NCR9	A6H7D9
Q9NNZ3	A0A3Q1MXC1
Q8IZV2	Q1RMP9
A6NI15	E1BEB6
P60981	Q5E9D5
Q96D96	A0A3Q1NF89
Q5T1C6	A1A4L1
Q7RTU1	A0A3Q1M233
Q9HD47	F1MW14
A0A0J9YXQ4	G3N1H8
O15481	A0A3Q1MHK1
O43674	Q02380
O60543	A4FUX1
Q9UHF1	E1B781
Q6P589	Q3ZBK5
Q8TAD2	E1BD45
Q8WVE0	Q17QF2
O15539	Q3T0T8
Q9ULY5	E1BHM0
Q5VYV7	A0A3Q1MM08
Q96E11	Q0VCQ4
Q96E11	G3X7D8
Q9BSD7	F1MM52
Q8N386	A2VE93
Q9NV35	E1B7T3
O75223	Q32LE4
Q96F85	Q17QM9
Q9NX38	Q29S16
P07316	P02526
Q9NZS2	A5PJG8
Q8IWT1	Q08E08
Q9BV19	F1MZT6
Q8N2I2	E1BFD8
P35613	F6RFP6
P01213	Q95104
P08311	E1BAD2
O00258	Q3SZ26
Q8WU03	E1B7T8
Q8N4G2	F1N188
Q9GZT6	A0A3Q1NAR5
Q96BT1	E1B930
Q92886	F1MZC4
Q8N6I4	Q2HJ69
Q93045	A0A3Q1MNK3
Q8N5M4	A4IFF3
Q8NAM6	E1BHA9
Q8N755	A6QPL3
O95989	A2VE79
O95484	G3N384
P56557	Q3SZL9
O60831	Q2KHX3
Q9H2W2	E1BA56
Q8N1D5	Q2TA11
Q9BYC8	Q2TBI6
Q9BV57	Q3ZBL1
Q96G61	A7MBH2
Q16613	F1N1A1
Q9BQD3	A0A3Q1LPS0
A6NDY0	E1B908
Q5VXU3	A0A3Q1MWF0
Q96DG6	A0A3Q1LGS8
Q7Z692	A0A3Q1MXV0
Q99075	E1BIN8
P24522	Q3ZBN6
P25800	Q0P5B3
Q9H2H0	E1BAI6
P07320	P08209
P07320	F1MDK9
Q9BUP0	Q17QM6
A6NFA0	Q32LN6
Q16558	Q28067
Q9UHA3	Q3SZ12
P30050	P61284
Q9GZN8	Q2KIM1
Q9NUP1	Q0VCC3
P0C024	A8E660
Q9UK53	A0A3Q1LN25
P49006	Q0VBZ9
Q96A32	Q0P571
Q6PEX7	G3MZX3
F5H4A9	G3N2Z9
Q9BUH6	A0A3Q1MFX9
Q8IWT0	Q2YDE7
Q969E8	A0A452DIP4
Q969E8	Q3T090
P18847	A0A452DID2
P18847	Q2KII1
Q9Y281	Q148F1
Q9BWH2	Q8MJN0
A6NLP5	Q3SZV0
Q8IYN6	E1B848
Q969L2	A2VE13
O60493	Q1RMH8
Q9UBM1	Q7YRH6
Q9Y3C8	Q5E953
Q6EIG7	Q3LUH2
P62253	A0A3Q1LV60
Q8N8D7	A0A3Q1MT99
P46778	Q861S4
P07315	Q28088
P0DP42	A5D7I9
A0PJW6	A5PJW2
Q9NYV7	F1MVK0
Q8NDY6	F1N4A3
Q9Y3C5	Q08DI6
O14894	Q2KIG8
P78423	A0A3Q1LPV5
Q8N9Z2	A0A3Q1MRE2
Q8WUK0	Q2NKZ7
Q14773	E1B762
P05090	F1MS32
O96007	A4FUY7
Q52MB2	Q0VC19
Q9BU61	Q2HJI2
A6NFC5	F1MFH6
P82663	P82669
O43623	Q3MHQ4
Q8WUX2	Q0IIH4
Q9BSD3	Q1LZE2
Q96LU5	A0A3Q1MF44
Q9P016	A0A3Q1MXF1
Q6ICB0	G3N176
Q6ICI0	E1BFU6
P23528	Q5E9F7
Q9NR83	A0A3Q1MDR3
P51571	Q2TBX5
Q9UMX6	P51177
Q9NPD8	Q32LD2
Q13232	A5PK70
Q969X0	A4IFK7
O43257	Q24JY4
Q13526	Q5BIN5
Q9P1V8	G3N2M8
Q9BUA6	A0A3Q1LTA6
Q9UMY4	A0A3Q1MDW5
Q9UNN8	Q28105
Q9UQN3	Q3SX42
Q9BTP6	G3N2I8
Q9BUJ0	E1BDS4
Q9H607	F6RA30
O43181	Q02375
A1L167	A0A3Q1LGG5
Q96ND8	F1ME08
A6NEY8	A0A452DIT0
A6NEY8	A1A4Q2
O15182	F1N547
P53805	Q3ZBP4
Q9Y342	A6H7B0
Q96L08	E1BIJ0
Q9BWP8	Q17QH6
P59998	Q148J6
Q9Y3D8	A5PJA1
Q9H0T7	F1N7V2
P31431	E1BKS1
Q96D59	Q3SWY0
Q96D59	A0A3Q1M2Z1
Q96LL4	G3N1H0
Q8N5H3	Q08DW8
Q96GL9	A0A3Q1LWR5
O95750	E1BFP8
Q8WVJ2	Q32KU8
P82979	Q2TBX1
Q6UWD8	A5PKB9
P04085	Q2KJ15
Q92664	F1MUY9
A0A1B0GTJ6	A0A3Q1M4T9
O00270	F1N1J4
Q96CD2	A0A3Q1MNK4
Q9H9H5	Q0P591
Q96FT9	F1MCG8
Q96FT9	Q2TBN9
P02741	C4T8B4
Q8N6F8	F1N1B0
P39687	P51122
Q92688	Q3SZC6
O00321	E1B7I2
Q6P0A1	A0A3Q1M335
O43745	E1BHF5
P52815	Q7YR75
Q5VVC0	Q2TA05
Q5JTZ5	E1BHM2
A8MVS5	E1BKF5
Q8N1L9	E1BNQ5
Q8WZA0	A0A3Q1LRV6
P52798	A6QLY0
Q8NEA4	A3KMW8
O00287	F1N5Q7
Q96DD7	A0A3Q1NJX7
Q8IY57	Q0VC56
O60828	Q2HJC9
Q9BVG4	F1MV85
P83916	G5E6N7
P10916	Q3SZE5
Q9Y388	A0A3Q1M3B6
Q7Z7J5	F1MQI2
P52298	Q3ZBJ1
O00217	P42028
Q9UBG3	A0A3Q1M0A1
Q8N6N3	Q32LF5
P62280	Q3T0V4
Q9BR10	E1BER7
Q9H1K1	Q17QE6
Q16514	Q3T174
Q96DE0	A1A4Q9
O00584	F6QIT9
Q9UPM9	A0A3Q1MI82
O14950	Q5E9E2
Q96B02	A6H795
P68036	Q3MHP1
O95190	F1N021
Q86X53	F1MGX3
Q9NWV4	A0A3Q1LX93
Q5VTH2	Q3SZT6
P54852	Q58DR6
Q86TJ5	A6QNX1
Q6DD87	A0A3Q1M9P8
Q6IQ19	E1BCI5
O15273	Q6T8D8
Q8N945	E1BMB4
Q6P1K2	Q2T9N4
Q9Y6B2	A4IFP9
Q8N668	F1N3M7
Q96GI7	A6QQF7
Q7Z3Z2	E1BP94
P30044	Q9BGI1
O00559	Q0P578
Q9NQ30	A5D7V3
Q9BQP9	Q32KP5
Q99966	Q9BDI3
Q96B77	Q5EA03
P55001	P27424
Q9H9V4	A7MB42
Q96KS9	Q0V7M8
Q9H0U6	Q3ZBR7
Q9Y3D9	Q2NL27
Q8NA92	F1MXZ9
A6NNL5	G3MX25
Q96T66	A0A3Q1NCV5
P09038	P03969
P15529	Q6VE48
Q5T7R7	Q2M2T8
Q9BV29	Q0VC29
Q6IAA8	Q3T0D8
Q9NRW4	A0A3Q1MJH7
Q9UGQ2	Q05B90
P0C7M8	F1MW34
O95807	Q17QR3
P17931	A6QLZ0
P29459	P54349
Q587I9	F1N0V9
Q86TE4	A6QPW2
A4D1F6	E1BPT0
Q6ZUT1	A4FV63
P62979	P62992
Q96GE6	A0A452DJ75
Q86SZ2	Q32L78
Q13405	Q5EA71
A6NEH6	A0A452DHZ4
P08590	P85100
Q7Z4R8	F1N1V6
P19105	A4IF97
P11912	P40293
P09919	P35833
Q96LZ2	A0A3Q1NAE9
Q8TDS7	F1MFS7
Q8IV03	A6QLB6
Q9BU76	Q58DU0
Q9BU76	A0A3Q1LPS7
Q9BX93	A0A3Q1MFY3
P30990	P01156
P49459	A0A3Q1N1X1
Q8WVJ9	A4IFM6
Q9NZE8	Q3SZA9
Q9P0P8	F6PVN0
Q99732	A0A3Q1LZ76
Q9BQ13	F1MDD6
Q8TAP4	Q2KIA3
P12829	Q1RMM7
P01584	A0A140T838
P01135	A0A3Q1M7J4
Q5TGI4	Q09YL6
P05976	A0JNJ5
P43489	A0A3Q1M5M3
Q9BV99	Q2T9T5
Q9GZV4	F1MN49
Q9HC73	G3X7G0
P59282	Q3T077
Q9UMX5	Q1JQA5
Q96DD0	Q3ZC49
P08637	P79107
Q8WW12	A0A452DIL1
Q8WW12	Q32PF3
Q9H5X1	Q3T0U7
Q9NUS5	Q58D73
P63146	Q32P99
P33681	A0A3S5ZP81
I3L3R5	G3N0X1
P61244	A0A3Q1MV00
Q9NQ33	F1MG89
Q8NET5	F1ML17
Q9NX63	Q5E9D3
P41223	Q2NKU3
Q14116	Q9TU73
P20290	Q56JY8
P62837	Q1RMX2
A1KXE4	A8E639
