Gene stable ID	UniProtKB/TrEMBL ID	UniProtKB/Swiss-Prot ID
ENSBTAG00000025324	A0AAF6Z3W1	
ENSBTAG00000009258	A0A3Q1LUV8	
ENSBTAG00000043981	A0A3Q1ML04	
ENSBTAG00000018784	A0A3Q1M2V6	
ENSBTAG00000006820	A0AAF6YQW2	
ENSBTAG00000040056	A0AAA9RRF1	
ENSBTAG00000014652	E1BPC8	
ENSBTAG00000019090	E1B7G7	
ENSBTAG00000043981	A0A3Q1LVT0	
ENSBTAG00000020725	F1MBN0	
ENSBTAG00000019095	D9ZDE4	
ENSBTAG00000043981	A0A3Q1MMC6	
ENSBTAG00000040056	A0AAA9TJJ7	
ENSBTAG00000077876		Q2T9Z5
ENSBTAG00000013054	A0AAA9SP22	
ENSBTAG00000019095	A0AAA9TUH1	
ENSBTAG00000019095	A0AAA9TUH1	
ENSBTAG00000009258	E1BJU4	
ENSBTAG00000013054	F6Q3C5	
ENSBTAG00000001987	A0AAA9TF67	
ENSBTAG00000009959	A0AAA9RY06	
ENSBTAG00000018784	A0AAA9SED7	
ENSBTAG00000005083	A0AAA9SJ45	
ENSBTAG00000009258	A0A3Q1MHW8	
ENSBTAG00000010236		Q3T191
ENSBTAG00000018784		P05689
ENSBTAG00000018178	F1MEC7	
ENSBTAG00000009959		O18875
ENSBTAG00000001987	A6H709	
ENSBTAG00000005083	E1BH25	
ENSBTAG00000010236	A0A3Q1LTZ1	
ENSBTAG00000001987	A0A3Q1MGB5	
ENSBTAG00000007462	A0A3Q1MT19	
ENSBTAG00000005083	A0A3Q1M5W3	
ENSBTAG00000019942	F1N4Q4	
ENSBTAG00000007462	E1BIE0	
ENSBTAG00000010235	A5D7H7	
ENSBTAG00000001987	A0AAA9S2P9	
ENSBTAG00000005083	A0AAA9S4A7	
ENSBTAG00000018178	A0AAA9SRG3	
ENSBTAG00000007462	A0A3Q1LUG8	
ENSBTAG00000018783	F1MW69	
ENSBTAG00000001987	A0AAA9U1R6	
ENSBTAG00000020797	F1MFZ2	
ENSBTAG00000025324	F1N119	
ENSBTAG00000001987	A0AAA9THX2	
ENSBTAG00000010234	Q2KIS4	
ENSBTAG00000002561	G3MZL0	
ENSBTAG00000018176		Q3SZM3
ENSBTAG00000020547	Q5E9F1	
ENSBTAG00000001987	A0A3Q1M111	
ENSBTAG00000063575	A0AAA9T9G2	
ENSBTAG00000030301	A0A3Q1LNR7	
ENSBTAG00000018176	A0AAA9THE3	
ENSBTAG00000070257		Q32PB8
ENSBTAG00000018176	A0AAF6ZS36	
ENSBTAG00000030301	A0AAA9RWB6	
ENSBTAG00000070257		
ENSBTAG00000063575	A0AAA9TD35	
ENSBTAG00000002561	A0A3S5ZPH5	
ENSBTAG00000020551	A0AAA9SJ71	
ENSBTAG00000015405	A0AAA9S2A5	
ENSBTAG00000030301	A0AAA9RZE4	
ENSBTAG00000018175	F1MED7	
ENSBTAG00000030301	A0AAA9T2T2	
ENSBTAG00000015405	E1B969	
ENSBTAG00000018175	A0AAA9SCS2	
ENSBTAG00000025324		
ENSBTAG00000018796	F1MGN1	
ENSBTAG00000018175	A0AAA9STT5	
ENSBTAG00000011626		P57709
ENSBTAG00000020551	Q2KJ57	
ENSBTAG00000005732	A0AAA9TJH9	
ENSBTAG00000002561		
ENSBTAG00000046838	G3N0F6	
ENSBTAG00000005732	A0A3Q1MRB3	
ENSBTAG00000018175	A0AAA9T1D8	
ENSBTAG00000005950	E1BDC1	
ENSBTAG00000004472	A0A452DI00	
ENSBTAG00000011626	A0AAA9RXY9	
ENSBTAG00000018796	A0AAA9TUM1	
ENSBTAG00000012406	A0AAA9SIE3	
ENSBTAG00000002562	A0AAA9TIL5	
ENSBTAG00000004472		P63171
ENSBTAG00000012406	A0A2H4GTG0	
ENSBTAG00000012406	A0AAA9SMV8	
ENSBTAG00000015403		
ENSBTAG00000025324		
ENSBTAG00000002562	A0AAF6YJN9	
ENSBTAG00000018796	A0AAA9TUL1	
ENSBTAG00000005732	A0AAA9RZV4	
ENSBTAG00000011626	A0AAA9TZZ0	
ENSBTAG00000018175	A0AAA9RSV2	
ENSBTAG00000025324		
ENSBTAG00000005732	A0A3Q1MU14	
ENSBTAG00000048623	A0A3Q1LNT9	
ENSBTAG00000018796	A0AAF6Z5K0	Q5EA80
ENSBTAG00000046838	A0AAA9T1N8	
ENSBTAG00000018172	E1BJS1	
ENSBTAG00000005732	F1N5V9	
ENSBTAG00000071005	A6QPY3	
ENSBTAG00000018172	A0A3Q1MLK8	
ENSBTAG00000005732	A0AAA9SMX1	
ENSBTAG00000011626	A0AAF7AP94	
ENSBTAG00000071084	A6QPY3	
ENSBTAG00000074359	A0AAA9T432	
ENSBTAG00000010334	E1B796	
ENSBTAG00000011626	A0A452DIG3	
ENSBTAG00000046838	A0A3Q1MS46	
ENSBTAG00000010175	F1MJR6	
ENSBTAG00000060577	G3MZ99	
ENSBTAG00000010175	A0AAA9RT42	
ENSBTAG00000040291		A6QP35
ENSBTAG00000055100	G3X6P4	
ENSBTAG00000069275	E1BFE3	
ENSBTAG00000002563	A0AAA9S0I8	
ENSBTAG00000069275	E1BFE3	
ENSBTAG00000069275	E1BFE3	
ENSBTAG00000006296		A2VDK9
ENSBTAG00000002563	F6RTW8	
ENSBTAG00000003920	F1MBB7	
ENSBTAG00000069275	E1BFE3	
ENSBTAG00000018610		Q05B44
ENSBTAG00000021714		Q2T9Q6
ENSBTAG00000006296	A0AAA9TST3	
ENSBTAG00000050038	A0JN45	
ENSBTAG00000050038	A0AAA9TDY0	
ENSBTAG00000010347	A0A3Q1LVC7	
ENSBTAG00000039765	G3X886	
ENSBTAG00000072870	G3X6F2	
ENSBTAG00000021714	A0A3Q1MR16	
ENSBTAG00000023106	A0AAA9SQ58	
ENSBTAG00000002563	A0AAA9TI00	
ENSBTAG00000010347		P31976
ENSBTAG00000002718	A0AAA9SAZ6	
ENSBTAG00000019779		Q17QU4
ENSBTAG00000011463	Q08E46	
ENSBTAG00000064570	A0AAA9RZK6	
ENSBTAG00000074359	A0AAA9SMQ5	
ENSBTAG00000059985	G3MW00	
ENSBTAG00000002563	A0AAA9SK79	
ENSBTAG00000049044	A0A3Q1N4Z1	
ENSBTAG00000008966	Q148J1	
ENSBTAG00000002718	A0AAA9TZT9	
ENSBTAG00000074359		
ENSBTAG00000010146	A0A3Q1MBK2	
ENSBTAG00000002563	A0AAA9TYM1	
ENSBTAG00000002718	A0AAA9TMY5	
ENSBTAG00000015133	A0JNA6	
ENSBTAG00000015403	A0AAA9STL0	
ENSBTAG00000058116		Q0VC18
ENSBTAG00000001488	A0AAA9U0N6	
ENSBTAG00000074359		
ENSBTAG00000058116		Q0VC18
ENSBTAG00000050199	A0A3Q1M606	
ENSBTAG00000058116		Q0VC18
ENSBTAG00000002718	A0AAA9SD83	
ENSBTAG00000074359		
ENSBTAG00000050199	A0A3Q1M606	
ENSBTAG00000015403	A0AAA9SIU3	
ENSBTAG00000001058	F6RD87	
ENSBTAG00000001488	F1MNG5	
ENSBTAG00000015403	A0A3Q1N178	
ENSBTAG00000009269	F1MCM2	
ENSBTAG00000074359		
ENSBTAG00000001507	A0AAA9S256	
ENSBTAG00000002718	A0AAA9TAE0	
ENSBTAG00000015403	F1MK08	
ENSBTAG00000045867	F1MD33	
ENSBTAG00000001507	F1MN45	
ENSBTAG00000021468	A0A3Q1M809	
ENSBTAG00000001507	A0AAA9T2P5	
ENSBTAG00000009451	A0AAA9T8V3	
ENSBTAG00000015403	A0A3Q1LHR9	
ENSBTAG00000045867	A4IFG7	
ENSBTAG00000045867	A0A3Q1MB28	
ENSBTAG00000001059	A0A3Q1MYB9	
ENSBTAG00000002718	A0AAA9TVF7	
ENSBTAG00000009451	A0AAA9TY98	
ENSBTAG00000045867	A0AAA9S9R1	
ENSBTAG00000009451	A0AAA9SQQ1	
ENSBTAG00000002718	A3KN17	
ENSBTAG00000000694	A0AAA9U0P6	
ENSBTAG00000001059	A0A3Q1MRI8	
ENSBTAG00000021468	A0A3Q1LI29	
ENSBTAG00000002718	A0AAA9SUZ0	
ENSBTAG00000008733		
ENSBTAG00000009451	E1BCY2	
ENSBTAG00000052413	A0AAA9TCZ2	
ENSBTAG00000000694	A5PJW1	
ENSBTAG00000009451	A0AAA9TSC1	
ENSBTAG00000002718	A0AAA9THJ8	
ENSBTAG00000075244		
ENSBTAG00000021468	F1MUK2	
ENSBTAG00000013367	A0AAA9SUX8	
ENSBTAG00000008733		
ENSBTAG00000009451	A0AAA9STW8	
ENSBTAG00000013501	A0AAA9TLY1	
ENSBTAG00000008733	E1BDS1	
ENSBTAG00000021468	A0A3Q1MN23	
ENSBTAG00000009451	A0AAA9S0X7	
ENSBTAG00000000696		Q3SWY2
ENSBTAG00000008733	A0AAA9SRT8	
ENSBTAG00000075244		
ENSBTAG00000013501		Q17QU7
ENSBTAG00000013367	A0AAA9TQA4	
ENSBTAG00000064181		Q5I3B2
ENSBTAG00000064181		Q5I3B2
ENSBTAG00000075244		
ENSBTAG00000013367	A0AAA9SCF5	
ENSBTAG00000052413	A0AAF7AP21	
ENSBTAG00000013501	A0AAA9TGL0	
ENSBTAG00000012285	A0A3Q1M3W3	
ENSBTAG00000000697	A0AAA9RZI4	
ENSBTAG00000021462	A0AAF6Z8Z7	
ENSBTAG00000013367	F1MSA1	
ENSBTAG00000021421	A0A3Q1LSB2	
ENSBTAG00000000697	E1BJI1	
ENSBTAG00000012285	F1N0K9	
ENSBTAG00000033702	A7MB86	
ENSBTAG00000075244		
ENSBTAG00000000697	A0AAA9RS89	
ENSBTAG00000010745	A0A3Q1N8R7	
ENSBTAG00000021933	F1MFA8	
ENSBTAG00000075244		
ENSBTAG00000052413	A0AAA9RY73	
ENSBTAG00000002715	A0AAA9SH20	
ENSBTAG00000021421	A0AAF6Z993	
ENSBTAG00000021933	A0AAA9T1R8	
ENSBTAG00000010745	Q1RMT4	
ENSBTAG00000075244		
ENSBTAG00000049216	A0AAA9RX76	
ENSBTAG00000052413	A0AAF6DLW9	
ENSBTAG00000013363	A6QLB7	
ENSBTAG00000021933	A0AAA9SHL6	
ENSBTAG00000008735	E1B8J8	
ENSBTAG00000052413	A0AAA9TK99	
ENSBTAG00000033702	A0A3Q1MPX1	
ENSBTAG00000021421	A0AAA9RYM8	
ENSBTAG00000067643	A0AAA9SX31	
ENSBTAG00000002715	F1MCZ0	
ENSBTAG00000020854	A0AAA9S3B2	
ENSBTAG00000021421	A0AAA9TUB9	
ENSBTAG00000012178	A0AAA9RZ21	
ENSBTAG00000044178	E1BMF2	
ENSBTAG00000004955	F1MMM4	
ENSBTAG00000002715	A0AAA9SJC5	
ENSBTAG00000021885	A0AAA9T6A7	
ENSBTAG00000012178	A0A3Q1N5I5	
ENSBTAG00000020854	E1BGD3	
ENSBTAG00000004955	A0A3Q1ML47	
ENSBTAG00000021885	F1MH47	
ENSBTAG00000012178	A0AAA9TQE0	
ENSBTAG00000019698		Q2NKV5
ENSBTAG00000002712	Q32PA3	
ENSBTAG00000002712	F6RQJ2	
ENSBTAG00000012178	A0AAA9TTX2	
ENSBTAG00000068967	A0AAA9THT2	
ENSBTAG00000019454	A0A3Q1LU81	
ENSBTAG00000001977	A0AAA9SSN9	
ENSBTAG00000008105	A0AAA9RV12	
ENSBTAG00000038156		
ENSBTAG00000002712	F1MXF2	
ENSBTAG00000003566	A0A3Q1NN77	
ENSBTAG00000012178	A0AAA9SDT8	
ENSBTAG00000019695	A0A3Q1M0Y2	
ENSBTAG00000001977	A0AAA9SZF3	
ENSBTAG00000002728	E1BKQ8	
ENSBTAG00000008105	E1BLB7	
ENSBTAG00000021422	A0A3Q1MBE7	
ENSBTAG00000019454	E1B8C9	
ENSBTAG00000038156		
ENSBTAG00000000131	E1BKE9	
ENSBTAG00000039415	A0AAA9T8I7	
ENSBTAG00000003566	A0A3Q1M1F7	
ENSBTAG00000039415	A0AAA9T8M2	
ENSBTAG00000019695	E1BAS5	
ENSBTAG00000021422	A0AAA9SSG9	
ENSBTAG00000012178		Q08E02
ENSBTAG00000038156	A6QLR8	
ENSBTAG00000001977	A0AAF6YIY8	
ENSBTAG00000000131	A0AAA9TJ40	
ENSBTAG00000021422	F1MWQ6	
ENSBTAG00000038156	A0AAA9S0X1	
ENSBTAG00000001977	A0AAA9SLB4	
ENSBTAG00000000131	A0AAA9SKZ0	
ENSBTAG00000038156	A0A3Q1MSR8	
ENSBTAG00000055249	A0A3Q1M271	
ENSBTAG00000003566	A0AAA9RVB5	
ENSBTAG00000017265	A0AAA9SV73	
ENSBTAG00000001977	A0A3Q1M339	
ENSBTAG00000038156	A0AAA9THA9	
ENSBTAG00000002710	F6RLA2	
ENSBTAG00000017265	G5E5K1	
ENSBTAG00000003566	A0AAF6YLE9	
ENSBTAG00000038156	A0AAA9STY0	
ENSBTAG00000002982	A0A3Q1LY66	
ENSBTAG00000010375	E1B8E9	
ENSBTAG00000002710	Q32LC0	
ENSBTAG00000015080	A0AAA9SUR7	
ENSBTAG00000017265	A0AAA9TXX2	
ENSBTAG00000010375	A0A3Q1N7Z0	
ENSBTAG00000002982	F1MD99	
ENSBTAG00000017265	A0AAA9SD64	
ENSBTAG00000003565	A0AAA9S5U4	
ENSBTAG00000002982	A0AAA9S539	
ENSBTAG00000052071	A0A3Q1MN52	
ENSBTAG00000017265	A0AAA9TJR6	
ENSBTAG00000009374	E1BFH8	
ENSBTAG00000003565	A0AAF6DM91	
ENSBTAG00000015080	A0AAA9T764	
ENSBTAG00000008088	E1BC46	
ENSBTAG00000018324	A0A3Q1LTQ1	
ENSBTAG00000009374	G3N186	
ENSBTAG00000052071	A0AAA9SV62	
ENSBTAG00000008088	A0AAA9TAY4	
ENSBTAG00000015080	F1MVP7	
ENSBTAG00000013181	A0AAA9SH76	
ENSBTAG00000017265	A0AAA9SWW3	
ENSBTAG00000015080	A0A3Q1MM05	
ENSBTAG00000002709	F1MCZ2	
ENSBTAG00000068665		Q8HXG5
ENSBTAG00000002728	A0A3Q1LY23	
ENSBTAG00000015080	A0AAA9TZD6	
ENSBTAG00000013181	A0AAA9T3X4	
ENSBTAG00000052586	A0A3Q1LZU5	
ENSBTAG00000002709		
ENSBTAG00000002728	A0A3Q1MXM3	
ENSBTAG00000013181	A0AAA9SE26	
ENSBTAG00000015080	A0AAA9TI87	
ENSBTAG00000011759	E1BIR7	
ENSBTAG00000011759	A0AAA9TWS5	
ENSBTAG00000013181	E1BGK2	
ENSBTAG00000002728	A0AAA9TWE0	
ENSBTAG00000011759	A0AAA9T646	
ENSBTAG00000015080	A0AAA9TLA9	
ENSBTAG00000007817		A5PJP6
ENSBTAG00000015080	A0A3Q1MKM3	
ENSBTAG00000006048	A0A452DI42	
ENSBTAG00000006048	A0AAA9SPY8	
ENSBTAG00000004322	A0AAA9TRB6	
ENSBTAG00000006048	A0AAA9TR16	
ENSBTAG00000007129	A0A3Q1LZ96	
ENSBTAG00000004322		O77628
ENSBTAG00000007817		
ENSBTAG00000019953	G3X709	
ENSBTAG00000007817	A0A3Q1MRN1	
ENSBTAG00000025405	A0AAA9T7E9	
ENSBTAG00000019953	A0AAA9S4B7	
ENSBTAG00000025405		E1BD44
ENSBTAG00000002728	A0A3Q1M0A5	
ENSBTAG00000018324		
ENSBTAG00000019953		O46522
ENSBTAG00000006051	F1MZK0	
ENSBTAG00000018324	A0A3Q1NME7	
ENSBTAG00000057007	A0AAA9RVU2	
ENSBTAG00000007129	F1MH42	
ENSBTAG00000019953	A0A3Q1LFX6	
ENSBTAG00000018324	A0A3Q1M249	
ENSBTAG00000057007	A0AAA9RVU2	
ENSBTAG00000009372	A0A3Q1LNY2	
ENSBTAG00000057007	A0AAA9RVU2	
ENSBTAG00000061395	A0AAA9T1L2	
ENSBTAG00000007129	F1MYA5	
ENSBTAG00000057007	A0AAA9RVU2	
ENSBTAG00000003088	G3X6C9	
ENSBTAG00000006052	A0AAA9RXG8	
ENSBTAG00000057007	A0AAA9RVU2	
ENSBTAG00000013602	F1MTQ0	
ENSBTAG00000009372	A0AAF6ZCD9	
ENSBTAG00000057007	A0AAA9RVU2	
ENSBTAG00000018324	A0A3Q1MCZ3	
ENSBTAG00000071800		
ENSBTAG00000007129	A0A3Q1MFI4	
ENSBTAG00000002890	F1MFZ9	
ENSBTAG00000057007	A0AAA9RVU2	
ENSBTAG00000006052	A0AAA9SDK5	
ENSBTAG00000007201	A0AAA9TKV3	
ENSBTAG00000071800		
ENSBTAG00000009372	F6QA20	
ENSBTAG00000003061	A0AAA9TC95	
ENSBTAG00000007201	A0AAA9SC07	
ENSBTAG00000057007	A0AAA9RVU2	
ENSBTAG00000050233	A0AAF7ANZ1	
ENSBTAG00000057007	A0AAA9RVU2	
ENSBTAG00000018324		
ENSBTAG00000002890	A0A3Q1M366	
ENSBTAG00000040078	E1BDA2	
ENSBTAG00000006052	E1BJE0	
ENSBTAG00000057007	A0AAA9RVU2	
ENSBTAG00000007201	A0AAA9RSX4	
ENSBTAG00000050233	A0AAA9T7U4	
ENSBTAG00000002707	A0AAA9SZS5	
ENSBTAG00000007201	A0AAA9TX45	
ENSBTAG00000018189	A0AAA9SFS1	
ENSBTAG00000018189	F6R4G4	
ENSBTAG00000002890	A0A3Q1MJU5	
ENSBTAG00000003061	F1MC13	
ENSBTAG00000007201	Q2KI38	
ENSBTAG00000018324	F1MG44	
ENSBTAG00000006054	A0AAF6YPA5	
ENSBTAG00000032079	A0AAA9S1H5	
ENSBTAG00000032079	A0A3Q1LXE7	
ENSBTAG00000006054	A0A3Q1LNS3	
ENSBTAG00000032079	F1MVI4	
ENSBTAG00000068577	A0AAA9SL12	
ENSBTAG00000032079	A0AAA9TTT9	
ENSBTAG00000005749	A0AAA9STE7	
ENSBTAG00000024974	A0A3Q1NKX7	
ENSBTAG00000032079	A0AAA9TIT9	
ENSBTAG00000024974	F1MGX5	
ENSBTAG00000032079	A0AAA9TJL4	
ENSBTAG00000032079	A0AAA9S3F9	
ENSBTAG00000002707	A0AAF6DLD7	
ENSBTAG00000002890	A0A3Q1NN09	
ENSBTAG00000068577	A0AAA9TM79	
ENSBTAG00000007201	F6QST6	
ENSBTAG00000032079	A0AAA9T6N7	
ENSBTAG00000007201	A0AAA9SUT5	
ENSBTAG00000040078		
ENSBTAG00000004196	F1MGX4	
ENSBTAG00000032079	A0AAA9TRZ5	
ENSBTAG00000002707	A0A3Q1N3C7	
ENSBTAG00000003061	A0A3Q1MA79	
ENSBTAG00000068577	A0AAA9RV41	
ENSBTAG00000005749	G3X6J6	
ENSBTAG00000032079	A0AAA9SUJ5	
ENSBTAG00000007201	A0AAA9U1Y6	
ENSBTAG00000068577	A0AAA9T4G4	
ENSBTAG00000040078	A0A3Q1MBZ7	
ENSBTAG00000068577	A0AAA9TYD5	
ENSBTAG00000068577	A0AAA9SVM0	
ENSBTAG00000047652		Q29RT0
ENSBTAG00000050830	A0AAA9S636	
ENSBTAG00000050830	A0A3Q1LWX1	
ENSBTAG00000040078	A0A3Q1LL30	
ENSBTAG00000018464	A0AAA9T7L1	
ENSBTAG00000072096		
ENSBTAG00000055120	A0AAA9SL14	
ENSBTAG00000040078		
ENSBTAG00000066374	A0AAA9SV39	
ENSBTAG00000001917	Q58DB9	
ENSBTAG00000040078		
ENSBTAG00000003058	A0AAA9TE78	
ENSBTAG00000055120	A0AAA9TYU1	
ENSBTAG00000018464	E1BK60	
ENSBTAG00000055120	A0A3Q1MG10	
ENSBTAG00000002705	A0AAA9RSN4	
ENSBTAG00000003058		A1L5A6
ENSBTAG00000055120	A0AAA9SJV6	
ENSBTAG00000002705	E1BL69	
ENSBTAG00000021918		A7E2Z2
ENSBTAG00000055120	A0AAA9RZE8	
ENSBTAG00000001911	A0AAA9S3D3	
ENSBTAG00000076769	Q3T018	
ENSBTAG00000008540		A7MBE0
ENSBTAG00000055120	A0A3Q1N6J8	
ENSBTAG00000001911	A0AAA9T2M9	
ENSBTAG00000008540	A0AAA9RZ84	
ENSBTAG00000001911	A0AAA9RVL0	
ENSBTAG00000007104	E1BL01	
ENSBTAG00000001922	A0A3Q1M9N1	
ENSBTAG00000055120	A0A3Q1LLP5	
ENSBTAG00000001911	A0A3Q1LML0	
ENSBTAG00000021918	A0A3Q1M1P7	
ENSBTAG00000066837	A0A3Q1LUA7	
ENSBTAG00000001911	F1N446	
ENSBTAG00000001911	A0A3Q1N768	
ENSBTAG00000016399	A0A3Q1MPR0	
ENSBTAG00000001911	A0AAA9T1H2	
ENSBTAG00000021918	A0AAA9T602	
ENSBTAG00000016399	A0A3Q1LQ07	
ENSBTAG00000001922	Q3SZ30	
ENSBTAG00000001911	A0AAA9SB71	
ENSBTAG00000007099	F6QYT8	
ENSBTAG00000016399	F1MYH5	
ENSBTAG00000016399	A0AAA9TLT7	
ENSBTAG00000021918	A0AAA9SGT4	
ENSBTAG00000007099	A0A3Q1MCG2	
ENSBTAG00000012674	A0A3Q1MR80	
ENSBTAG00000066374	A0AAA9SCT4	
ENSBTAG00000011596	A0A3Q1MNE3	
ENSBTAG00000001922	A0AAA9SML7	
ENSBTAG00000001911	A0AAA9RTR3	
ENSBTAG00000001922	A0AAA9T6A9	
ENSBTAG00000017402	Q58DI6	
ENSBTAG00000012674	F1MVE4	
ENSBTAG00000011596		
ENSBTAG00000016399	A0A3Q1LP61	
ENSBTAG00000001911	A0AAA9TZ17	
ENSBTAG00000012253	A0AAA9TM60	
ENSBTAG00000012674	A0AAA9SNV8	
ENSBTAG00000011596	F6RS73	
ENSBTAG00000012674	A0AAA9THX0	
ENSBTAG00000007097	A0A3Q1LK65	
ENSBTAG00000017685	A0A3Q1M1M7	
ENSBTAG00000070151		
ENSBTAG00000046286	G3N0U2	
ENSBTAG00000012253	F1MXX2	
ENSBTAG00000045697	G3N2C7	
ENSBTAG00000012674	A0AAA9SYQ9	
ENSBTAG00000007097		Q8MKF1
ENSBTAG00000046286		
ENSBTAG00000017685		Q8SPJ1
ENSBTAG00000011910		Q0VD22
ENSBTAG00000070151		
ENSBTAG00000012674	A0AAA9TEZ9	
ENSBTAG00000001881	Q2KJ85	
ENSBTAG00000017402	E1BL67	
ENSBTAG00000007813	A0A3Q1LJP6	Q0VBY0
ENSBTAG00000077505	A0A3Q1MC92	
ENSBTAG00000007053	E1BD77	
ENSBTAG00000040406	A0A3Q1M257	
ENSBTAG00000007053	A0AAA9T3I2	
ENSBTAG00000014384	E1B987	
ENSBTAG00000012253	A0AAA9T8F4	
ENSBTAG00000076822	E1B8N1	
ENSBTAG00000011910	A0AAA9SIU5	
ENSBTAG00000016977	A0AAF6Z380	
ENSBTAG00000025752	F1MC10	
ENSBTAG00000031625	F1MML8	
ENSBTAG00000011910	A0A3Q1LNT5	
ENSBTAG00000014304		Q1JPA3
ENSBTAG00000009595		Q2KII6
ENSBTAG00000016764		A3KMV5
ENSBTAG00000016977		Q8MJN0
ENSBTAG00000012253	A0A3Q1MEG1	
ENSBTAG00000012004	A6QP91	
ENSBTAG00000016977	A0A3Q1NJI0	
ENSBTAG00000011910	A0A3Q1MSH3	
ENSBTAG00000016764		
ENSBTAG00000012253	A0AAA9TVE0	
ENSBTAG00000014442	F6QJ67	
ENSBTAG00000011454		Q2HJ89
ENSBTAG00000011910	A0A452DJB6	
ENSBTAG00000009703	F1MM07	
ENSBTAG00000016764	A0AAF6Z3Q2	
ENSBTAG00000011454	A0AAA9TG81	
ENSBTAG00000012253	A0AAA9T6L5	
ENSBTAG00000011790	A0A3Q1N7M9	
ENSBTAG00000012005	A0AAA9SEU0	
ENSBTAG00000014438	A0A3Q1LKY7	
ENSBTAG00000012005	A0A3Q1N1U9	
ENSBTAG00000005236	A0AAA9SUG5	
ENSBTAG00000050549	A0A3Q1M7U1	
ENSBTAG00000016764	A0AAA9TFN9	
ENSBTAG00000012005	F1MCG8	
ENSBTAG00000011459	F1MBZ1	
ENSBTAG00000010726	G5E5W1	
ENSBTAG00000005236	A0A140T858	
ENSBTAG00000014438	A0AAA9T6F5	
ENSBTAG00000011790	A0AAA9TEF0	
ENSBTAG00000016764	A0A3Q1LKR8	
ENSBTAG00000014438		Q08E31
ENSBTAG00000010726	A0AAA9SHY4	
ENSBTAG00000016764	A0AAA9SHQ7	
ENSBTAG00000011790	G3X6Y3	
ENSBTAG00000040053	A0AAA9RWG6	
ENSBTAG00000010726	A0AAA9SQG7	
ENSBTAG00000005127		
ENSBTAG00000015805	A0A3Q1M3G5	
ENSBTAG00000011790	A0AAA9SQC7	
ENSBTAG00000002289	E1BDZ4	
ENSBTAG00000010726	A0AAA9T1E8	
ENSBTAG00000005127		Q3ZBG0
ENSBTAG00000005127	A0AAA9T2V6	
ENSBTAG00000002289	A0A3Q1LRH3	
ENSBTAG00000015805	F1MXV4	
ENSBTAG00000040053	F1N2G0	
ENSBTAG00000011788	G3X6Y2	
ENSBTAG00000016769	A0A3Q1MD82	
ENSBTAG00000033167	A0AAA9SDX5	
ENSBTAG00000033167	A0AAA9SDX5	
ENSBTAG00000021558	A0AAA9SZ46	
ENSBTAG00000016740	A0A3Q1LSB6	
ENSBTAG00000015220	F1MXK6	
ENSBTAG00000025385	A0AAF6YQW5	
ENSBTAG00000016769	A0AAA9U121	
ENSBTAG00000021558	E1BEY9	
ENSBTAG00000021558	A0AAA9SSV5	
ENSBTAG00000016740		Q32PF2
ENSBTAG00000021558	A0AAA9TAP4	
ENSBTAG00000015220	A0AAA9SX44	
ENSBTAG00000003564	A0A452DI25	
ENSBTAG00000033167	G3X7W1	
ENSBTAG00000016769	A0AAA9T819	
ENSBTAG00000016740	A0A3Q1MQZ2	
ENSBTAG00000003564	A0A3Q1N2E0	
ENSBTAG00000047991	F1MMS1	
ENSBTAG00000015220	A0AAA9SU44	
ENSBTAG00000016769	F6RWA2	
ENSBTAG00000013046	A0AAF6YYI2	
ENSBTAG00000016740	A0AAA9TMU9	
ENSBTAG00000013046	A0A3Q1NH38	
ENSBTAG00000015220	A0AAA9T5U0	
ENSBTAG00000015220	A0AAA9T9T2	
ENSBTAG00000013698		A5PK42
ENSBTAG00000015655	A0A3Q1M4W6	
ENSBTAG00000016769	A0AAA9TU05	
ENSBTAG00000015655	A0AAA9S0U3	
ENSBTAG00000013046	A0AAA9T5H0	
ENSBTAG00000016769	A0AAA9T036	
ENSBTAG00000002826	A0A3Q1M4G6	
ENSBTAG00000025762	A0AAA9TS26	P06623
ENSBTAG00000013045	G3X717	
ENSBTAG00000015655	A0A3Q1MU04	
ENSBTAG00000002826	A0A3Q1LF69	
ENSBTAG00000015655	F6R6E5	
ENSBTAG00000038292	A0AAA9TR68	
ENSBTAG00000014189	A0A3Q1MFC7	
ENSBTAG00000038292	A0AAA9TR68	
ENSBTAG00000038292	F1MQN2	
ENSBTAG00000014189	A0A3Q1LTJ9	
ENSBTAG00000015628		Q0VD19
ENSBTAG00000002654	A0AAA9T3B7	
ENSBTAG00000014189	A0AAA9SM95	
ENSBTAG00000015058	A0AAA9SQX3	
ENSBTAG00000014095	F6QXC3	
ENSBTAG00000016772	A1L506	
ENSBTAG00000016772	A0AAF6DLM6	
ENSBTAG00000002377	A0A452DHV9	
ENSBTAG00000005816	Q58DC4	
ENSBTAG00000014189	A0A3Q1MTV8	
ENSBTAG00000014095	A0AAA9SKB6	
ENSBTAG00000014095	A0AAA9SE91	
ENSBTAG00000014095	A0AAA9SSH3	
ENSBTAG00000014189	A0A3Q1MLW7	
ENSBTAG00000017801	A0A3Q1MUT5	
ENSBTAG00000002654	F1N7H0	
ENSBTAG00000002377		Q5E9K0
ENSBTAG00000005356	A0AAA9SAK4	
ENSBTAG00000015058	F1MW29	
ENSBTAG00000014189	F1MM21	
ENSBTAG00000002654	A0AAA9TGS0	
ENSBTAG00000014189	A0AAA9SVA7	
