hsa	ocu
hsa0000192031	ocu0000156214
hsa0000192032	ocu0000156215
hsa0000192033	ocu0000156216
hsa0000192035	ocu0000156218
hsa0000192037	ocu0000156220
hsa0000192039	ocu0000156222
hsa0000192041	ocu0000156224
hsa0000192042	ocu0000156225
hsa0000192044	ocu0000156227
hsa0000192046	ocu0000156229
hsa0000192047	ocu0000156230
hsa0000192048	ocu0000156231
hsa0000192049	ocu0000156232
hsa0000192059	ocu0000160281
hsa0000192063	ocu0000160283
hsa0000192064	ocu0000160284
hsa0000192065	ocu0000160286
hsa0000192066	ocu0000156212
hsa0000192067	ocu0000083476
hsa0000192068	ocu0000083477
hsa0000192083	ocu0000083026
hsa0000192085	ocu0000083028
hsa0000192086	ocu0000084201
hsa0000192088	ocu0000084203
hsa0000192089	ocu0000084204
hsa0000192091	ocu0000084207
hsa0000192093	ocu0000084210
hsa0000192094	ocu0000084212
hsa0000192096	ocu0000084215
hsa0000192100	ocu0000084218
hsa0000192106	ocu0000084220
hsa0000192110	ocu0000084224
hsa0000192111	ocu0000084225
hsa0000192114	ocu0000084228
hsa0000192116	ocu0000084230
hsa0000192117	ocu0000084231
hsa0000192121	ocu0000084235
hsa0000192122	ocu0000084236
hsa0000192123	ocu0000084237
hsa0000192125	ocu0000084239
hsa0000192126	ocu0000084240
hsa0000192136	ocu0000084280
hsa0000192146	ocu0000084290
hsa0000192154	ocu0000084295
hsa0000192162	ocu0000084302
hsa0000192163	ocu0000084303
hsa0000192166	ocu0000084306
hsa0000192169	ocu0000085668
hsa0000192174	ocu0000085671
hsa0000192175	ocu0000085672
hsa0000192178	ocu0000085707
hsa0000192179	ocu0000085708
hsa0000192182	ocu0000085710
hsa0000192189	ocu0000085717
hsa0000192199	ocu0000085783
hsa0000192200	ocu0000085784
hsa0000192201	ocu0000085785
hsa0000192202	ocu0000085786
hsa0000192203	ocu0000085787
hsa0000192207	ocu0000085791
hsa0000192208	ocu0000085792
hsa0000192211	ocu0000085877
hsa0000192213	ocu0000085879
hsa0000192214	ocu0000085880
hsa0000192216	ocu0000085882
hsa0000192218	ocu0000085883
hsa0000192220	ocu0000085885
hsa0000192223	ocu0000085887
hsa0000192231	ocu0000085895
hsa0000192233	ocu0000085897
hsa0000192238	ocu0000085902
hsa0000192239	ocu0000085903
hsa0000192240	ocu0000085904
hsa0000192241	ocu0000085905
hsa0000192246	ocu0000085909
hsa0000192247	ocu0000085910
hsa0000192248	ocu0000085911
hsa0000192249	ocu0000085912
hsa0000192253	ocu0000086049
hsa0000192274	ocu0000201206
hsa0000192279	ocu0000087602
hsa0000192280	ocu0000087603
hsa0000192281	ocu0000087604
hsa0000192283	ocu0000087606
hsa0000192284	ocu0000087607
hsa0000192288	ocu0000156273
hsa0000192290	ocu0000156275
hsa0000192291	ocu0000156276
hsa0000192294	ocu0000190422
hsa0000192298	ocu0000157946
hsa0000192300	ocu0000157948
hsa0000192301	ocu0000157949
hsa0000192302	ocu0000157950
hsa0000192305	ocu0000082693
hsa0000192306	ocu0000082694
hsa0000192307	ocu0000082694
hsa0000192308	ocu0000082695
hsa0000192310	ocu0000082697
hsa0000192311	ocu0000082698
hsa0000192313	ocu0000082700
hsa0000192314	ocu0000084166
hsa0000192315	ocu0000084167
hsa0000192316	ocu0000084168
hsa0000192319	ocu0000084171
hsa0000192321	ocu0000084173
hsa0000192322	ocu0000084173
hsa0000192324	ocu0000166295
hsa0000192325	ocu0000166296
hsa0000192328	ocu0000166299
hsa0000192336	ocu0000158035
hsa0000192337	ocu0000158036
hsa0000192344	ocu0000158042
hsa0000192346	ocu0000158043
hsa0000192348	ocu0000158044
hsa0000192351	ocu0000158047
hsa0000192356	ocu0000158050
hsa0000192357	ocu0000158051
hsa0000192359	ocu0000158053
hsa0000192360	ocu0000158054
hsa0000192362	ocu0000158057
hsa0000192363	ocu0000156022
hsa0000192364	ocu0000156023
hsa0000192371	ocu0000156027
hsa0000192376	ocu0000156033
hsa0000192378	ocu0000156035
hsa0000192379	ocu0000156037
hsa0000192380	ocu0000156038
hsa0000192383	ocu0000156040
hsa0000192386	ocu0000156042
hsa0000192392	ocu0000156045
hsa0000192396	ocu0000156047
hsa0000192402	ocu0000157748
hsa0000192404	ocu0000157749
hsa0000192405	ocu0000157750
hsa0000192412	ocu0000157755
hsa0000192413	ocu0000157756
hsa0000192415	ocu0000157758
hsa0000192417	ocu0000157760
hsa0000192420	ocu0000157763
hsa0000192421	ocu0000157763
hsa0000192422	ocu0000157764
hsa0000192423	ocu0000157765
hsa0000192425	ocu0000157767
hsa0000192426	ocu0000157768
hsa0000192427	ocu0000157768
hsa0000192428	ocu0000157769
hsa0000192430	ocu0000157771
hsa0000192490	ocu0000088135
hsa0000192492	ocu0000088136
hsa0000192514	ocu0000157967
hsa0000192515	ocu0000157967
hsa0000192515	ocu0000157968
hsa0000192518	ocu0000157970
hsa0000192523	ocu0000157972
hsa0000192525	ocu0000157973
hsa0000192527	ocu0000157974
hsa0000192528	ocu0000157974
hsa0000192543	ocu0000199551
hsa0000192544	ocu0000199551
hsa0000192549	ocu0000082720
hsa0000192552	ocu0000082723
hsa0000192555	ocu0000082726
hsa0000192560	ocu0000082729
hsa0000192563	ocu0000082732
hsa0000192571	ocu0000082737
hsa0000192574	ocu0000082739
hsa0000192575	ocu0000082740
hsa0000192577	ocu0000082742
hsa0000192578	ocu0000082743
hsa0000192592	ocu0000082753
hsa0000192596	ocu0000156288
hsa0000192598	ocu0000156289
hsa0000192600	ocu0000156291
hsa0000192610	ocu0000087307
hsa0000192611	ocu0000087308
hsa0000192617	ocu0000087314
hsa0000192619	ocu0000087316
hsa0000192622	ocu0000087319
hsa0000192630	ocu0000087327
hsa0000192637	ocu0000087676
hsa0000192638	ocu0000087677
hsa0000192639	ocu0000087678
hsa0000192640	ocu0000087679
hsa0000192643	ocu0000087711
hsa0000192644	ocu0000087712
hsa0000192645	ocu0000155849
hsa0000192646	ocu0000155850
hsa0000192647	ocu0000155851
hsa0000192656	ocu0000155857
hsa0000192661	ocu0000155865
hsa0000192665	ocu0000155869
hsa0000192668	ocu0000155871
hsa0000192669	ocu0000155872
hsa0000192672	ocu0000155874
hsa0000192685	ocu0000166239
hsa0000192686	ocu0000166240
hsa0000192688	ocu0000166241
hsa0000192691	ocu0000166243
hsa0000192692	ocu0000166244
hsa0000192693	ocu0000166245
hsa0000192696	ocu0000166258
hsa0000192703	ocu0000166263
hsa0000192707	ocu0000166272
hsa0000192709	ocu0000086642
hsa0000192714	ocu0000086646
hsa0000192717	ocu0000086649
hsa0000192719	ocu0000086650
hsa0000192724	ocu0000086655
hsa0000192726	ocu0000086657
hsa0000192730	ocu0000086660
hsa0000192733	ocu0000086661
hsa0000192734	ocu0000086662
hsa0000192735	ocu0000086663
hsa0000192736	ocu0000086664
hsa0000192738	ocu0000086665
hsa0000192739	ocu0000086666
hsa0000192740	ocu0000086667
hsa0000192761	ocu0000087954
hsa0000192778	ocu0000087964
hsa0000192805	ocu0000087985
hsa0000192806	ocu0000087986
hsa0000192817	ocu0000087997
hsa0000192820	ocu0000088000
hsa0000192825	ocu0000088004
hsa0000192828	ocu0000157983
hsa0000192835	ocu0000160409
hsa0000192839	ocu0000160411
hsa0000192845	ocu0000160416
hsa0000192846	ocu0000160417
hsa0000192847	ocu0000160418
hsa0000192848	ocu0000160419
hsa0000192849	ocu0000160420
hsa0000192850	ocu0000160421
hsa0000192851	ocu0000160422
hsa0000192852	ocu0000160423
hsa0000192854	ocu0000160425
hsa0000192855	ocu0000160426
hsa0000192863	ocu0000082622
hsa0000192863	ocu0000082621
hsa0000192864	ocu0000082621
hsa0000192864	ocu0000082622
hsa0000192876	ocu0000082629
hsa0000192892	ocu0000166252
hsa0000192898	ocu0000084128
hsa0000192899	ocu0000084129
hsa0000192902	ocu0000084130
hsa0000192903	ocu0000084131
hsa0000192905	ocu0000084132
hsa0000192906	ocu0000084133
hsa0000192907	ocu0000084134
hsa0000192908	ocu0000084135
hsa0000192909	ocu0000084135
hsa0000192911	ocu0000084119
hsa0000192913	ocu0000084121
hsa0000192915	ocu0000084123
hsa0000192916	ocu0000084124
hsa0000192917	ocu0000084125
hsa0000192918	ocu0000084126
hsa0000192919	ocu0000084127
hsa0000192920	ocu0000086717
hsa0000192921	ocu0000086717
hsa0000192922	ocu0000086722
hsa0000192924	ocu0000086723
hsa0000192926	ocu0000086724
hsa0000192927	ocu0000155835
hsa0000192928	ocu0000155836
hsa0000192931	ocu0000155837
hsa0000192932	ocu0000155838
hsa0000192935	ocu0000155841
hsa0000192936	ocu0000155842
hsa0000192937	ocu0000155843
hsa0000192939	ocu0000116572
hsa0000192946	ocu0000087526
hsa0000192947	ocu0000087527
hsa0000192948	ocu0000087528
hsa0000192951	ocu0000158070
hsa0000192953	ocu0000158071
hsa0000192954	ocu0000158072
hsa0000192956	ocu0000158074
hsa0000192957	ocu0000158075
hsa0000192966	ocu0000158081
hsa0000192967	ocu0000158082
hsa0000192983	ocu0000112001
hsa0000192993	ocu0000117155
hsa0000192997	ocu0000117157
hsa0000193002	ocu0000117160
hsa0000193005	ocu0000117162
hsa0000193006	ocu0000117163
hsa0000193016	ocu0000111486
hsa0000193019	ocu0000111488
hsa0000193024	ocu0000111489
hsa0000193025	ocu0000111490
hsa0000193026	ocu0000111491
hsa0000193027	ocu0000111492
hsa0000193030	ocu0000111495
hsa0000193031	ocu0000111496
hsa0000193032	ocu0000111497
hsa0000193047	ocu0000147063
hsa0000193051	ocu0000147065
hsa0000193063	ocu0000147190
hsa0000193064	ocu0000147191
hsa0000193065	ocu0000147381
hsa0000193066	ocu0000147382
hsa0000193068	ocu0000147383
hsa0000193069	ocu0000147384
hsa0000193070	ocu0000147385
hsa0000193071	ocu0000147386
hsa0000193074	ocu0000147389
hsa0000193075	ocu0000147390
hsa0000193078	ocu0000147392
hsa0000193079	ocu0000147393
hsa0000193082	ocu0000114277
hsa0000193083	ocu0000114278
hsa0000193084	ocu0000114279
hsa0000193088	ocu0000114283
hsa0000193089	ocu0000114284
hsa0000193090	ocu0000114285
hsa0000193091	ocu0000185608
hsa0000193094	ocu0000185610
hsa0000193098	ocu0000147168
hsa0000193105	ocu0000147172
hsa0000193110	ocu0000147176
hsa0000193116	ocu0000147182
hsa0000193119	ocu0000147184
hsa0000193122	ocu0000147188
hsa0000193123	ocu0000147189
hsa0000193133	ocu0000147137
hsa0000193137	ocu0000147137
hsa0000193138	ocu0000147139
hsa0000193139	ocu0000147139
hsa0000193142	ocu0000147141
hsa0000193170	ocu0000147123
hsa0000193178	ocu0000147127
hsa0000193183	ocu0000169877
hsa0000193185	ocu0000169881
hsa0000193186	ocu0000169882
hsa0000193187	ocu0000169883
hsa0000193188	ocu0000169884
hsa0000193189	ocu0000169885
hsa0000193190	ocu0000169886
hsa0000193191	ocu0000169887
hsa0000193192	ocu0000169888
hsa0000193193	ocu0000169888
hsa0000193195	ocu0000169889
hsa0000193197	ocu0000169891
hsa0000193198	ocu0000169892
hsa0000193200	ocu0000169894
hsa0000193204	ocu0000169898
hsa0000193205	ocu0000169899
hsa0000193208	ocu0000169901
hsa0000193210	ocu0000169902
hsa0000193211	ocu0000169903
hsa0000193213	ocu0000169904
hsa0000193214	ocu0000169905
hsa0000193216	ocu0000169907
hsa0000193217	ocu0000169867
hsa0000193218	ocu0000169868
hsa0000193222	ocu0000169871
hsa0000193223	ocu0000169872
hsa0000193224	ocu0000169873
hsa0000193226	ocu0000147379
hsa0000193227	ocu0000147380
hsa0000193229	ocu0000147194
hsa0000193230	ocu0000147195
hsa0000193231	ocu0000147196
hsa0000193232	ocu0000147196
hsa0000193233	ocu0000147197
hsa0000193234	ocu0000147198
hsa0000193241	ocu0000185616
hsa0000193241	ocu0000149071
hsa0000193257	ocu0000147378
hsa0000193259	ocu0000115229
hsa0000193261	ocu0000147329
hsa0000193264	ocu0000147332
hsa0000193265	ocu0000147333
hsa0000193266	ocu0000147334
hsa0000193267	ocu0000147335
hsa0000193268	ocu0000147336
hsa0000193269	ocu0000147337
hsa0000193270	ocu0000147338
hsa0000193273	ocu0000147341
hsa0000193274	ocu0000169988
hsa0000193275	ocu0000169989
hsa0000193277	ocu0000169991
hsa0000193286	ocu0000119102
hsa0000193291	ocu0000169994
hsa0000193294	ocu0000169997
hsa0000193301	ocu0000170004
hsa0000193302	ocu0000170005
hsa0000193304	ocu0000149129
hsa0000193307	ocu0000149134
hsa0000193308	ocu0000149135
hsa0000193313	ocu0000149140
hsa0000193318	ocu0000149145
hsa0000193323	ocu0000149150
hsa0000193326	ocu0000149152
hsa0000193330	ocu0000149156
hsa0000193331	ocu0000149156
hsa0000193337	ocu0000149162
hsa0000193338	ocu0000149163
hsa0000193341	ocu0000149164
hsa0000193342	ocu0000149165
hsa0000193345	ocu0000147049
hsa0000193348	ocu0000147051
hsa0000193354	ocu0000148767
hsa0000193361	ocu0000148769
hsa0000193369	ocu0000148773
hsa0000193379	ocu0000115974
hsa0000193384	ocu0000115977
hsa0000193386	ocu0000115978
hsa0000193387	ocu0000115980
hsa0000193388	ocu0000115981
hsa0000193389	ocu0000115982
hsa0000193390	ocu0000116156
hsa0000193393	ocu0000116158
hsa0000193395	ocu0000116159
hsa0000193399	ocu0000116161
hsa0000193400	ocu0000116162
hsa0000193402	ocu0000114559
hsa0000193403	ocu0000114559
hsa0000193409	ocu0000114560
hsa0000193414	ocu0000169982
hsa0000193416	ocu0000169983
hsa0000193417	ocu0000169983
hsa0000193418	ocu0000169984
hsa0000193419	ocu0000169984
hsa0000193421	ocu0000169986
hsa0000193422	ocu0000169987
hsa0000193429	ocu0000148987
hsa0000193430	ocu0000148988
hsa0000193431	ocu0000148989
hsa0000193433	ocu0000148990
hsa0000193434	ocu0000148990
hsa0000193435	ocu0000148991
hsa0000193436	ocu0000148992
hsa0000193437	ocu0000148993
hsa0000193439	ocu0000148994
hsa0000193442	ocu0000148997
hsa0000193443	ocu0000116089
hsa0000193445	ocu0000116090
hsa0000193446	ocu0000116090
hsa0000193449	ocu0000116092
hsa0000193451	ocu0000147743
hsa0000193452	ocu0000147744
hsa0000193454	ocu0000147746
hsa0000193457	ocu0000147748
hsa0000193458	ocu0000147749
hsa0000193461	ocu0000147751
hsa0000193462	ocu0000147752
hsa0000193468	ocu0000147758
hsa0000193482	ocu0000148727
hsa0000193484	ocu0000148728
hsa0000193485	ocu0000148729
hsa0000193486	ocu0000148730
hsa0000193488	ocu0000148732
hsa0000193490	ocu0000148734
hsa0000193497	ocu0000148741
hsa0000193498	ocu0000148742
hsa0000193501	ocu0000148743
hsa0000193502	ocu0000148745
hsa0000193505	ocu0000147132
hsa0000193506	ocu0000147133
hsa0000193507	ocu0000147134
hsa0000193509	ocu0000112391
hsa0000193510	ocu0000112392
hsa0000193511	ocu0000112392
hsa0000193512	ocu0000112393
hsa0000193518	ocu0000112880
hsa0000193519	ocu0000112881
hsa0000193520	ocu0000112881
hsa0000193523	ocu0000112883
hsa0000193524	ocu0000112884
hsa0000193525	ocu0000112886
hsa0000193529	ocu0000118108
hsa0000193530	ocu0000118109
hsa0000193537	ocu0000118113
hsa0000193538	ocu0000118114
hsa0000193539	ocu0000118115
hsa0000193540	ocu0000118116
hsa0000193541	ocu0000118117
hsa0000193542	ocu0000118120
hsa0000193544	ocu0000118121
hsa0000193546	ocu0000118122
hsa0000193548	ocu0000117755
hsa0000193551	ocu0000147093
hsa0000193559	ocu0000147097
hsa0000193562	ocu0000147100
hsa0000193565	ocu0000147102
hsa0000193568	ocu0000147105
hsa0000193574	ocu0000147110
hsa0000193575	ocu0000147110
hsa0000193579	ocu0000147113
hsa0000193589	ocu0000116201
hsa0000193591	ocu0000116203
hsa0000193592	ocu0000116204
hsa0000193599	ocu0000148232
hsa0000193600	ocu0000148233
hsa0000193604	ocu0000148234
hsa0000193605	ocu0000148235
hsa0000193608	ocu0000148237
hsa0000193633	ocu0000170499
hsa0000193634	ocu0000170499
hsa0000193635	ocu0000170500
hsa0000193636	ocu0000170501
hsa0000193663	ocu0000175173
hsa0000193664	ocu0000175174
hsa0000193665	ocu0000175175
hsa0000193666	ocu0000175176
hsa0000193667	ocu0000175177
hsa0000193668	ocu0000175178
hsa0000193670	ocu0000175179
hsa0000193671	ocu0000175180
hsa0000193673	ocu0000175182
hsa0000193674	ocu0000175183
hsa0000193676	ocu0000175185
hsa0000193678	ocu0000175187
hsa0000193680	ocu0000175189
hsa0000193683	ocu0000175192
hsa0000193691	ocu0000175200
hsa0000193694	ocu0000175203
hsa0000193698	ocu0000175207
hsa0000193712	ocu0000148178
hsa0000193717	ocu0000148181
hsa0000193721	ocu0000148185
hsa0000193725	ocu0000148188
hsa0000193738	ocu0000175225
hsa0000193745	ocu0000175232
hsa0000193761	ocu0000147813
hsa0000193774	ocu0000115733
hsa0000193775	ocu0000115734
hsa0000193777	ocu0000115735
hsa0000193778	ocu0000115736
hsa0000193779	ocu0000115737
hsa0000193782	ocu0000115739
hsa0000193784	ocu0000115741
hsa0000193821	ocu0000147824
hsa0000193822	ocu0000147825
hsa0000193829	ocu0000172134
hsa0000193830	ocu0000172135
hsa0000193833	ocu0000172137
hsa0000193836	ocu0000172139
hsa0000193853	ocu0000172148
hsa0000193863	ocu0000172157
hsa0000193882	ocu0000148193
hsa0000193887	ocu0000148196
hsa0000193895	ocu0000148200
hsa0000193898	ocu0000148203
hsa0000193899	ocu0000148204
hsa0000193900	ocu0000148205
hsa0000193902	ocu0000148206
hsa0000193903	ocu0000148207
hsa0000193905	ocu0000148208
hsa0000193911	ocu0000148210
hsa0000193912	ocu0000148211
hsa0000193916	ocu0000148172
hsa0000193917	ocu0000148172
hsa0000193920	ocu0000148305
hsa0000193921	ocu0000148306
hsa0000193941	ocu0000148320
hsa0000193945	ocu0000148323
hsa0000193946	ocu0000148324
hsa0000193948	ocu0000148327
hsa0000193959	ocu0000114886
hsa0000193966	ocu0000116213
hsa0000193967	ocu0000116214
hsa0000193968	ocu0000116214
hsa0000193969	ocu0000116214
hsa0000193978	ocu0000116219
hsa0000193983	ocu0000116222
hsa0000193992	ocu0000115476
hsa0000193993	ocu0000115477
hsa0000193994	ocu0000115478
hsa0000193995	ocu0000115479
hsa0000193997	ocu0000115481
hsa0000193998	ocu0000115482
hsa0000193999	ocu0000115483
hsa0000194000	ocu0000115484
hsa0000194001	ocu0000115485
hsa0000194005	ocu0000115488
hsa0000194008	ocu0000115491
hsa0000194014	ocu0000115494
hsa0000194023	ocu0000115501
hsa0000194027	ocu0000115504
hsa0000194032	ocu0000115507
hsa0000194034	ocu0000115508
hsa0000194036	ocu0000115510
hsa0000194037	ocu0000115511
hsa0000194042	ocu0000115514
hsa0000194060	ocu0000148340
hsa0000194112	ocu0000112155
hsa0000194114	ocu0000112156
hsa0000194124	ocu0000112210
hsa0000194127	ocu0000112212
hsa0000194129	ocu0000112214
hsa0000194134	ocu0000112546
hsa0000194135	ocu0000112547
hsa0000194137	ocu0000112548
hsa0000194143	ocu0000112590
hsa0000194145	ocu0000112591
hsa0000194146	ocu0000112591
hsa0000194148	ocu0000112596
hsa0000194163	ocu0000112602
hsa0000194165	ocu0000112603
hsa0000194166	ocu0000112603
hsa0000194167	ocu0000112603
hsa0000194169	ocu0000112604
hsa0000194170	ocu0000112605
hsa0000194172	ocu0000112606
hsa0000194176	ocu0000112993
hsa0000194178	ocu0000112995
hsa0000194179	ocu0000112995
hsa0000194181	ocu0000112996
hsa0000194182	ocu0000112996
hsa0000194186	ocu0000112997
hsa0000194189	ocu0000112998
hsa0000194195	ocu0000113000
hsa0000194197	ocu0000113001
hsa0000194198	ocu0000113001
hsa0000194199	ocu0000113002
hsa0000194200	ocu0000113002
hsa0000194207	ocu0000113005
hsa0000194208	ocu0000113005
hsa0000194211	ocu0000113007
hsa0000194214	ocu0000113009
hsa0000194232	ocu0000113362
hsa0000194235	ocu0000113363
hsa0000194238	ocu0000113366
hsa0000194240	ocu0000113367
hsa0000194245	ocu0000113387
hsa0000194250	ocu0000113388
hsa0000194252	ocu0000113486
hsa0000194253	ocu0000114466
hsa0000194258	ocu0000114545
hsa0000194264	ocu0000114549
hsa0000194265	ocu0000114550
hsa0000194266	ocu0000114551
hsa0000194268	ocu0000114553
hsa0000194271	ocu0000115322
hsa0000194272	ocu0000115323
hsa0000194287	ocu0000116549
hsa0000194290	ocu0000116550
hsa0000194296	ocu0000119027
hsa0000194300	ocu0000119051
hsa0000194301	ocu0000119052
hsa0000194319	ocu0000119064
hsa0000194322	ocu0000119066
hsa0000194356	ocu0000147802
hsa0000194359	ocu0000147769
hsa0000194364	ocu0000147772
hsa0000194366	ocu0000147773
hsa0000194367	ocu0000147775
hsa0000194369	ocu0000147777
hsa0000194385	ocu0000147709
hsa0000194386	ocu0000147709
hsa0000194387	ocu0000147710
hsa0000194390	ocu0000147711
hsa0000194392	ocu0000147712
hsa0000194402	ocu0000147719
hsa0000194403	ocu0000147720
hsa0000194404	ocu0000147720
hsa0000194412	ocu0000148046
hsa0000194436	ocu0000147983
hsa0000194441	ocu0000147986
hsa0000194442	ocu0000147987
hsa0000194444	ocu0000117168
hsa0000194447	ocu0000117169
hsa0000194450	ocu0000117170
hsa0000194452	ocu0000117171
hsa0000194454	ocu0000117174
hsa0000194455	ocu0000117175
hsa0000194457	ocu0000118955
hsa0000194472	ocu0000118971
hsa0000194473	ocu0000118972
hsa0000194487	ocu0000118758
hsa0000194490	ocu0000118762
hsa0000194498	ocu0000148890
hsa0000194498	ocu0000148891
hsa0000194500	ocu0000148890
hsa0000194500	ocu0000148891
hsa0000194502	ocu0000148892
hsa0000194505	ocu0000148894
hsa0000194509	ocu0000148897
hsa0000194514	ocu0000148901
hsa0000194515	ocu0000148902
hsa0000194519	ocu0000148876
hsa0000194527	ocu0000148882
hsa0000194537	ocu0000148850
hsa0000194545	ocu0000148825
hsa0000194546	ocu0000148826
hsa0000194549	ocu0000148828
hsa0000194552	ocu0000148829
hsa0000194558	ocu0000148780
hsa0000194564	ocu0000148783
hsa0000194570	ocu0000148787
hsa0000194571	ocu0000148787
hsa0000194571	ocu0000148788
hsa0000194593	ocu0000148701
hsa0000194594	ocu0000148702
hsa0000194624	ocu0000114697
hsa0000194625	ocu0000114698
hsa0000194626	ocu0000114699
hsa0000194628	ocu0000114700
hsa0000194629	ocu0000114700
hsa0000194631	ocu0000115011
hsa0000194632	ocu0000115012
hsa0000194633	ocu0000115013
hsa0000194634	ocu0000115014
hsa0000194639	ocu0000115021
hsa0000194640	ocu0000115022
hsa0000194641	ocu0000115023
hsa0000194643	ocu0000115024
hsa0000194646	ocu0000115127
hsa0000194647	ocu0000115128
hsa0000194648	ocu0000115129
hsa0000194651	ocu0000115131
hsa0000194652	ocu0000115132
hsa0000194653	ocu0000115133
hsa0000194654	ocu0000115134
hsa0000194655	ocu0000115135
hsa0000194656	ocu0000115136
hsa0000194657	ocu0000115136
hsa0000194658	ocu0000115137
hsa0000194660	ocu0000115138
hsa0000194661	ocu0000115139
hsa0000194662	ocu0000115140
hsa0000194663	ocu0000115141
hsa0000194664	ocu0000115142
hsa0000194665	ocu0000115143
hsa0000194669	ocu0000115147
hsa0000194670	ocu0000115148
hsa0000194673	ocu0000112494
hsa0000194676	ocu0000112496
hsa0000194677	ocu0000112497
hsa0000194680	ocu0000112499
hsa0000194681	ocu0000112500
hsa0000194682	ocu0000112500
hsa0000194690	ocu0000112505
hsa0000194691	ocu0000112505
hsa0000194694	ocu0000112508
hsa0000194696	ocu0000119178
hsa0000194726	ocu0000148023
hsa0000194727	ocu0000148024
hsa0000194730	ocu0000148026
hsa0000194731	ocu0000148027
hsa0000194732	ocu0000148028
hsa0000194734	ocu0000148029
hsa0000194736	ocu0000148031
hsa0000194737	ocu0000148032
hsa0000194738	ocu0000148033
hsa0000194739	ocu0000148034
hsa0000194756	ocu0000119240
hsa0000194757	ocu0000111768
hsa0000194758	ocu0000111786
hsa0000194764	ocu0000111819
hsa0000194767	ocu0000111821
hsa0000194769	ocu0000111823
hsa0000194771	ocu0000111825
hsa0000194781	ocu0000112433
hsa0000194783	ocu0000112435
hsa0000194794	ocu0000112449
hsa0000194798	ocu0000112453
hsa0000194799	ocu0000112454
hsa0000194801	ocu0000112456
hsa0000194803	ocu0000112457
hsa0000194805	ocu0000112458
hsa0000194810	ocu0000112465
hsa0000194812	ocu0000112468
hsa0000194823	ocu0000112475
hsa0000194843	ocu0000116206
hsa0000194844	ocu0000116206
hsa0000194850	ocu0000116284
hsa0000194851	ocu0000116284
hsa0000194856	ocu0000116287
hsa0000194857	ocu0000116288
hsa0000194858	ocu0000116289
hsa0000194860	ocu0000116291
hsa0000194868	ocu0000116583
hsa0000194876	ocu0000116585
hsa0000194894	ocu0000118152
hsa0000194897	ocu0000118154
hsa0000194898	ocu0000119094
hsa0000194899	ocu0000119094
hsa0000194904	ocu0000119096
hsa0000194912	ocu0000119111
hsa0000194914	ocu0000119112
hsa0000194918	ocu0000119114
hsa0000194922	ocu0000119117
hsa0000194928	ocu0000119123
hsa0000194931	ocu0000119126
hsa0000194932	ocu0000119127
hsa0000194933	ocu0000119128
hsa0000194935	ocu0000119130
hsa0000194940	ocu0000111596
hsa0000194950	ocu0000111599
hsa0000194951	ocu0000111600
hsa0000194954	ocu0000112629
hsa0000194956	ocu0000112630
hsa0000194959	ocu0000112631
hsa0000194960	ocu0000112632
hsa0000194961	ocu0000112633
hsa0000194962	ocu0000112634
hsa0000194963	ocu0000112635
hsa0000194964	ocu0000112636
hsa0000194967	ocu0000112639
hsa0000194969	ocu0000112641
hsa0000194970	ocu0000112642
hsa0000194971	ocu0000112643
hsa0000194972	ocu0000112644
hsa0000194973	ocu0000112645
hsa0000194974	ocu0000112646
hsa0000194975	ocu0000112647
hsa0000194976	ocu0000112648
hsa0000194977	ocu0000112649
hsa0000194979	ocu0000112651
hsa0000194980	ocu0000112652
hsa0000194982	ocu0000112654
hsa0000194985	ocu0000170332
hsa0000194986	ocu0000170334
hsa0000194987	ocu0000170335
hsa0000195012	ocu0000170285
hsa0000195024	ocu0000148557
hsa0000195025	ocu0000148558
hsa0000195026	ocu0000148558
hsa0000195028	ocu0000148560
hsa0000195070	ocu0000148637
hsa0000195076	ocu0000148639
hsa0000195081	ocu0000148640
hsa0000195082	ocu0000148640
hsa0000195084	ocu0000148641
hsa0000195087	ocu0000148642
hsa0000195088	ocu0000148643
hsa0000195091	ocu0000148644
hsa0000195093	ocu0000148647
hsa0000195095	ocu0000148648
hsa0000195096	ocu0000148648
hsa0000195099	ocu0000148650
hsa0000195106	ocu0000148359
hsa0000195111	ocu0000148361
hsa0000195122	ocu0000148367
hsa0000195124	ocu0000148368
hsa0000195125	ocu0000148369
hsa0000195126	ocu0000148370
hsa0000195127	ocu0000148371
hsa0000195128	ocu0000148372
hsa0000195183	ocu0000115057
hsa0000195184	ocu0000115058
hsa0000195185	ocu0000115059
hsa0000195188	ocu0000115062
hsa0000195191	ocu0000187872
hsa0000195192	ocu0000187874
hsa0000195197	ocu0000187877
hsa0000195198	ocu0000187878
hsa0000195214	ocu0000111481
hsa0000195216	ocu0000112388
hsa0000195217	ocu0000112389
hsa0000195218	ocu0000112389
hsa0000195224	ocu0000112399
hsa0000195225	ocu0000112400
hsa0000195227	ocu0000112401
hsa0000195231	ocu0000112402
hsa0000195232	ocu0000112402
hsa0000195234	ocu0000112403
hsa0000195235	ocu0000112405
hsa0000195235	ocu0000112404
hsa0000195238	ocu0000112408
hsa0000195240	ocu0000112410
hsa0000195245	ocu0000112551
hsa0000195259	ocu0000112554
hsa0000195267	ocu0000112556
hsa0000195269	ocu0000112557
hsa0000195273	ocu0000112560
hsa0000195274	ocu0000112561
hsa0000195275	ocu0000112562
hsa0000195277	ocu0000112564
