Gene stable ID	UniProtKB/Swiss-Prot ID
ENSRNOG00000047085	D4A7P2
ENSRNOG00000002759	Q5XIH4
ENSRNOG00000017467	P05714
ENSRNOG00000029939	Q6XFR6
ENSRNOG00000026716	P17077
ENSRNOG00000009450	Q9JKA7
ENSRNOG00000017654	Q5FVL2
ENSRNOG00000017654	Q5FVL2
ENSRNOG00000020391	Q9WV50
ENSRNOG00000017817	P10888
ENSRNOG00000004488	P97583
ENSRNOG00000018480	O35920
ENSRNOG00000029342	F1LQQ7
ENSRNOG00000026518	Q5BK38
ENSRNOG00000014964	P06866
ENSRNOG00000010252	Q641X3
ENSRNOG00000042464	Q641X7
ENSRNOG00000017786	P68136
ENSRNOG00000003125	Q4V7D2
ENSRNOG00000072513	P0DP31
ENSRNOG00000072513	P0DP30
ENSRNOG00000072513	P0DP29
ENSRNOG00000065480	Q09QM4
ENSRNOG00000015063	Q63707
ENSRNOG00000010358	Q71F54
ENSRNOG00000005326	Q5M7A7
ENSRNOG00000008346	Q6AYF4
ENSRNOG00000010352	Q9R0T3
ENSRNOG00000020753	Q8VHI8
ENSRNOG00000000956	Q6IMA3
ENSRNOG00000015144	Q568Z6
ENSRNOG00000017342	Q923G5
ENSRNOG00000019934	Q6AXZ0
ENSRNOG00000018233	Q63772
ENSRNOG00000075500	Q5FVJ8
ENSRNOG00000053317	Q6AXQ2
ENSRNOG00000010682	P51792
ENSRNOG00000039832	P30951
ENSRNOG00000039832	P30951
ENSRNOG00000003831	Q4G056
ENSRNOG00000014630	Q3SWT4
ENSRNOG00000007528	O54852
ENSRNOG00000011775	Q6AYP2
ENSRNOG00000001253	Q4G061
ENSRNOG00000011861	Q64602
ENSRNOG00000016483	Q9ERC1
ENSRNOG00000002343	Q00981
ENSRNOG00000001260	P53369
ENSRNOG00000012037	Q9R0C5
ENSRNOG00000050761	Q62975
ENSRNOG00000009438	P31211
ENSRNOG00000060853	Q711G3
ENSRNOG00000016366	Q4V885
ENSRNOG00000005990	Q5FVN8
ENSRNOG00000002664	Q66HH2
ENSRNOG00000002408	Q66H68
ENSRNOG00000003269	Q794C0
ENSRNOG00000015233	P13803
ENSRNOG00000051650	P68255
ENSRNOG00000005214	Q4KM33
ENSRNOG00000032737	Q8K3U6
ENSRNOG00000005214	Q4KM33
ENSRNOG00000002254	Q9Z142
ENSRNOG00000069024	Q64623
ENSRNOG00000020729	Q9R0K8
ENSRNOG00000006241	Q5XI50
ENSRNOG00000002484	P43144
ENSRNOG00000028426	Q63406
ENSRNOG00000006623	Q5FVR3
ENSRNOG00000034254	P60711
ENSRNOG00000009642	Q7TPB1
ENSRNOG00000014427	P12392
ENSRNOG00000037753	Q62633
ENSRNOG00000037753	Q62633
ENSRNOG00000024411	Q7TS56
ENSRNOG00000022009	Q561R0
ENSRNOG00000019976	Q4PJT6
ENSRNOG00000069516	Q9Z0K6
ENSRNOG00000002191	Q6AYA8
ENSRNOG00000060448	P61295
ENSRNOG00000061415	D3ZYB7
ENSRNOG00000003984	Q9R0R3
ENSRNOG00000005470	O35815
ENSRNOG00000010566	Q3B7T8
ENSRNOG00000088065	P0DN35
ENSRNOG00000010610	O08699
ENSRNOG00000020594	Q499S9
ENSRNOG00000009220	Q5HZE5
ENSRNOG00000024310	D4ADX7
ENSRNOG00000004009	Q99MA2
ENSRNOG00000016348	P04694
ENSRNOG00000080232	B2RZ59
ENSRNOG00000004645	O88422
ENSRNOG00000000996	Q99PD4
ENSRNOG00000021472	Q5RJL0
ENSRNOG00000008981	Q9QZA2
ENSRNOG00000003813	Q9JIS4
ENSRNOG00000004772	Q5I0L6
ENSRNOG00000002539	P11248
ENSRNOG00000017084	P50233
ENSRNOG00000063505	P54900
ENSRNOG00000050553	Q6AYE4
ENSRNOG00000004888	Q3C2P8
ENSRNOG00000050553	Q6AYE4
ENSRNOG00000003137	Q4V8G5
ENSRNOG00000047413	Q6AXV6
ENSRNOG00000003919	P67999
ENSRNOG00000005344	Q66H99
ENSRNOG00000028075	Q5XIK6
ENSRNOG00000023433	P46153
ENSRNOG00000017604	Q4FZU8
ENSRNOG00000003186	Q5M9H0
ENSRNOG00000005424	P09057
ENSRNOG00000001049	P63029
ENSRNOG00000012899	B1WC58
ENSRNOG00000017321	Q5M934
ENSRNOG00000061050	Q3T1J2
ENSRNOG00000013180	Q4G005
ENSRNOG00000003967	Q91ZQ0
ENSRNOG00000007325	D3ZJ96
ENSRNOG00000019276	P60924
ENSRNOG00000054479	Q4V8C2
ENSRNOG00000001033	Q641W3
ENSRNOG00000001037	Q4V893
ENSRNOG00000006067	Q9JM53
ENSRNOG00000027368	Q6AXN0
ENSRNOG00000003328	Q5U2U6
ENSRNOG00000018939	Q5U1X1
ENSRNOG00000012820	Q62847
ENSRNOG00000003773	P23711
ENSRNOG00000012820	Q62847
ENSRNOG00000007237	P41137
ENSRNOG00000070472	Q5XI89
ENSRNOG00000024178	Q561R1
ENSRNOG00000004992	Q6NYB7
ENSRNOG00000004500	P09416
ENSRNOG00000018945	P61972
ENSRNOG00000011373	Q4QQW1
ENSRNOG00000003198	Q5FVJ5
ENSRNOG00000008219	Q5XIR4
ENSRNOG00000024346	Q5HZW7
ENSRNOG00000024517	Q7TQN8
ENSRNOG00000000985	Q5FVR7
ENSRNOG00000009250	P27213
ENSRNOG00000007371	B0BN49
ENSRNOG00000019573	P18424
ENSRNOG00000011831	Q641Y7
ENSRNOG00000000987	A2VD13
ENSRNOG00000006280	P59996
ENSRNOG00000000989	O70454
ENSRNOG00000006543	Q8R2H3
ENSRNOG00000009398	Q5XIC7
ENSRNOG00000022980	Q6PCT8
ENSRNOG00000016641	Q641W9
ENSRNOG00000000990	Q62785
ENSRNOG00000012912	P63076
ENSRNOG00000000991	O88656
ENSRNOG00000004846	Q5FVI6
ENSRNOG00000009994	P08461
ENSRNOG00000004697	Q920K5
ENSRNOG00000001114	Q6AY57
ENSRNOG00000014711	B0BMX9
ENSRNOG00000091162	P04646
ENSRNOG00000047618	Q5XIK7
ENSRNOG00000014727	Q6AYQ8
ENSRNOG00000000921	Q5BJT2
ENSRNOG00000006118	O08876
ENSRNOG00000010524	P23928
ENSRNOG00000015090	Q68FS1
ENSRNOG00000019651	Q63632
ENSRNOG00000006967	Q9R0I6
ENSRNOG00000000937	Q5BK75
ENSRNOG00000019757	Q5U2X4
ENSRNOG00000023303	Q5M872
ENSRNOG00000008103	O88989
ENSRNOG00000006787	Q5BQE6
ENSRNOG00000000070	Q5XI68
ENSRNOG00000051619	Q5U2S6
ENSRNOG00000030914	B1H283
ENSRNOG00000060245	Q6AY31
ENSRNOG00000056765	Q6PDV7
ENSRNOG00000002057	Q70EX6
ENSRNOG00000004220	Q5PQP2
ENSRNOG00000009471	Q5BK43
ENSRNOG00000055641	Q2QDE7
ENSRNOG00000054264	A0A0G2JTY4
ENSRNOG00000007327	Q5M7W7
ENSRNOG00000033686	P63174
ENSRNOG00000060561	Q0VGK4
ENSRNOG00000014705	E9PT37
ENSRNOG00000014779	Q9JID1
ENSRNOG00000014779	Q9JID1
ENSRNOG00000019859	Q675A5
ENSRNOG00000015644	Q9R0E0
ENSRNOG00000025981	Q5I0J4
ENSRNOG00000019943	D3ZMM8
ENSRNOG00000015339	Q6AYI5
ENSRNOG00000047545	P22909
ENSRNOG00000004117	P97557
ENSRNOG00000009983	Q4KM95
ENSRNOG00000004692	Q9EPH1
ENSRNOG00000016334	Q9Z118
ENSRNOG00000056870	P50398
ENSRNOG00000085702	Q4V8J4
ENSRNOG00000039658	Q6MG51
ENSRNOG00000000258	Q5U4E8
ENSRNOG00000061237	P24389
ENSRNOG00000039658	Q6MG51
ENSRNOG00000009550	P52020
ENSRNOG00000060464	D3ZPX4
ENSRNOG00000024730	Q80Z30
ENSRNOG00000010512	Q6P6G5
ENSRNOG00000046458	P52947
ENSRNOG00000027468	Q08469
ENSRNOG00000000847	P67874
ENSRNOG00000003964	Q4V8A0
ENSRNOG00000011189	Q6AYS7
ENSRNOG00000058870	A2RUW0
ENSRNOG00000027516	Q6MG53
ENSRNOG00000045844	Q5GFD9
ENSRNOG00000002186	Q5XIG0
ENSRNOG00000056728	P05370
ENSRNOG00000019450	Q5U2Q7
ENSRNOG00000002210	Q6AYS8
ENSRNOG00000026936	Q6MG59
ENSRNOG00000007799	Q642A7
ENSRNOG00000001009	Q5PPK1
ENSRNOG00000007214	D3ZS74
ENSRNOG00000002212	Q5M875
ENSRNOG00000012073	Q6DGG1
ENSRNOG00000000842	Q6MG60
ENSRNOG00000016692	Q4V8F9
ENSRNOG00000001680	Q8CFC1
ENSRNOG00000004448	A0A0G2K047
ENSRNOG00000029682	Q6MG61
ENSRNOG00000014832	Q66H84
ENSRNOG00000077863	Q5I0L4
ENSRNOG00000001679	P50573
ENSRNOG00000000857	Q6MG62
ENSRNOG00000004878	P19335
ENSRNOG00000047247	Q64605
ENSRNOG00000038807	D3ZVN1
ENSRNOG00000024635	Q5BK20
ENSRNOG00000047247	Q64605
ENSRNOG00000055962	P47853
ENSRNOG00000002610	Q9WU49
ENSRNOG00000019326	Q75UQ2
ENSRNOG00000042786	Q9JI51
ENSRNOG00000007367	A0A096MJN4
ENSRNOG00000004201	Q9JIS1
ENSRNOG00000016494	Q5M962
ENSRNOG00000043103	D3ZE85
ENSRNOG00000019425	P60522
ENSRNOG00000061304	Q64568
ENSRNOG00000027087	Q4KLZ1
ENSRNOG00000021887	Q641Y1
ENSRNOG00000008978	Q4V8B8
ENSRNOG00000004925	Q10728
ENSRNOG00000004298	Q63150
ENSRNOG00000056550	B2RYE5
ENSRNOG00000023650	Q68FS2
ENSRNOG00000002636	P50554
ENSRNOG00000000902	Q66HA8
ENSRNOG00000017828	P43301
ENSRNOG00000021602	Q6AXZ5
ENSRNOG00000058317	O70150
ENSRNOG00000058317	O70150
ENSRNOG00000018023	Q68FW8
ENSRNOG00000007410	Q8CJH2
ENSRNOG00000000341	B5DFC9
ENSRNOG00000016976	P51799
ENSRNOG00000000341	B5DFC9
ENSRNOG00000002117	O88181
ENSRNOG00000007639	P55314
ENSRNOG00000020151	Q9R0T4
ENSRNOG00000008543	Q6AYD6
ENSRNOG00000013505	P81155
ENSRNOG00000056524	D3ZHR2
ENSRNOG00000000907	P20291
ENSRNOG00000006426	P21707
ENSRNOG00000016977	P47728
ENSRNOG00000058739	P61808
ENSRNOG00000061731	D3ZLH5
ENSRNOG00000001629	Q6P6S5
ENSRNOG00000016592	P04897
ENSRNOG00000001010	Q3ZBA0
ENSRNOG00000014320	P18331
ENSRNOG00000053172	Q07984
ENSRNOG00000010555	Q568Z9
ENSRNOG00000002203	Q641Z1
ENSRNOG00000001031	P02631
ENSRNOG00000016827	Q9JHZ9
ENSRNOG00000046502	Q924S5
ENSRNOG00000013656	P61794
ENSRNOG00000066247	Q68FU4
ENSRNOG00000016137	Q4KMA2
ENSRNOG00000003151	Q5PQN2
ENSRNOG00000017219	Q80W92
ENSRNOG00000009078	Q6AXT0
ENSRNOG00000031662	P58295
ENSRNOG00000002520	P0C0T0
ENSRNOG00000016066	Q91XN4
ENSRNOG00000015675	Q62919
ENSRNOG00000003524	Q5RJR8
ENSRNOG00000000774	Q9Z0U4
ENSRNOG00000000774	Q9Z0U4
ENSRNOG00000000774	Q9Z0U4
ENSRNOG00000001036	Q66HB5
ENSRNOG00000023601	O09032
ENSRNOG00000002425	P53809
ENSRNOG00000027690	Q641X8
ENSRNOG00000064183	Q80ZD5
ENSRNOG00000064183	Q80ZD5
ENSRNOG00000001044	Q32PX2
ENSRNOG00000064183	Q80ZD5
ENSRNOG00000008428	P61169
ENSRNOG00000085966	Q9ESM0
ENSRNOG00000008428	P61169
ENSRNOG00000002434	Q569C0
ENSRNOG00000002434	Q569C0
ENSRNOG00000010765	P85972
ENSRNOG00000001050	Q63185
ENSRNOG00000016469	Q04679
ENSRNOG00000001048	Q641X1
ENSRNOG00000037137	P0C0A9
ENSRNOG00000014900	Q03061
ENSRNOG00000002436	Q719N3
ENSRNOG00000005123	B0BNG0
ENSRNOG00000001059	D3ZU96
ENSRNOG00000014900	Q03061
ENSRNOG00000038291	Q4V8G0
ENSRNOG00000023529	P09895
ENSRNOG00000008921	Q78P75
ENSRNOG00000018404	P50475
ENSRNOG00000021016	D3ZT86
ENSRNOG00000022305	Q8CG09
ENSRNOG00000026252	D4A4D7
ENSRNOG00000018792	Q6AXV2
ENSRNOG00000065686	P63100
ENSRNOG00000058007	Q9ES39
ENSRNOG00000021027	P16443
ENSRNOG00000000779	Q6MFY5
ENSRNOG00000028063	Q68FV1
ENSRNOG00000059862	Q00788
ENSRNOG00000024605	Q6DGF6
ENSRNOG00000010935	Q9EQV9
ENSRNOG00000056248	Q8VIG2
ENSRNOG00000012724	Q498R7
ENSRNOG00000024605	Q6DGF6
ENSRNOG00000082306	Q6MFY6
ENSRNOG00000079068	Q920M2
ENSRNOG00000004077	P22462
ENSRNOG00000016847	P56819
ENSRNOG00000004077	P22462
ENSRNOG00000001953	Q6IE75
ENSRNOG00000018950	Q2LAM0
ENSRNOG00000004077	P22462
ENSRNOG00000027225	Q6MG58
ENSRNOG00000066637	P63326
ENSRNOG00000001068	Q6RUV5
ENSRNOG00000056944	Q5U2Z7
ENSRNOG00000018972	Q5EB77
ENSRNOG00000001662	Q63470
ENSRNOG00000017478	Q62849
ENSRNOG00000001662	Q63470
ENSRNOG00000005985	Q62976
ENSRNOG00000013454	P63322
ENSRNOG00000002093	P26342
ENSRNOG00000017628	P31232
ENSRNOG00000021046	Q29YR5
ENSRNOG00000021046	Q29YR5
ENSRNOG00000062944	Q91ZF1
ENSRNOG00000062944	Q91ZF1
ENSRNOG00000022664	Q810T5
ENSRNOG00000062944	Q91ZF1
ENSRNOG00000062944	Q91ZF1
ENSRNOG00000051529	O35476
ENSRNOG00000062944	Q91ZF1
ENSRNOG00000062944	Q91ZF1
ENSRNOG00000062944	Q91ZF1
ENSRNOG00000062944	Q91ZF1
ENSRNOG00000000878	Q6MG71
ENSRNOG00000057102	O35264
ENSRNOG00000006889	Q64240
ENSRNOG00000021051	P63035
ENSRNOG00000057814	Q5PPL3
ENSRNOG00000021056	O70596
ENSRNOG00000021063	Q62645
ENSRNOG00000055909	P02651
ENSRNOG00000001701	B2GV72
ENSRNOG00000018760	Q5U2Y3
ENSRNOG00000021082	Q569A6
ENSRNOG00000008140	P61314
ENSRNOG00000080664	M0RDU0
ENSRNOG00000018202	B6VQA5
ENSRNOG00000046912	Q63504
ENSRNOG00000021104	Q9QYW5
ENSRNOG00000002121	Q5U308
ENSRNOG00000002121	Q5U308
ENSRNOG00000002121	Q5U308
ENSRNOG00000006604	P01830
ENSRNOG00000002121	Q5U308
ENSRNOG00000045846	B2GV50
ENSRNOG00000002121	Q5U308
ENSRNOG00000018343	Q80W96
ENSRNOG00000014706	Q5NSW5
ENSRNOG00000013162	Q5HZA3
ENSRNOG00000002121	Q5U308
ENSRNOG00000006663	Q5U349
ENSRNOG00000013162	Q5HZA3
ENSRNOG00000002121	Q5U308
ENSRNOG00000002121	Q5U308
ENSRNOG00000013162	Q5HZA3
ENSRNOG00000006663	Q5U349
ENSRNOG00000010063	P14842
ENSRNOG00000002142	O35052
ENSRNOG00000007999	Q8K4K7
ENSRNOG00000000422	Q6MG77
ENSRNOG00000045947	A1L1K7
ENSRNOG00000065000	Q498T9
ENSRNOG00000090496	Q6YDN7
ENSRNOG00000009512	B0BNE5
ENSRNOG00000050006	P35351
ENSRNOG00000001654	Q3B7D0
ENSRNOG00000012786	P70580
ENSRNOG00000001235	Q63210
ENSRNOG00000016767	Q6F596
ENSRNOG00000050519	P61589
ENSRNOG00000054157	Q1HCL7
ENSRNOG00000000638	Q5PQS2
ENSRNOG00000048812	P04041
ENSRNOG00000085632	M0RDU0
ENSRNOG00000013009	P04642
ENSRNOG00000077699	Q400C9
ENSRNOG00000039980	Q09073
ENSRNOG00000009783	P11730
ENSRNOG00000054863	B2GUZ1
ENSRNOG00000049507	Q5PQK1
ENSRNOG00000029667	Q5FVQ9
ENSRNOG00000048718	Q4V7C4
ENSRNOG00000015105	Q6P6S3
ENSRNOG00000081220	O70301
ENSRNOG00000048718	Q4V7C4
ENSRNOG00000067464	Q924T9
ENSRNOG00000047867	Q5XIA9
ENSRNOG00000067464	Q924T9
ENSRNOG00000013381	Q6IRE4
ENSRNOG00000047134	Q6AY96
ENSRNOG00000000432	Q6MG81
ENSRNOG00000028216	Q5VJ70
ENSRNOG00000015206	P06214
ENSRNOG00000015054	Q6P798
ENSRNOG00000001250	Q924T4
ENSRNOG00000000435	O70489
ENSRNOG00000001628	P63055
ENSRNOG00000000433	Q6MG82
ENSRNOG00000016029	P33568
ENSRNOG00000086236	Q4G072
ENSRNOG00000048853	B8ZHC9
ENSRNOG00000000436	Q6MG84
ENSRNOG00000000436	Q6MG84
ENSRNOG00000017863	Q62947
ENSRNOG00000043451	P08721
ENSRNOG00000007613	Q5FVH0
ENSRNOG00000028930	O88797
ENSRNOG00000016271	Q5XIE8
ENSRNOG00000015523	Q5M888
ENSRNOG00000027992	Q8VHZ8
ENSRNOG00000016621	Q4QR76
ENSRNOG00000002042	Q07120
ENSRNOG00000007726	Q9EPF2
ENSRNOG00000028930	O88797
ENSRNOG00000015523	Q5M888
ENSRNOG00000017641	Q4V7B8
ENSRNOG00000007726	Q9EPF2
ENSRNOG00000000438	Q5M807
ENSRNOG00000049920	P17220
ENSRNOG00000006766	Q5U1W4
ENSRNOG00000057557	P05710
ENSRNOG00000057557	P05710
ENSRNOG00000017607	Q5BK32
ENSRNOG00000017821	Q64565
ENSRNOG00000020068	O08776
ENSRNOG00000020159	Q641Y9
ENSRNOG00000008195	P63102
ENSRNOG00000007117	Q6AYJ5
ENSRNOG00000039086	Q5FVL4
ENSRNOG00000000442	Q6MG88
ENSRNOG00000008634	Q5FVK6
ENSRNOG00000020185	Q5XFW6
ENSRNOG00000000529	P26794
ENSRNOG00000007632	D3ZKV9
ENSRNOG00000042978	Q5PQN0
ENSRNOG00000029649	Q6IE62
ENSRNOG00000000728	Q5M883
ENSRNOG00000052386	Q5FVQ8
ENSRNOG00000030877	P08909
ENSRNOG00000018839	Q63604
ENSRNOG00000002149	O35762
ENSRNOG00000018839	Q63604
ENSRNOG00000028872	Q5U312
ENSRNOG00000050419	Q9WU06
ENSRNOG00000011947	Q5BK67
ENSRNOG00000028872	Q5U312
ENSRNOG00000048843	Q9QYU2
ENSRNOG00000011947	P19944
ENSRNOG00000011947	Q5BK67
ENSRNOG00000006136	O55173
ENSRNOG00000000490	P63326
ENSRNOG00000003897	P02454
ENSRNOG00000024207	Q7TQM3
ENSRNOG00000011523	Q02874
ENSRNOG00000088984	Q9Z2M4
ENSRNOG00000023446	D4A0X3
ENSRNOG00000024041	D3ZZW6
ENSRNOG00000014829	O70467
ENSRNOG00000024128	Q9ER34
ENSRNOG00000013886	D3ZIE4
ENSRNOG00000065530	Q9WUW8
ENSRNOG00000055401	P25122
ENSRNOG00000002563	Q4G009
ENSRNOG00000069353	Q499P3
ENSRNOG00000011488	P09810
ENSRNOG00000025584	Q8CGU4
ENSRNOG00000005332	Q63430
ENSRNOG00000003284	Q4V882
ENSRNOG00000025570	Q5RKH6
ENSRNOG00000026271	D3ZXD8
ENSRNOG00000000461	Q6MGA9
ENSRNOG00000004146	O35828
ENSRNOG00000030625	P12346
ENSRNOG00000000164	P17046
ENSRNOG00000006554	Q5PQL8
ENSRNOG00000021314	Q02769
ENSRNOG00000003330	Q499N5
ENSRNOG00000016891	Q5PQK4
ENSRNOG00000004628	P60486
ENSRNOG00000010708	P46152
ENSRNOG00000017597	P19112
ENSRNOG00000017165	Q5U1Y4
ENSRNOG00000017637	Q9Z1N1
ENSRNOG00000024112	D3ZEY4
ENSRNOG00000062981	Q7TPF1
ENSRNOG00000004839	Q10468
ENSRNOG00000005335	Q6UE39
ENSRNOG00000019942	Q6AY27
ENSRNOG00000046254	Q5Y4N8
ENSRNOG00000004404	Q8CH01
ENSRNOG00000000044	Q6AY05
ENSRNOG00000005369	P63251
ENSRNOG00000046515	Q701R3
ENSRNOG00000000532	Q5U2Z5
ENSRNOG00000052113	O35274
ENSRNOG00000019023	Q5XHY5
ENSRNOG00000085812	D3ZTT2
ENSRNOG00000020882	P0C5J9
ENSRNOG00000028879	Q6RVG2
ENSRNOG00000012815	O54702
ENSRNOG00000005109	Q5BJN9
ENSRNOG00000011771	Q78EG7
ENSRNOG00000005309	O88420
ENSRNOG00000010186	Q5XIM5
ENSRNOG00000090522	P63041
ENSRNOG00000004624	Q6SA80
ENSRNOG00000053086	P25236
ENSRNOG00000053086	P25236
ENSRNOG00000053086	P25236
ENSRNOG00000053086	P25236
ENSRNOG00000053086	P25236
ENSRNOG00000053086	P25236
ENSRNOG00000053086	P25236
ENSRNOG00000053086	P25236
ENSRNOG00000053086	P25236
ENSRNOG00000053086	P25236
ENSRNOG00000000064	P29419
ENSRNOG00000059659	Q5U2M7
ENSRNOG00000012440	Q923M1
ENSRNOG00000002258	B5DFH9
ENSRNOG00000000540	Q5PQR3
ENSRNOG00000015654	P16310
ENSRNOG00000001052	Q5PQM9
ENSRNOG00000020284	P12368
ENSRNOG00000015654	P16310
ENSRNOG00000000541	Q6P7Q4
ENSRNOG00000002262	Q5PPH0
ENSRNOG00000002270	Q3SWU3
ENSRNOG00000020361	Q9R0U1
ENSRNOG00000007611	P18864
ENSRNOG00000015320	Q06646
ENSRNOG00000011668	Q6IMZ0
ENSRNOG00000011668	Q6IMZ0
ENSRNOG00000011668	Q6IMZ0
ENSRNOG00000009625	P47942
ENSRNOG00000033824	P35571
ENSRNOG00000011668	Q6IMZ0
ENSRNOG00000015447	Q66HR5
ENSRNOG00000000568	Q80WK7
ENSRNOG00000002292	Q9JJ54
ENSRNOG00000043094	B2GV06
ENSRNOG00000002292	Q9JJ54
ENSRNOG00000002292	Q9JJ54
ENSRNOG00000046365	Q6V0K7
ENSRNOG00000030345	P60868
ENSRNOG00000004873	Q64617
ENSRNOG00000053889	O88278
ENSRNOG00000007235	Q06645
ENSRNOG00000027503	P62853
ENSRNOG00000059765	P55926
ENSRNOG00000032134	Q68FY0
ENSRNOG00000014440	Q5BJY4
ENSRNOG00000011158	P36876
ENSRNOG00000015075	P97574
ENSRNOG00000011634	Q5GH57
ENSRNOG00000014634	D2XV59
ENSRNOG00000036842	Q811Q1
ENSRNOG00000017310	Q4G055
ENSRNOG00000012012	A4L691
ENSRNOG00000005074	Q68FV2
ENSRNOG00000006122	Q8CGX0
ENSRNOG00000006839	P51646
ENSRNOG00000013358	Q8CHM1
ENSRNOG00000006306	Q06145
ENSRNOG00000042916	Q99ND9
ENSRNOG00000036837	Q6AYT2
ENSRNOG00000012799	P54645
ENSRNOG00000029784	P35465
ENSRNOG00000000841	Q63413
ENSRNOG00000023148	P20909
ENSRNOG00000009266	Q9EST6
ENSRNOG00000020656	P25114
ENSRNOG00000017506	P08082
ENSRNOG00000017506	P08082
ENSRNOG00000006500	Q5RK19
ENSRNOG00000000825	Q5FWS4
ENSRNOG00000000839	Q8R2H1
ENSRNOG00000007851	P18422
ENSRNOG00000006868	Q3B7D1
ENSRNOG00000017969	P63057
ENSRNOG00000000838	Q06332
ENSRNOG00000013034	P0C595
ENSRNOG00000010034	Q6P7S1
ENSRNOG00000020667	Q5XIH2
ENSRNOG00000048061	B2RYM5
ENSRNOG00000013683	P48303
ENSRNOG00000009274	Q68FV3
ENSRNOG00000000566	P61459
ENSRNOG00000008222	Q9WV97
ENSRNOG00000008554	D4A7H1
ENSRNOG00000047860	M0R7Z9
ENSRNOG00000013336	Q5EB92
ENSRNOG00000023348	B5DFA1
ENSRNOG00000013912	Q5BJM8
ENSRNOG00000027012	Q6IE24
ENSRNOG00000061108	Q66H80
ENSRNOG00000012454	Q5RJK3
ENSRNOG00000016587	P70617
ENSRNOG00000007865	P09759
ENSRNOG00000028781	O88269
ENSRNOG00000014333	P29534
ENSRNOG00000013919	Q6AXQ9
ENSRNOG00000055295	Q9WVK3
ENSRNOG00000015262	Q06496
ENSRNOG00000039278	Q52KK3
ENSRNOG00000026953	Q9ESP4
ENSRNOG00000036828	Q01066
ENSRNOG00000039278	Q52KK3
ENSRNOG00000016896	P21531
ENSRNOG00000039278	Q52KK3
ENSRNOG00000075307	Q66H45
ENSRNOG00000020688	Q5PPN7
ENSRNOG00000002671	P19804
ENSRNOG00000036827	P19103
ENSRNOG00000010714	Q5M8C6
ENSRNOG00000021128	P70673
ENSRNOG00000005964	P51179
ENSRNOG00000017434	Q02527
ENSRNOG00000002693	Q05982
ENSRNOG00000017434	Q02527
ENSRNOG00000005723	Q9R1M7
ENSRNOG00000017434	Q02527
ENSRNOG00000017434	Q02527
ENSRNOG00000017434	Q02527
ENSRNOG00000020835	Q4V793
ENSRNOG00000017434	Q02527
ENSRNOG00000017434	Q02527
ENSRNOG00000017434	Q02527
ENSRNOG00000070745	P16599
ENSRNOG00000017434	Q02527
ENSRNOG00000000386	Q68G31
ENSRNOG00000017434	Q02527
ENSRNOG00000021130	Q09429
ENSRNOG00000018390	Q5FVH2
ENSRNOG00000047393	Q5BJY9
ENSRNOG00000019257	Q7M6Z5
ENSRNOG00000013171	P31421
ENSRNOG00000017553	Q5XIS8
ENSRNOG00000017284	Q1RP77
ENSRNOG00000038759	Q32ZF3
ENSRNOG00000021130	Q09429
ENSRNOG00000016503	B4F769
ENSRNOG00000000488	Q8K585
ENSRNOG00000048071	B2RZ86
ENSRNOG00000017801	Q9ES19
ENSRNOG00000021628	Q5FVP5
ENSRNOG00000022748	Q5HZA9
ENSRNOG00000014231	Q62923
ENSRNOG00000028713	P80203
ENSRNOG00000022732	B2RZD2
ENSRNOG00000067555	Q63396
ENSRNOG00000021546	Q5M869
ENSRNOG00000061176	Q566C7
ENSRNOG00000038758	Q32ZG2
ENSRNOG00000017133	Q5U2R6
ENSRNOG00000063418	P61515
ENSRNOG00000010832	Q5RJP7
ENSRNOG00000063448	Q9WTY0
ENSRNOG00000005801	Q9Z158
ENSRNOG00000009462	Q4V897
ENSRNOG00000015117	D3ZXS4
ENSRNOG00000016957	P12843
ENSRNOG00000066151	Q4V890
ENSRNOG00000019519	Q32PY9
ENSRNOG00000011016	B5D5N9
ENSRNOG00000011016	B5D5N9
ENSRNOG00000001189	Q9R1U5
ENSRNOG00000022635	Q63622
ENSRNOG00000006762	P55770
ENSRNOG00000006934	P80202
ENSRNOG00000008001	Q63941
ENSRNOG00000022635	Q63622
ENSRNOG00000007346	Q8R4T5
ENSRNOG00000000105	P84087
ENSRNOG00000048411	Q7TPK1
ENSRNOG00000025481	Q6AYH5
ENSRNOG00000059268	O55000
ENSRNOG00000066847	P07490
ENSRNOG00000046799	P67779
ENSRNOG00000017001	A1L1J6
ENSRNOG00000016815	Q5U4F4
ENSRNOG00000007262	Q5M862
ENSRNOG00000007607	P22829
ENSRNOG00000008027	B1PRL5
ENSRNOG00000063590	Q9QZH0
ENSRNOG00000037757	Q561R8
ENSRNOG00000015616	O08773
ENSRNOG00000028884	Q6PDU7
ENSRNOG00000071251	Q6MG14
ENSRNOG00000007666	D4A055
ENSRNOG00000051960	Q925T0
ENSRNOG00000017991	Q4KM34
ENSRNOG00000011501	Q63377
ENSRNOG00000026466	D3ZAL8
ENSRNOG00000017383	Q5M808
ENSRNOG00000086201	Q5XI51
ENSRNOG00000016573	Q5FVP8
ENSRNOG00000022686	Q9JKR5
ENSRNOG00000018566	P07154
ENSRNOG00000067284	Q4V8J7
ENSRNOG00000032813	Q5U2M8
ENSRNOG00000056457	O35077
ENSRNOG00000084326	Q5XFV8
ENSRNOG00000011909	Q63713
ENSRNOG00000013658	P19527
ENSRNOG00000027204	Q63560
